,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98
OCUM-1,1.8506559,-0.27342364,1.2071757,-1.5932617,-1.9823025,-0.98765326,-0.3163633,0.6394223,1.8848606,1.1487551,3.3367958,1.2444382,-1.1195605,-0.2448143,2.2331998,2.613893,-1.1859088,-1.1233189,-3.818428,-2.7552717,1.5431055,0.93286824,-0.07790345,-2.2208266,0.019371973,1.1330091,-0.67199016,-1.3163823,2.821474,0.4684351,-2.8757596,-2.3641524,1.7181745,-0.7352648,2.5555816,0.6255561,2.1005976,-2.4772177,1.1595497,1.8679168,-0.8199488,3.1166668,-1.4269806,-0.1137443,2.5151083,0.64938444,-0.3621588,0.63974714,1.0583421,0.20056581,2.085322,1.738049,1.2143912,2.2031696,-2.546387,-0.8029641,2.254859,0.37615225,2.9122248,-0.41738585,-1.6342059,-3.3088121,-1.24735,0.8608014,0.3770942,0.03998957,0.38336554,-0.92576665,2.015794,-3.3387723,-0.85133475,-2.0220122,0.21305582,1.008637,-1.1236538,-2.1067777,-1.7525908,-1.9498135,1.0535898,0.8401717,-2.949414,-1.056162,1.9807571,-1.9888725,-2.0983312,-0.056321204,2.3281455,1.1328462,0.8676652,1.3229296,2.1155505,-2.1699603,-3.551735,-0.22978462,2.0044656,-3.8329313,1.9821839,0.4612702,1.1332618
HCC1833,-1.6421279,0.794821,1.5039712,-0.7636934,1.1639698,0.90419877,1.9377428,0.17543964,0.23439309,0.6146834,0.8626606,-1.7113504,-1.0003963,2.6141057,-0.6655259,-2.1551952,3.3353121,-1.8832495,-1.7766752,1.2614733,-0.9700316,-1.9644952,1.0037341,-2.1065645,0.32931447,-2.4775732,-3.479191,2.4230516,0.7322032,0.19360968,-0.15663715,1.0204985,2.715234,1.2251229,2.2022924,-1.2318645,-0.06426895,-3.2370257,-0.78322583,-2.792906,-1.4442585,0.24963373,0.5056184,-0.14552392,-1.0773728,1.9189813,3.5485663,0.7625477,0.8471479,0.5900949,-0.36609948,-2.0606873,0.4728728,-0.47845277,1.8730769,-2.6681376,3.2954626,0.7362807,-1.6430529,-0.6867184,1.0107852,-2.2276552,3.2425153,2.0042517,2.1159575,0.95833385,-1.8511732,-0.66489124,1.439555,-1.5196807,0.6272558,-1.7191868,1.2746978,-1.8261687,0.07632488,0.15102577,-1.3588514,2.8951159,0.6703326,-0.049853113,0.21144333,2.979218,-0.7953192,-1.7209821,-0.5100195,-0.55038893,3.4519565,-2.0438983,0.86435366,-2.0088935,-0.94307107,-0.86540616,-2.7175853,-2.7699947,1.2059097,4.451129,0.6266457,3.4432743,-5.0652275
HMC-1-8,0.90214884,-0.7720181,-2.332675,-0.063500695,1.3734941,-1.4931413,0.7122176,-0.34129444,0.098012865,1.9409003,0.69685704,-1.685492,0.07260209,0.026351003,-1.6335474,0.73630905,0.014267815,-2.9026546,-0.98299307,-0.110082015,0.6793339,1.181402,0.7465348,0.41500968,0.99350697,0.9969451,1.1772435,-0.82966083,-3.894329,0.5162642,-0.486887,-2.0155869,-0.75839037,-0.3434317,-1.0904719,-1.7355227,2.9053726,0.4614629,1.443646,-1.7560748,-0.9910312,0.7083643,-3.2400165,-2.9286234,1.865992,-2.76947,-0.9927771,-1.3135927,1.8164418,0.83098406,1.5089504,-3.3315003,-2.6823401,0.98026174,-0.572407,0.51850015,-0.15902558,-0.6589988,-0.46119133,0.45141876,0.19678786,-2.0696602,-3.0121417,-0.9674099,-1.0124989,-0.92113435,2.1723342,4.017359,0.98596835,-1.2417288,-0.28099415,0.47422928,0.52307624,0.6355156,-0.66093564,-2.2319884,-1.3999723,0.36779496,-0.016217023,-1.1890258,2.6026258,0.99524933,-0.41268992,-0.4639657,0.91167766,-0.577425,-0.83714026,-2.5211825,2.4210443,-1.6433519,-1.6735827,-0.38891888,-2.3199322,-1.0092582,1.7294792,-0.47925296,0.6148491,-0.41932958,2.7464619
MKN45,-0.82792735,-3.3266094,-0.5895608,-0.65964603,0.41952103,-1.9491981,-0.555146,1.3845698,2.7280614,0.3195181,1.9008913,1.3837845,-0.844553,-0.30411023,-0.44637263,0.5565353,0.37175617,-2.7574103,-3.802144,-1.7606673,1.987491,0.26368487,-1.1101205,0.1820212,0.6905654,2.2386909,0.11874274,-2.3995595,1.3237007,-0.36646223,-2.9389677,-1.0512078,0.7855675,1.000579,0.61995554,0.2026534,1.73493,-2.7780282,-0.33991897,0.92088294,-1.3874542,0.51525754,-1.4502153,-0.3526105,1.7144579,0.4332379,-0.42491904,1.5133771,0.11263779,0.79258275,0.5956707,-0.25369287,0.80017394,0.38139784,0.9037426,-0.69542325,0.9976028,-1.587594,2.169246,-0.721774,-1.1284082,-2.6862826,-0.082633704,-0.86370647,0.8544193,0.31835625,-2.3770866,0.2550895,1.8471282,-1.2383142,0.103465214,-2.1793704,1.8298613,0.029433161,-1.2331219,-0.74773884,-1.9695864,-1.8456976,-0.70572096,0.56609154,-3.3715034,-2.1659162,-0.19031528,-2.659042,-1.7423804,-0.31080812,0.583934,-0.17954074,-0.41472888,1.1785424,0.9412748,-1.6567352,-1.2364079,0.18220958,1.0524079,-3.4443583,1.6858461,-0.18997057,0.2704257
U266B1,-0.27785325,-0.0218903,-0.62775075,-0.8518554,-0.5087818,-0.82706755,1.365541,1.0229322,0.5949295,2.1071796,1.1086252,-1.0215521,0.83568096,0.10329592,1.0865011,0.3975765,-3.349141,1.1977704,0.2104981,0.2862072,0.99171114,0.14236277,0.21217299,2.882708,-0.3091908,-1.9495907,-0.47011852,2.1121268,0.62530243,-0.53644073,1.8212641,-0.62918985,1.1493754,-2.3052588,1.4722759,3.6727571,1.5894935,-0.79719603,0.2986858,-0.05570344,0.25517747,-0.42282417,-0.07499446,0.4162606,-0.7697996,-0.8229961,-0.2670543,1.530583,-1.1589564,-1.5213668,-0.58555937,-1.8789792,-0.60948247,0.5014486,-0.2528925,-1.2718735,0.6857517,-1.8399282,-1.469635,1.0887927,-0.3091634,-0.54672045,-0.6441347,1.468842,-0.84254867,-0.33443934,1.8516737,-0.91451335,0.1688097,1.1343484,-2.5275576,-0.7175247,-2.0963929,-0.4023256,0.5267582,0.5306743,0.4693185,1.4978477,1.050578,-0.49035925,-1.102606,-0.08355731,1.456889,1.7154063,0.9206612,1.3852415,-0.2554539,-0.32537785,-0.016912078,-1.6967112,1.7296414,-0.18601426,-0.3987329,0.5342026,1.6913438,1.6227431,1.3378165,-1.4563893,-1.8837501
EFM-19,-0.4103121,0.75055367,0.8217241,-0.806645,-0.01439447,-0.055798363,-0.14859888,-2.2332308,2.271508,2.027311,-0.09259505,0.70858955,0.31970125,-0.4143979,1.0498805,0.5926562,0.75556684,3.127878,1.36658,-0.4235803,2.8252406,0.92381114,1.232345,-1.7918664,-2.1635878,-1.2872498,-1.8096485,0.99859107,2.8144794,-0.1319816,0.7626083,-0.04674951,-0.2832029,1.7796712,-0.6489025,0.4458346,-0.93587863,1.4006315,0.8077738,1.4192032,2.446358,2.3900895,-1.0838809,-0.9400939,-1.4031761,1.9046239,1.908423,2.4862099,-0.59609497,-0.081130855,1.7342668,1.9769286,-0.9375893,0.47634622,-1.2659914,-0.79586065,2.6346385,3.0549889,0.9790248,-2.4290495,0.026721228,1.3523376,0.27798688,-1.0756956,2.4293125,-2.6689951,-1.0862753,-2.342336,-0.40628678,-2.0493903,1.0638531,-0.2887901,-0.71138865,-0.6478065,-2.539014,0.8117913,0.7157002,-2.6907663,-1.9455111,3.993966,-1.6320775,1.3036145,-1.4897882,-0.4656629,0.116711125,1.8239106,1.0976706,0.6149867,0.43786964,-0.04326941,-0.48972446,0.762974,0.013211062,-2.116445,-1.3274547,1.0676417,0.7590425,-1.4884123,1.0587956
LoVo,-1.4699817,-2.7020671,0.4197029,-0.8862083,-1.060634,1.2609342,-0.7926489,0.06819498,1.7026572,0.71699625,0.5110789,0.16529284,-0.31552333,-0.2653833,1.6314367,0.26566467,1.5968466,-0.018879682,-1.0581464,-1.4467069,-2.2625444,0.9544531,0.13147919,0.05968972,-0.07881862,2.1468165,-0.9809117,0.4095576,0.01352812,-0.18348925,-2.5855494,-0.3650141,1.1339717,1.6498077,0.92773414,0.9508143,-0.22406256,-1.4898124,-0.19749841,-0.9564546,-0.11539075,-0.1764262,-0.6020033,1.015088,2.3979266,-0.41678917,-1.5898659,2.012393,1.2566247,0.7952729,0.1603449,-0.27116686,1.3668721,1.7218,1.176953,2.1414807,-1.1145514,-0.164179,0.44967106,0.6037411,-0.45452774,-1.8563414,-1.3830731,-1.9422731,1.0147864,0.05931215,-0.84431434,0.15168104,2.333915,1.1827297,-0.6220568,0.030933771,0.95288664,-0.58207035,0.24368565,-0.7614064,-2.4929736,-1.1705953,-0.5334328,0.73806137,-0.7226574,-0.72572255,2.026134,-2.4422407,-2.7503028,1.2401879,-0.28366944,0.14952698,2.1042373,2.4404874,0.40489158,-1.1015645,-1.0423824,1.877573,-1.4597514,-1.4933639,1.9020616,2.0967484,2.5901384
OPM-2,0.82934153,-1.9223789,-1.5180672,0.30682665,3.278745,-1.6822081,0.52556324,-1.2527412,0.52662486,1.6839565,1.4396709,-2.116282,0.85394466,-1.7236285,-0.40787843,-0.6706133,-2.23589,0.20117827,0.9887562,-0.5811821,1.5911626,0.42957115,-2.0157316,0.81451154,1.3176243,-0.39211777,0.8011925,1.7772912,-2.8974702,-0.77559566,2.3007092,0.0018026158,2.1698372,-2.3773332,1.4347,3.2282982,2.1725492,1.1862445,3.2564263,-3.2380605,2.4187412,-1.5031885,-0.23771021,-1.2315831,-1.3609724,-1.5519469,0.96913064,0.82535464,-0.41013038,0.2956553,0.54706365,-2.558177,-0.3193491,0.027276974,-1.0070282,-1.5276957,0.06907094,-1.1410359,-0.33262643,3.127483,0.19687554,0.40817934,-1.7545065,-2.5057504,0.5177974,-0.87040085,0.09901607,-0.016125558,1.0162164,1.8631389,-3.869854,-1.2595154,-2.181624,-1.6696613,0.94008714,-0.3248424,1.445996,3.4966047,0.3237911,0.31703147,-1.6943756,1.1849244,3.7523086,0.95787936,1.3066567,1.0978625,0.1437803,1.7130703,0.003438875,-0.4941169,1.447434,1.0305184,0.88916355,-1.2424994,2.6573062,1.4087008,3.550604,0.13375282,-1.6259449
COLO 201,2.2842772,0.8692441,1.001951,-1.3422661,-1.2639709,-1.6681479,-2.078178,-0.7345501,0.84860104,0.9491005,2.8993998,0.120503776,0.8653875,0.4765432,1.7179182,-0.1682623,-2.4043584,0.94390583,-4.1151214,-1.7459658,2.0737572,-0.1161086,-0.5087122,-0.71118397,0.6508905,-0.35323346,-0.51423395,-1.0019984,-1.6496835,0.34810346,-0.6068629,-1.617536,3.134422,-1.8456407,3.6435044,1.7995582,-0.6673095,0.09773542,-0.4753076,1.326887,-2.2676144,2.3001966,-1.234086,0.2523563,1.595284,2.8865008,-1.2765644,0.24284716,1.0029262,1.1056745,1.5414851,2.679719,0.7394914,-0.49996373,-1.2457438,0.07728099,3.9879832,-1.4491807,2.266256,0.79043716,0.48902383,-2.1325471,0.8276093,-1.1690035,-0.029076172,2.906321,1.93053,-1.1899588,1.166219,-3.621104,2.1550524,-0.94842666,-0.1808047,-1.3974665,-2.478552,-1.087357,-0.8260033,-2.8436651,1.947871,1.7814597,-2.9843543,-1.9395156,-0.5477028,-1.3797287,-1.0344718,-0.9169969,0.33847472,2.9547985,1.1963655,2.2643068,0.15120696,-0.75135165,-3.2313728,-2.177129,1.6521137,-1.7054046,0.65929437,-2.0447543,3.77565
SET-2,0.25115222,-1.6630832,-0.76144695,0.42371726,0.94979733,1.3368001,-1.0339261,0.119330406,0.448617,-0.011424296,-0.9108335,-0.030336661,-1.3225412,0.8960049,2.9041145,0.7744549,-0.5797852,1.8562455,-3.2790246,1.497799,-1.0877429,1.497508,-0.044921987,0.9079837,0.27488884,-1.1092616,1.252401,1.534036,-0.20886344,-0.7535606,1.009891,-2.002623,-2.3633566,-0.0694895,-0.3429021,0.76903576,0.15047705,-0.021691954,2.152391,-1.8207718,-2.3321896,-0.5669397,2.4147236,1.4234742,-1.0195354,1.043217,0.1367907,0.9248975,-0.34192505,-0.43937838,-1.3232448,-0.40960157,1.1204903,-0.2174558,0.67301565,-3.4923902,1.0570968,-1.3963256,0.28871512,1.3925453,-0.47201473,-0.08866356,0.6261089,1.7644755,1.7009101,2.6806803,0.39794356,1.1286207,0.38334715,2.033495,-2.1111705,0.011735473,-1.2519256,0.8472139,-0.576087,-2.1310823,-0.74974024,2.1883578,-2.67406,1.7460846,-0.6087965,-0.48068565,0.64359593,-0.74536955,-1.3740317,-2.7557368,-0.22694561,-0.74802357,-2.3274367,0.74117064,2.6018248,-0.8452708,-0.17491913,0.3698983,1.0563365,1.3984526,-0.38223845,-2.6881404,-0.033409305
TE-1,0.38837865,0.9546929,0.6028323,2.3812041,-2.3761067,-1.9228067,0.13388005,0.22949831,-0.98410493,-2.0033822,-3.4455779,2.0361085,0.64253443,2.1238377,-1.2552024,0.11895415,2.4013941,0.99445814,0.7235569,-0.036964007,-1.4852788,-1.9697244,1.0288894,1.3137493,-1.2748318,0.86831737,-1.505109,0.58640504,1.5992881,1.1286179,1.1326365,0.8843627,-2.2361052,-1.8461345,-1.8338616,-0.61604464,-2.6400506,-1.0350187,0.37262625,2.264605,2.2571747,-0.71497834,0.9864472,-0.40843314,-0.61888355,0.7428511,1.3642273,0.3920468,-0.024333827,1.7223498,0.08763026,0.72682863,-0.4734029,-0.21954745,0.36675128,1.3878884,-0.49563733,0.3720308,-1.153878,-1.4726752,-0.16616803,1.7973466,-0.29806566,-1.1772017,-0.49888226,-2.8739183,-2.4685655,-1.9598945,-1.1676173,0.9411965,2.1889076,0.7626013,1.1274506,-1.7430356,0.35104117,1.0190154,0.025419045,0.20553336,-3.1508653,-0.31523997,1.2292657,-0.1549639,-1.3849515,-0.68137366,0.7601513,0.7750352,-1.1662832,-0.8965665,-0.1587268,-1.1679355,1.4936285,-1.6057535,0.5100578,-0.03036516,-3.1681857,1.3209604,-2.0982404,2.8031068,-1.4992504
OCI-AML-5,0.9410844,-2.5613022,-0.57751304,-0.9313486,-0.34273577,0.10562786,-0.04375035,-1.5947239,1.4733579,1.6989065,1.3488178,2.321151,-1.67769,-0.07243523,-0.12296243,0.8540578,-1.8173227,0.13212748,-0.6663196,-1.9751816,1.1397597,-1.331379,0.066305846,-0.9926384,-2.6906524,-0.8788313,-1.8821427,-0.20578425,1.612124,-0.4813841,1.0053256,-0.56759524,-2.40751,0.11627031,-0.059448592,-1.1627712,-2.401913,1.4680666,-0.14170173,-1.1950061,-0.057339873,1.0438689,0.66175675,3.5013843,0.2197726,-0.17156067,0.44196442,1.7590543,-1.3716215,-0.18582234,-0.84500957,-2.5811014,3.3682008,0.8660243,0.18406779,-0.95335686,-1.630369,-1.3350579,0.95209616,2.8523123,-0.4279942,1.0471346,-0.30231175,2.801513,2.9545946,2.5731566,2.1848655,0.3237795,1.0923859,1.2950984,-3.838264,2.5234673,-0.07122943,2.7030888,0.037325546,-1.7138728,-0.47938848,1.3526075,0.67222905,-0.2825451,0.05612966,0.5661708,1.207139,-1.4169607,-1.4185344,-1.103499,1.0489407,0.38580212,-0.5676656,-1.3018109,2.7032025,2.1551652,0.14251806,0.8354194,2.1200926,0.30410686,-0.37453583,-1.2796947,3.3958375
U-937,2.2213802,-2.4701595,-0.83668125,-0.9208317,-0.010557685,-0.73472357,-0.18222582,-1.5390369,1.07806,1.897362,1.6540735,1.8710983,-1.6540956,-0.5119498,1.4149506,0.91056937,-3.2678916,1.8752688,-0.67837805,-0.48502752,1.4694397,-0.38490966,0.5926702,-0.63797224,-1.4287751,-0.88212544,-1.2164913,-0.11474112,0.22913349,-0.45576254,0.7779549,0.011393741,-2.161783,-0.042003006,-0.09143915,-0.482609,-1.9805162,1.5784097,-0.459163,-1.9116244,-0.61883676,2.1250768,-0.013259052,2.670019,0.25753954,0.69681114,0.12978622,0.763826,-0.7721797,-1.7337474,-0.60880566,-1.591482,2.79521,0.48473716,-0.76406235,-1.1725432,-0.3940302,-2.1022315,1.4928429,0.84138787,0.8706331,-0.32476407,0.13836621,0.7925754,2.1059074,3.5133522,2.922145,-0.3998855,0.44220808,0.4950781,-3.8463693,1.3743366,-0.02885111,1.4569275,0.09111278,-3.157962,-0.55594146,0.45715207,1.7828743,-0.1600768,-0.22652614,2.0635412,-0.3220296,0.20641614,-0.30825737,-1.3804964,1.2692461,1.8452003,-1.0818875,0.03390894,2.3963325,1.5935682,0.047690805,0.20081152,0.55709463,-0.64341074,-0.1779041,-2.1253483,3.7826798
NCI-H1092,-1.0696162,0.2846061,-0.73449475,1.1388534,0.36309183,-0.63335115,3.378076,2.1177235,1.0331451,-0.54079443,-0.55210876,-0.7340881,0.088609554,0.79547304,0.33665237,2.1662505,1.4958583,-2.2313163,2.136879,-0.3923416,0.047390014,1.4417804,-0.6893704,2.1137123,3.3954225,-3.077861,-0.9594389,0.56318736,0.060723722,-2.205259,-1.6607955,-1.3833501,1.2225245,2.623692,-0.32283172,1.0967257,-0.966683,-0.27265492,0.035744943,-2.7088978,-1.6646422,0.51707613,0.1266525,0.011247298,-0.975796,-2.1466746,0.89429206,2.7110167,0.6952781,-2.373797,1.4579586,1.5274786,1.4870044,1.1687827,0.97932714,0.82786834,0.040182732,0.70895517,-0.4408869,0.98287934,0.6221309,-0.64046156,-1.2582716,0.77054745,3.5164459,0.033840504,0.5935591,-0.40174392,1.3964779,-2.49052,-0.44756263,-0.7764124,-0.33916944,1.6829525,-0.7892463,-0.23686887,-2.5916035,1.8537171,1.1490556,2.543047,2.3068047,-1.2812972,1.6010288,-0.008760791,-0.39249274,-2.91912,0.6358593,-0.03731194,-0.3795613,-0.7568222,-2.4331603,1.459746,-3.0827656,-0.9879774,-1.8422525,-0.83016515,-0.99440336,2.8380296,-1.6791137
NCI-H2170,-1.1469226,-2.1120443,-0.07561788,-0.47419035,-0.8446005,-0.05765777,-1.7322987,0.87356025,0.05658828,2.7478535,2.3705285,1.2837114,-1.8814003,-0.7620366,-1.6462657,-1.4463763,1.4132109,-0.536846,-0.88439643,-1.3585352,1.1180987,-0.7753361,-0.77551335,-1.3318061,-0.50359756,0.45832217,0.1624047,-0.33838847,0.30053252,-0.029285567,1.1467783,0.49561924,0.38920277,-0.57294863,1.2695241,1.3428646,-0.1281723,-1.8381795,-2.0660448,1.125564,0.79640675,0.87718046,-1.062173,0.9014669,-0.92820156,0.33094522,1.5658964,1.9644926,-1.3789498,0.8051372,1.4049097,-0.49103236,-0.99714863,1.4827003,-0.12363957,1.0150362,-1.4500657,2.4330223,-0.7157668,-1.7927911,0.4103458,-1.8690647,0.08517988,-1.1900498,0.25505129,-0.25579998,0.40443906,0.96977264,2.1267655,-1.6804444,-1.4878167,-1.2881271,-0.6037602,-0.5349131,1.2579165,-0.05352579,-0.15976956,-1.0561625,-0.023689227,0.16358158,-0.80499935,1.4078788,-0.31771034,-0.9882139,-0.71269053,-0.3528543,0.64652944,0.6914761,-0.16061118,1.6314967,-1.1559553,-2.5449712,-0.018504038,0.15881632,0.29344815,-0.057673685,-0.83107185,-0.17912807,1.5114272
COLO 741,-1.4040179,0.98645717,-0.33925354,-0.84411156,-0.51349115,-0.057877496,-2.5070608,0.477263,-2.8608656,-3.1640112,0.8995486,-0.52537555,0.48786598,1.2256367,-1.752378,-1.8614619,0.5882194,0.42418802,1.07454,2.108703,0.9316562,0.4886186,-1.7944506,-1.2587582,-1.9835584,-1.2335811,-4.0344024,-1.0969026,-2.2481759,0.78883135,1.4782066,-1.1740345,-2.735653,1.5944334,-0.119313374,0.2742132,-1.4392052,4.468465,-2.2280705,-1.1027967,0.078624636,1.2114263,-1.7767677,0.50619185,1.7221149,-1.0393101,-0.9315429,-0.8497044,0.4055807,-2.3420722,-0.24291354,-2.1449003,0.12679873,-4.400529,3.205896,0.22985537,0.12664366,1.3859749,1.6534271,0.028220892,1.1412358,0.7362731,-1.4003242,1.5145983,-2.771447,1.8006179,0.32103902,-1.1995169,-0.78557676,1.3569087,-1.9637849,-1.9495391,0.4417042,2.4067266,-1.6845125,-1.8181245,0.7910533,0.8169582,0.47383705,-1.2766382,-1.9521165,0.4429741,-0.8190343,-2.3403318,-1.6964532,0.2549138,0.68439597,1.2924453,1.8159668,0.8597884,1.1433762,1.5804367,0.97019017,-0.5845951,3.6465607,3.06835,1.8087615,-1.1794271,-2.2464647
KP-N-RT-BM-1,-1.4142709,2.586903,-0.8036081,1.5310376,0.63536143,0.58860993,2.7740715,1.3276995,1.6332829,-2.2210686,0.2610076,1.2753564,1.9072298,-1.8849924,-0.015709091,0.79254514,0.6072465,-1.8464737,3.6294217,-0.047925837,-0.2667552,0.05173157,-0.4208648,1.2962126,-2.0088413,-2.0308235,0.69111216,-1.3161777,1.2668791,-1.0981314,0.595655,-0.31569922,-1.3870698,1.4115987,-0.48056415,0.31990734,0.3400147,1.1714817,0.4031854,-2.980754,-1.0086342,0.4973734,-0.9255203,-1.9911675,1.0523208,-2.6801238,1.7439283,3.2844818,-0.5213558,-4.062986,2.6832027,1.4020153,0.24499184,-0.11561887,1.4475989,4.3290796,-0.7250782,0.9040736,-2.8267543,-1.8321673,-0.95519924,-1.1551049,1.1696634,2.60075,0.116172045,-1.6194661,0.69562566,0.5152023,1.5893605,-0.66588414,-0.4514849,2.557744,1.3477079,1.6553389,1.2236208,-0.7975529,1.363559,1.4560425,-0.7544024,1.1179069,0.5178585,1.6308174,0.8942702,1.7782238,0.3718397,1.6261575,-0.74492365,-2.3975143,-1.7824662,1.35437,-3.9028144,0.3938482,-1.7434982,-0.3438332,2.718228,-1.5975537,0.40440416,-0.89911413,2.2265408
GA-10,-0.024004081,-4.0370035,0.78511757,0.65501016,0.9115309,0.2677032,0.3843559,-0.3109572,2.7087994,0.55778366,1.1854062,1.1634351,0.9598232,-0.625419,4.060907,1.0478235,-2.6366937,-0.7697367,-0.6064657,-0.06247934,5.6822,0.46139994,-0.9067238,1.3592637,1.1679989,-2.3503466,1.2709888,0.3334728,1.156226,1.3687994,-0.8575946,-1.8904774,1.3777686,-1.9615157,0.83767825,2.243671,1.5993209,1.4617914,-0.18940493,-0.6339499,-0.5674896,2.0859385,0.16362242,3.4287117,-1.498015,-0.116994955,1.4130371,0.8290095,-2.3114116,-0.9121814,-0.32430452,0.18420637,1.9137633,1.0653893,-1.8483369,-0.95237124,-0.53180987,-1.8079072,1.3905318,3.446907,-0.09307517,-3.5008514,1.3924487,-0.3631599,1.835124,0.6807332,2.6960113,0.5622644,0.5401918,1.2647629,-1.7983311,-1.3558627,-2.4088717,2.138908,-0.9056306,0.41639212,-0.3312408,0.79673797,1.3717164,4.0214753,-0.3341663,-0.46178874,-0.38075066,1.4496397,0.52970266,3.2510507,0.82142174,0.56148165,-0.96413875,1.6640271,2.0282385,1.1797664,-1.9300162,-1.032474,-1.5432792,-1.951994,0.5177061,-0.29257298,0.3564136
VMRC-LCD,-0.8006541,-1.6365165,0.5800359,-0.79003763,1.0016445,0.22936913,2.4067755,1.0128064,5.6403775,1.888342,0.010944398,-0.07167288,-0.27539057,1.26628,0.18560603,-1.0792847,0.91317546,-2.5031023,-1.078047,-1.9286101,0.69675964,-0.6718606,-1.197629,-1.8191508,0.28088462,-1.6741008,-1.7502753,-1.0208957,-0.15706031,-1.0640092,0.0033884346,1.8483785,-0.011233245,-0.018351458,2.851877,1.268066,1.527518,-2.537026,-0.03172805,-1.3085798,-0.020180188,1.9670457,-2.0942354,1.1185745,-1.9529749,-0.23335886,-0.1614863,-0.14415051,-0.8409817,-3.2408726,-2.6809201,-1.6721104,1.0106524,2.049721,0.9995092,-0.7690465,1.2418269,1.5787616,1.0465101,1.9565837,2.441884,-1.649511,0.1147776,0.76988995,-0.41856,1.2677525,1.1510258,-0.83262306,2.4097688,-4.5473037,-0.41692042,-1.9208682,0.29818892,-2.071237,2.524284,0.049579017,-0.5709774,0.4768542,1.2685357,2.0781024,-0.29741266,-1.9983488,-0.47099563,-2.8089046,-0.061596468,0.37981248,0.74254227,-0.88575536,1.2869557,-1.0440137,-2.6768656,0.25959983,0.20575218,-3.226376,1.7367333,1.8053613,-1.8538437,0.30570817,-0.5064185
EC-GI-10,0.91553456,0.36323547,-0.8825512,-2.5037637,-2.6185093,-1.0867372,-2.242413,3.682975,-2.5771432,0.21989945,-0.11272484,1.3887199,-0.5045949,0.78496504,-2.8426626,0.7183573,1.7680149,-2.0626185,3.3620627,0.6632325,-2.5015526,-3.5014472,2.4310687,-1.8945749,-0.28655922,2.8293934,0.5244752,-0.46015614,-0.52503544,0.25508207,1.6027559,1.1534468,0.8754352,0.1906939,-0.8133687,0.048929982,1.5746951,-3.641021,0.5965434,-0.008320514,-0.34887624,-2.0468407,-1.4921197,-1.1802138,-0.89478594,-0.7834213,0.5426478,-3.3277543,2.247831,0.083146304,2.4444618,-1.6887724,-2.1357362,-0.80291,-0.791696,2.261028,-0.8436159,-0.6568295,-1.8942384,-2.3796766,-0.056916427,1.0997723,-3.797605,-1.7417511,0.095193975,-1.1606685,-0.29033345,0.17575023,-0.33004165,1.0528613,1.459785,0.635184,1.3582613,-0.587901,0.42543563,0.32398295,-1.3198758,1.2999787,-1.2179477,-0.58953035,2.9181695,1.2777752,-2.5849466,-1.8030894,0.24675986,-0.9057096,-2.3064356,-0.6285156,-2.120746,0.24460724,0.6683109,-2.7321012,0.09826118,-0.5570304,-0.8131635,0.17007796,-2.4629395,0.3029204,-2.1295638
JL-1,-0.68865776,1.9561096,1.8533636,-1.6182323,-2.1979373,3.422971,1.776758,0.19543387,-2.0119781,-2.028396,-3.3794034,-2.153189,3.1256819,-0.38553247,1.6485097,-2.0194435,0.6585138,-0.818913,0.8684008,0.65819126,-2.6650794,-2.3877034,0.11494668,-0.041137166,-2.4351966,-1.399417,0.5967741,-2.0739362,1.0109049,-0.38697353,-0.34813774,2.797277,1.2628186,1.468102,-2.939013,-2.8710778,-2.2844048,1.787332,1.7793156,0.48823714,-0.026291665,-1.5519459,-0.18692708,-1.6350892,-0.6640819,-0.5569713,1.7197136,-0.87486434,1.93728,1.8155959,1.7535138,-0.50988334,-0.33472258,2.5249135,-0.2070481,1.3417184,2.4233239,2.754836,-1.1481677,-0.59263206,2.397391,2.2832012,-0.020132951,-1.3183055,-2.0834432,-2.6945798,-1.5969735,-2.6314662,-0.67406505,-0.43102524,-0.6059514,0.016381718,1.0330195,1.2494566,-2.165756,-0.18376854,5.0204506,1.2396199,-1.0395103,-0.18716137,1.8559334,1.052067,1.6536219,-1.4480629,0.93279064,-0.9580427,0.74913263,-1.3734616,2.21084,-0.9565629,-2.1555102,0.1252167,1.7849643,1.0966095,3.045108,0.2828897,1.6619686,0.6218476,-0.42082468
