,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102
SiMa,0.12937385,-0.61826384,-0.20550539,-0.8630882,-3.2868369,0.8218653,0.7208633,-0.96558875,1.1014811,0.35579073,1.781834,-0.7169597,-0.055031896,0.59810627,1.2597986,-0.30336183,0.41189247,-0.15889814,1.5172216,-0.8109358,-0.28519046,-0.47153702,-0.04297551,-0.3976825,1.5551564,-0.388965,1.2288237,1.0351695,-2.4064965,2.227381,-0.21939157,-1.5703732,1.3931236,-1.6319596,-0.31255445,0.5810305,-0.8609922,-0.784077,-0.37476268,1.6407415,0.31048897,-0.58538353,-1.3938755,0.8924313,-0.005483985,1.6009772,-0.30547208,0.1842831,2.0382893,-0.047027007,-1.0407916,0.19451074,-1.1453273,-2.1689415,1.3961422,-0.43689027,0.28178272,0.02002959,-0.45826876,-0.05613107,-1.7243292,-0.56220007,-0.95234984,0.5440294,2.3191803,-0.58969426,-0.21450412,0.010235723,1.0179927,0.75702524,-1.5508065,-1.2034768,0.01284771,-0.6664265,-2.3524637,0.52345234,-1.2722709,-1.0864668,1.3398405,-0.36159837,0.62195754,-0.49197987,1.2894433,0.32201457,0.19483301,1.4934938,-2.1226819,-0.13330749,1.0986034,-1.6761504,-1.2594845,1.3646497,1.3909721,-0.5749203,-0.50680125,-1.6951933,-1.0307771,1.5614166,1.0878016,0.11297399,0.28993633,-0.8618268,-0.06015014
EWS-502,0.71631914,-0.057426367,0.17856345,-0.6743536,-0.95449656,-0.15535322,-0.38395393,-0.76855135,1.4257765,-0.116396636,0.92824763,0.014385842,0.447126,1.0936041,0.8087788,0.03328037,-0.2636547,0.5698254,-0.93104553,0.9182712,-0.11177872,-0.1059087,-0.31689227,-0.46243185,0.57365245,-0.509832,0.049423326,1.0271909,-1.0062447,0.25131497,0.53883517,-0.21578543,-0.4271643,-0.005813211,-0.79260707,1.189674,-0.4696317,-0.6152691,-1.2991823,0.96922827,-0.44378665,-0.23125188,-0.12765315,0.36697716,-0.6419147,-0.36447495,-0.8327887,0.6151437,0.65287274,-0.8158227,-0.79187286,0.13175212,-0.765099,-0.59239304,0.4992751,0.5759605,-0.010475493,-0.7731213,-1.2467182,-0.24786346,-0.013361722,0.06049367,-0.6822321,0.16647851,0.16117144,-0.09371367,-0.9418977,-0.6988521,-0.24538681,0.57718605,-0.44481143,-0.5281654,-0.06528001,-1.1067166,-1.2367172,0.396395,-0.14975327,-0.2929632,0.30332977,-0.61129755,0.3702135,0.37879598,0.4849644,0.24104011,-0.7951705,0.51472795,-0.5317776,0.39253372,0.82255375,-0.84788835,-1.3113532,0.1829978,0.7782503,-0.4550965,0.11298568,-0.32243526,-0.15073708,0.7460895,0.87765414,-0.20374253,-0.47528428,0.39629805,-0.26024795
UT-7,0.41417384,0.39505783,-0.24680868,0.6438578,2.9174771,-0.9549407,-1.1781209,1.2544369,-1.2803509,-0.58470005,-1.4925,0.508724,-1.0692292,-0.36545464,-1.0269337,0.7532933,1.3536581,-1.4257053,0.21526396,0.5348057,-0.96618474,-0.35874406,0.082436636,0.9834654,-0.03362629,0.51202774,0.9254177,-1.1767198,1.3073633,-1.1770672,-1.3779982,-0.87179905,0.03326374,-0.39975655,0.8140104,-0.6781897,0.6403458,-0.029785775,1.3258966,0.025278311,-0.7208207,0.37158778,0.36353406,0.18708166,1.2000806,-0.17382097,-0.6484716,-0.59623766,-0.7963867,-0.15994424,0.078768514,0.99180794,0.7856442,1.8240963,-0.106049664,0.63420707,-0.22474337,0.85082126,0.23437971,-0.3436983,0.29259694,0.25799218,-0.6819568,-0.06798285,-1.808518,0.4624886,0.5558954,-0.8572873,0.37609673,-0.30407974,1.1269246,0.33955854,0.38663653,0.21036464,1.2989689,0.5597611,1.0015672,0.18433636,-0.08849205,-0.93175554,-0.23279893,0.5104132,0.1704914,-0.82900476,0.18223627,-0.64180666,0.907252,0.52954036,-0.8805785,0.09286569,-0.29554802,-0.4585738,-1.6123523,0.16998693,-1.7546787,1.1838241,-0.20881803,-1.4312348,-0.9199877,0.9217004,0.6515711,0.4059124,0.2464332
SK-MEL-2,-2.1745296,2.6306264,-2.8091965,2.686138,-0.3970406,-1.3163483,-3.057287,1.5310105,-2.8047876,0.63281953,-0.8615655,0.7253093,-0.41795063,-2.2527826,0.6483087,-1.6777233,-0.4058193,-0.066107154,2.6771154,0.59739596,1.6742928,-3.2422655,0.43229467,-1.2502851,0.7841836,1.2852691,2.0439985,-0.20232013,-2.112658,0.33734268,-2.61822,-3.3676562,3.8771768,-0.7129766,0.70083916,1.2958095,0.5769961,-0.64319515,0.6423507,-1.5165796,-1.3241035,-0.429923,0.7402977,-2.0881655,0.23621103,1.6578597,1.6829822,-0.24127406,3.1398845,0.1442829,3.455738,2.5197587,0.4237487,2.163034,-1.1054515,-1.0266123,-2.134271,1.7018108,0.9928464,1.0141675,-2.3374693,-0.85703534,-1.0110445,-0.35219884,0.93445516,-1.9012921,1.1053243,-0.31807688,4.5143995,2.4276335,0.6677526,0.0041854978,1.0850093,2.8579392,-1.7213541,1.9499501,-0.3943748,-0.12355473,0.16148198,0.9046646,-1.9800544,0.12525328,-0.07662786,-2.2754853,1.5064039,0.7037162,0.9800184,-1.2858326,-0.97712517,0.045579746,-0.31014004,0.050669327,-0.45174712,2.1207407,0.075358205,2.5888424,-2.9141319,-1.517494,-3.164491,1.3463893,0.46953094,-2.1520114,-2.5439355
SH-SY5Y,0.6917745,0.54587686,0.02078963,-0.5423922,-0.40616587,-0.0790191,-0.33971512,0.54881555,-0.4469219,-0.31577697,-1.097684,-0.657727,-0.17090404,-0.82791704,1.0816363,-0.4207722,-0.5950115,-0.048905335,-0.3169574,1.1826379,-0.7830536,0.2074819,-0.15498182,-0.09792466,0.48292422,-0.98439574,0.8449547,1.0204408,0.09511341,-0.2186687,-0.20129257,0.09240096,-1.274174,-0.3394498,-0.7791702,-0.051666413,1.6551782,-0.34337974,0.51916695,1.2636039,0.64239633,-0.95718634,1.1926998,0.13280967,-0.41619268,-0.5961813,-1.3709904,-1.2686622,0.43522105,1.1369916,-1.268827,-0.54171604,-0.3147936,-0.84143794,0.6790642,-0.46853936,-1.1635839,1.9335418,-1.357022,-1.0187398,-0.66973925,-0.98106074,-0.03810593,0.865914,-0.4899894,-1.3471655,-2.1116385,-1.8295012,-0.81514174,-0.18821189,-0.24159904,-0.9405381,-0.0966225,-0.69036627,-1.1877859,-0.14101085,-1.0666438,-0.5637564,-0.575032,0.1306287,0.21699609,-0.87807804,-0.4523239,-0.66536057,0.699654,-1.0605152,-0.45152727,0.4356334,0.03601168,0.9785174,0.3262505,0.06358377,0.60965407,-0.22925603,-1.5818737,0.60051745,1.6512053,0.74388546,-0.0064790733,0.09242563,-0.13700934,-0.08168077,0.90565795
KYSE-140,-2.0089855,-1.6932826,-1.7584486,-1.3395464,-0.1345062,-0.8285687,-0.90477854,1.2916543,1.6071002,0.4791232,1.8600607,0.48515385,-1.5593507,1.8087523,0.08194069,-1.2275373,1.9482684,0.48221955,-0.62396425,1.0418113,-0.2374528,-0.02044741,-1.5832435,-1.1361911,0.60315555,0.5949856,-1.4407766,-1.0866815,-1.3989444,2.539637,0.23226297,-1.0960454,-0.24266139,-0.5223094,-1.2607156,0.37146026,-0.71282494,1.8661318,-1.3642673,1.7933418,-0.024669044,-1.5921868,-1.159839,0.95451945,-0.62371194,0.73667365,-0.9942253,0.1518275,0.035603985,-0.33265778,0.5527663,0.027166948,0.82125854,1.3043745,0.08922294,-0.198813,-0.20272087,-1.5363951,-1.5097317,1.6155002,0.35234746,0.02780845,1.3480997,-1.238301,1.9317629,0.32489502,0.83235735,-0.63551235,0.75879467,2.189656,-0.22269154,-2.9698453,-2.0508933,-0.92551595,-1.3369639,-0.42929608,0.5968816,-2.6507788,-0.13915063,0.7399628,1.9914836,1.7519644,0.30465767,-0.26645356,-1.3435636,0.17696276,-0.1458519,1.5989922,1.8788033,-0.28346455,-1.3654134,1.5202425,-0.9399563,0.1091072,2.8762534,-0.8150024,-0.015288882,1.5019261,-0.5309448,1.2645537,0.7935723,0.55806744,-1.785406
A-498,-0.17405249,0.3793507,-1.1196363,0.672018,-0.13238277,-1.0655646,0.44860974,0.49328813,-1.9355077,-0.8993983,-0.6576884,-0.6969319,-0.8167652,-1.9636132,0.5534829,0.27111566,-0.70526993,-1.2070837,1.2764717,-0.3274879,1.4657539,0.5423645,0.55454236,0.27009353,0.46939895,-1.4096954,0.7020563,0.7138228,-0.06746761,0.24511999,-0.7424523,-0.81345266,0.29488492,-0.11085069,0.52904445,-0.20803057,1.923643,-1.1038934,1.4874448,0.7198408,0.23763466,-1.0488262,0.9451706,-1.8127617,-0.43732622,0.19101995,-0.8202656,-0.8469697,0.5368654,1.5541523,0.96622586,-0.31485963,-0.86870813,1.2649188,-1.7261937,-0.8137254,-1.3233361,1.8620485,0.36736268,-0.5569079,-0.735572,-1.5387117,-0.85688365,-0.14846465,0.36987418,0.16235682,0.66103137,-1.5288812,1.1744411,-0.26369503,-0.76839167,-0.36926448,0.52633417,0.18962795,-0.05349109,1.0672132,-0.80178154,-0.992794,-0.47254822,0.77756953,-1.8780973,-0.88212717,-0.09888255,-2.2331738,2.3368819,0.07292494,0.11468598,-0.3990608,-0.89577,2.161529,0.35585576,-0.098039314,-0.5317888,1.3967371,-1.6207411,0.8011778,0.11778918,-0.741106,-1.6275766,0.40616202,1.7899839,-0.4644048,-0.3052983
REC-1,0.830249,0.18328281,0.35113224,-0.6568496,-0.51065874,0.23043302,-0.34700182,-0.5240158,0.99952364,-0.3695735,0.21410647,-0.36219153,0.29499322,0.6670676,0.32773373,-0.4021843,-0.18997675,-0.23388371,-0.1686548,0.56548756,-0.17755875,0.007049009,0.051454805,0.13113965,0.24096769,-0.5226386,0.3307017,0.93728185,-0.53928524,-0.14008874,-0.1028694,-0.4051059,-0.12392411,-0.2945778,-0.77739197,0.95017177,-0.21841489,-0.41577289,-0.6385112,0.73267543,-0.15525128,-0.3969649,0.02636253,0.30843487,-0.6155357,-0.34203428,-0.450204,-0.003378218,0.61383057,-0.5842956,-0.6659911,0.21474081,-0.5056262,-0.70337284,0.7848519,0.65640944,-0.6128628,-0.1471469,-0.9969435,-0.42331362,-0.4196956,-0.09162031,-0.6728682,0.39871505,0.31101617,0.19326949,-0.7470742,-0.25908163,0.021663241,-0.14457242,-0.39412832,-0.83181983,-0.18556908,-0.92821604,-1.0548971,0.5067419,-0.35591736,-0.31692755,0.095296584,-0.7548151,0.10946246,0.13612098,-0.084420785,-0.09304889,-0.3191192,0.6436782,-0.4554818,0.15954158,0.477009,-0.18394947,-1.5019308,-0.18418968,0.7356311,-0.7245853,-0.70052713,-0.47690213,0.17749444,0.09138593,0.54608923,0.10761514,-0.82452756,0.31650734,-0.2138236
NCI-H2196,1.3911408,0.26497856,-0.5929699,0.2854647,-0.110915944,0.93262064,-0.733093,-1.5037704,1.4872208,-0.5919445,0.21511923,0.90859246,-1.8155196,1.879311,1.9938382,0.18175772,-0.20380157,-1.2046227,-0.4582992,1.2557262,-1.1409174,-0.07939162,-1.1755885,0.1425444,1.2423165,-0.7253758,1.6294847,1.085242,0.35731837,-1.1075982,-0.35377482,0.6004187,-0.49880558,-0.75973904,0.4529845,1.6642739,0.38353354,-0.97393423,0.14441362,0.035155103,0.76603836,-0.58242184,-0.26385584,2.2860298,-0.81062496,-0.7672697,-1.3554845,0.7659243,1.0932761,0.42157823,-2.330301,-0.909195,-0.36340585,-1.5516242,0.053834833,0.7862809,-0.5092237,-1.1141486,0.057616964,-0.25369015,-1.0287217,0.039250813,1.2077589,-0.093569905,1.0065922,-0.21657017,0.58248055,-1.0891049,-1.3392538,-1.4337885,1.0214592,-0.37006125,-1.590712,0.94207126,-1.3699261,-0.6034598,-0.93440807,-0.094903946,-0.37665275,-2.1343803,-0.5366139,0.2660809,0.26695898,0.22184575,-1.4580305,0.3989917,-0.7329346,0.22769117,0.25426984,-0.46815443,-1.0099963,0.32947838,1.7344197,-2.0244293,0.30188346,-0.904736,-1.3403754,2.5504336,0.89779085,-1.3090688,-0.43321,-1.2894398,1.2030283
NCI-H1930,-0.15882555,-0.6897128,-0.12324926,-1.2218417,0.41330978,0.6370465,0.99904025,-0.066470176,1.0388784,0.21393764,-0.07197964,-0.4291447,-0.9982835,0.46352816,0.4807578,0.5009141,-0.2427279,0.61395025,-1.1281703,0.8667833,-0.9740831,0.64447635,-0.95074207,0.5149643,1.1611784,-0.6841665,-0.68018216,0.4865211,0.10621528,0.12437909,0.69257414,-0.6200719,-0.8258236,-0.043529473,-0.051285416,0.04045679,0.68936175,0.24816644,-0.8919886,1.322579,0.009272702,-0.7818091,0.40452757,0.36948645,0.77010643,0.25311118,-1.4787014,0.145644,-0.68162835,0.43039492,-1.1098431,-0.7177931,-0.42309096,-0.42222843,0.20577297,0.3569544,-0.6805102,0.02892612,-0.5138213,-0.18542652,0.8653469,0.93310195,-0.34290606,-0.6697612,0.7496857,-0.18766454,-0.4754475,-1.3580792,-1.027452,-0.64501,-0.22773537,-0.8384559,-0.64516324,-1.1057372,0.42847905,0.013298415,0.15507102,-1.1757734,-0.3781379,-0.6183314,1.6110743,-0.2871188,0.83302665,-0.31701526,-0.35906184,0.6083337,-0.24012719,0.55253917,1.320756,-0.15789497,-1.2681971,0.6360103,-0.74189293,-1.0168686,-0.39857775,-0.41264468,1.0720115,0.8869734,0.04738131,0.05754234,-0.049495626,0.91455185,0.23951471
ES-2,-0.2564901,-0.44602004,-0.7329189,1.7215674,1.5510571,-2.5418868,-0.76874685,2.206782,-3.4099061,-1.3240011,-2.4075823,-1.0520244,0.62536126,-0.15509674,-0.4728323,1.1137819,1.9070647,2.0492468,-0.8693297,1.0872147,0.77955645,-0.3941227,0.40981054,0.59111744,-0.13195725,-0.57273906,0.5630001,-1.1622392,0.061344713,0.24038862,-0.06071378,-0.3070576,-1.2564946,-1.6300417,1.3100779,1.0277699,0.010017782,0.9220093,1.4895107,-1.1231886,0.34672824,0.0774315,-1.3457421,-1.1062021,2.5524805,-0.44357008,-0.3432105,0.68568456,-0.5913918,-0.26227942,0.6824203,2.191338,1.9330368,1.6698135,-0.84423363,0.11473857,2.1278632,0.12650385,-0.12912922,-0.07654781,-0.083608516,-2.1653395,0.05948405,0.5328935,-0.4495098,1.9048322,1.2428287,-0.98156685,2.5881708,2.4748657,0.7715101,3.3572032,0.047431767,-0.33877584,1.4147413,2.0374064,1.4679713,0.29017907,-1.7875959,0.23165193,0.107737236,0.3532241,0.44028187,-1.450651,0.35706326,-0.026927665,0.5981433,0.21306996,-1.9886508,2.7024455,0.3530708,-2.2233634,-0.914092,1.8577126,-0.83611315,3.0325174,-0.45385683,-2.6498117,-0.43094742,-2.3788955,-0.4481525,-2.466972,1.7170314
Panc 08.13,0.13143614,0.38035393,0.6732129,-0.29582834,0.12683906,0.3403307,0.78029203,-0.65135276,0.15973589,0.0052241385,-0.38604686,-0.78803223,1.2803173,-0.5762596,-0.20485902,0.45199096,0.6624903,0.015236909,0.6739809,0.34252828,0.6694083,0.23036063,0.705423,1.2303858,0.35577568,-0.4337585,-0.41757643,0.15481296,0.30248395,0.9179694,0.1566872,-0.036128625,-1.3363107,0.72085184,-0.4533729,-1.0950149,0.46661034,0.1280387,1.3164597,0.5492782,1.1843283,-0.9462109,0.27758643,-0.7947878,0.49198657,-1.0135521,-0.6503777,-0.6278237,-1.2684848,1.4681762,0.5758869,0.059866317,-1.3020964,-0.41503906,-1.0595628,-0.3814297,0.5217503,0.716768,-0.57881737,-1.2464118,0.45405325,-0.8246466,-1.8510716,0.0041932613,-0.24758497,1.1171843,-0.29386318,0.16708386,0.1422038,-1.2493966,-0.754969,0.22673334,0.93417233,-0.4811248,0.12109936,0.29406598,0.09358298,-1.1225563,-0.48546055,1.172925,-0.7289384,-0.64352685,-0.113447316,0.69222015,0.64074385,0.5951209,-0.2843458,-0.7878051,-0.7928568,0.7534313,0.3649517,-0.47973144,-0.16255651,0.108835965,-1.0522292,-0.42841244,0.97823685,-1.3220453,-0.3211677,-0.11410679,0.5734303,0.6030734,0.6868764
OVSAHO,-0.246894,0.24911949,-1.3334776,0.49819228,0.5124955,-0.06645367,0.39968693,0.7248384,0.28182572,-1.7222248,-1.3993881,1.3501463,-0.10084906,-1.093445,-1.0268476,1.035709,0.40005302,0.6581744,0.8722781,0.89278936,1.4618058,-0.47109812,1.2539973,0.6187423,-0.9090178,-2.3123286,1.14684,-0.25110012,2.202586,-1.1948605,0.24053812,-0.84842145,1.1198199,1.138495,-0.8075495,0.72573084,-0.4366607,0.086609006,0.754176,-0.1921561,0.9963748,-1.2246966,0.39003885,-0.7785295,-0.6066382,-1.5596012,-2.098668,-0.18449882,-1.7401916,-0.94411695,0.6132023,1.5042356,-1.5589161,0.73736614,-1.2567406,1.4421643,-2.2640674,1.492829,0.33715653,-0.65482783,-0.5031177,1.378174,-2.1421204,-0.24176961,1.4045955,1.8262203,0.92681915,-0.14224342,0.40302733,-1.2323874,0.6032122,1.8748753,0.03522741,-0.31050333,-0.13957778,2.767819,1.924531,2.1436734,0.5336062,0.6811066,-1.5471866,1.4947816,-0.6468371,-1.1957581,2.0116785,0.7318366,0.15024255,0.52161616,-1.6889302,0.7166098,-0.49437612,0.75747955,2.0920646,0.94024795,-0.85101295,1.8546664,-0.97627604,-1.9454615,-2.1084688,-0.68492484,1.0674413,0.41405126,-1.6119701
NCI-H650,2.2657583,1.2657057,1.302853,-0.32986423,-2.1033115,-0.22956672,1.2264866,0.14780775,-1.7219303,-0.3350149,0.46819142,-0.642478,-0.9928848,-2.595661,0.023881152,0.16484235,-1.3698478,-0.71097374,1.198898,-0.7261486,-1.1019379,-0.37688866,1.6374073,0.755223,1.0171576,-1.507244,2.0009542,1.332974,-1.1671269,-0.51460606,-0.9665637,-0.498866,0.44219062,1.1326715,-0.25421968,-1.6843178,2.243863,-1.86052,-0.9908012,-0.9527321,-1.4345186,-1.8328686,-0.10633133,-1.0429825,-1.0316905,2.1471539,-0.47090587,-1.7328112,0.73595166,0.35200912,-1.4095994,-0.52559435,-0.678975,-1.0268656,1.1311458,-0.1231261,-1.743056,1.3655366,-0.073060185,-0.111342065,1.2374961,-1.2619944,0.5099362,0.8111903,-1.9381868,0.04401506,-0.4163404,-2.1590872,-0.38322064,0.8093457,0.46516037,-2.1942813,2.850761,0.39368832,-0.5816632,0.6112095,-1.3640518,-0.5263326,-1.5835166,-0.041033607,-0.72536784,-1.305662,0.46496326,-2.4122412,0.9432635,-0.30940565,-1.7473618,-1.3394995,-0.072075725,-0.045492623,1.8995478,-0.25817502,0.13504794,-0.23261376,-1.4231672,-0.517659,2.6289167,0.97134894,-0.4546485,2.0138285,-0.15612584,-0.54525375,-1.1189094
Hs 294T,-0.8061757,1.0959053,1.7929157,-1.349981,0.1824173,1.0346828,0.77872753,0.30707705,-1.3281884,0.42845523,-0.49578854,-0.022502342,-0.25424847,0.15996113,0.4774015,0.5839076,0.4455561,0.1728636,0.36084172,1.5344558,-0.49895272,-0.19553362,0.21112508,0.77000153,1.0706536,-0.61454326,0.95779717,0.13784806,1.4243371,0.049614593,-1.4513559,-1.1347852,-0.9459338,-1.536017,0.08079899,-0.48591626,1.8380152,-0.10594356,1.3520231,0.08593994,-0.033214096,0.6723391,-0.024658686,0.9232376,1.435299,0.5495057,-0.32498682,0.004488285,0.015649334,0.3999226,-1.043197,-0.19567914,0.49099827,-0.15482977,2.2339716,0.79488873,-0.11186004,0.4579954,-0.5952276,-1.6660995,-0.96655947,0.24868222,-0.6887365,0.40065682,0.06716007,0.0013116447,-1.9737374,-0.15293969,-0.4149309,-0.06806187,-0.51033634,-0.6315333,-0.30537382,-0.43365297,0.38198164,0.3957226,-0.18892185,-0.8274465,-0.09076876,-0.69923866,-0.028343188,-1.9175876,0.36521548,0.31173173,-0.52869415,-0.29884896,0.020267883,-0.07940799,-0.20060854,0.74296415,0.23263618,-0.3353659,0.110797405,-1.4592181,-0.41855127,-0.40674487,1.1302319,1.192936,0.3937489,-0.15322039,0.6150156,-1.370566,1.8929697
KHM-1B,2.132694,0.7777374,0.059538327,2.242182,-1.8737417,0.10063732,-1.3780652,-1.7376612,-1.2174321,0.82371116,-0.69476926,0.08922639,0.60357666,-1.0561093,0.79545,-1.9782194,-0.86094475,1.3564115,1.8422443,0.7537483,0.12198811,-1.5332265,1.2685418,0.5526605,2.2315962,0.15829635,0.72305554,2.4532347,-1.4068676,0.56874454,-1.3797193,-0.38124946,-1.3172911,-0.9705605,1.0294594,-1.2131364,1.3200912,-0.3032294,0.75172436,-1.2757113,0.69710964,-1.6095501,0.42086115,-0.50168467,0.52082115,-0.47025472,0.57582694,-1.3078277,0.7068018,0.21744259,0.611387,-0.8771951,-2.8909369,-1.3325703,-3.1013498,-0.57557255,0.7854927,1.5677272,-0.106886335,-0.2792525,-1.4412385,-0.92324716,0.56078994,1.9687692,-0.17485768,1.7660809,0.27877897,-0.914042,0.55759543,0.26596344,0.3998878,1.271532,2.8701177,1.6725318,-1.2159133,-1.3991386,-1.0655541,-0.8195672,-2.2329526,0.9993444,-1.3421543,-1.2012899,0.6760963,1.9406326,-0.30761707,-0.36062318,-1.137813,-2.2610178,-2.6572123,-1.2145913,1.9177196,-2.1599166,-0.15891157,-0.4197818,-0.10614505,-0.00038609654,-0.8450089,0.6704038,1.2571508,-0.38581142,0.801077,-2.1006339,0.9251441
Hs 618.T,-0.8135457,-0.078218006,0.78147644,-1.1783836,0.15022738,0.8373711,1.1548263,-0.21270204,0.44951707,0.35079622,-0.08390408,-0.3304935,-0.46913865,0.52337706,0.4967094,1.0109391,0.13710552,0.7153214,-1.0431322,1.0069185,-0.3709558,0.41957396,-0.68841195,0.46925515,1.1274872,-0.45940214,-0.43637937,0.023313053,0.373642,0.74533623,-0.034973666,-0.6833694,-1.189801,-0.33639547,-0.20045516,0.22148867,0.7024411,0.08413762,0.05341901,0.98705083,0.5066848,0.60013986,-0.02682056,0.5445265,1.01403,0.25437936,-1.1757698,0.704708,-0.44955596,0.58642125,-1.0965021,-0.59683055,-0.4713761,-0.3084929,0.9424344,0.574977,0.37842935,-0.27813208,-0.55145425,-0.8979883,0.40989384,0.621436,-0.7048177,-0.1724191,0.6839971,-0.13879795,-1.1075745,-0.96306485,-0.5005824,-0.70757806,0.012618549,-0.85801363,-0.8850792,-0.9128309,0.3603288,0.37009,0.07077634,-1.2698271,0.1471022,-0.05264686,1.1026348,-0.7907723,0.90332174,-0.025661308,-0.64487046,1.0559068,-0.37688133,-0.02656079,0.52785164,-0.06513557,-0.9937235,0.55067253,-0.76501656,-0.94852906,0.31398696,-0.7900523,0.59800714,0.73584867,0.17678581,-0.7954902,0.5509953,0.30190307,0.9952693
59M,-0.2970279,-0.15134296,0.68299544,-1.0162911,0.4250113,1.062306,0.8636564,-0.111132786,1.2452952,0.42232287,-0.056579284,-0.5634334,-0.5563677,0.74840987,0.2376701,0.9267473,0.14357646,0.89877343,-1.2377989,0.6077082,-0.69402283,0.5545028,-0.7422569,0.45100337,0.9144943,-0.07174983,-0.6498863,0.4601084,0.48312372,0.045841508,0.28058496,-0.33985272,-1.1141162,-0.16175278,-0.3419774,0.56167936,0.3843979,0.12528597,-0.87349695,0.7272994,-0.06002831,0.3065269,0.2504189,0.40783823,0.74705696,0.20973945,-0.8446878,0.46510726,-0.5619072,-0.17156936,-0.8822907,-0.59035236,-0.4860208,-0.3608743,0.8501135,0.6223558,-0.054691467,-0.5057541,-0.39114103,-0.20329218,0.46994433,1.0664436,-0.84720546,-0.3157272,0.69365644,0.15002519,-0.5142678,-0.48685881,-0.42375273,-0.75209385,-0.031182706,-0.21129814,-0.33082503,-1.0172203,0.33574417,0.44518682,0.38316157,-0.76799166,-0.31085813,-0.73164916,1.021431,-0.08464426,1.1428155,0.2572968,-0.44368672,0.65290153,-0.42177114,0.37778085,1.1140326,-0.68007135,-1.0094379,0.46043044,-1.1661884,-1.1562448,-0.03879443,-0.81397116,0.53345853,0.4155529,0.35394928,-0.8798415,-0.062802844,0.47879174,0.22819358
MHH-CALL-2,0.19220497,-0.6006496,-0.018421456,-0.7809524,0.28028145,0.17637423,0.09893647,-0.8381853,1.4458971,-0.12980497,0.5539236,-0.16311154,0.26784483,0.8247079,1.5265483,-0.325864,0.43486753,0.4799266,-0.063771844,0.8546981,-0.22170775,0.60985374,-0.3113841,0.4198354,0.48744738,-0.6002478,-0.7902145,0.9092367,0.32437804,-0.16646893,0.9196488,-0.4174131,-0.67107683,-1.0201149,-0.1766867,0.64155304,0.19036855,0.58659065,-0.04412675,1.6779823,-0.381386,0.4258312,0.5671302,1.6546831,0.39649484,-0.3910652,-1.5782877,0.82820547,-0.39068154,0.21876386,-0.84225315,-0.18147501,0.047547974,0.2531911,-0.1490584,0.030681014,0.54150295,-0.5538951,-1.6630327,-0.40112257,0.13965407,0.5690399,-1.3919313,-0.7802376,0.5780541,-0.26392215,-1.1199077,-0.06889509,-0.45251188,-0.38514677,-1.018467,-0.031672373,-0.35592353,-0.9620771,-1.5397059,-1.0200906,-0.8020157,-1.0992329,0.65877,-0.78075385,0.3654499,-0.3617286,0.5163885,0.5433228,-0.3753466,0.71434355,-0.1464353,1.1570218,0.50520563,0.15569785,-1.632998,0.9445437,0.0647037,-1.0355275,-0.7228114,0.23949412,-0.6828591,1.3877742,-0.10335061,0.19586383,-0.2272909,-0.14290175,1.1063697
OE33,-0.75039786,1.0507098,-0.17472924,-0.7866854,-1.3055094,-0.68807083,0.7846436,0.14094514,0.6891625,-0.34366432,0.3745453,0.15028591,-0.38167012,-0.32735816,0.33900073,1.9058194,0.019130193,-1.2375126,0.08888357,-0.26526374,0.26162747,0.20200044,-1.1812024,-0.8426753,-0.31070992,-0.30555624,-0.018118981,0.5581309,0.7862568,1.1127208,-0.058295958,2.1802497,-1.1968871,1.7529932,-0.44771585,-0.33541453,0.9646161,-1.4175017,0.89679426,0.38871866,1.1065036,-0.022665,1.5746508,-0.24121659,-0.83790344,-0.18660039,-1.4127264,-0.27826458,0.10002394,0.34374604,0.7968242,-0.396616,-1.1360607,-0.061500102,-0.4950679,0.30691049,-2.3575091,0.03507164,-0.62171125,-0.53854704,-1.623821,-0.16156459,-0.21251772,-0.904429,-0.91084754,-1.1358649,-1.9211303,0.3944558,-0.6356483,0.22484101,0.43178585,-0.23233743,0.48882332,0.34669203,-0.20708439,0.54696804,1.14537,0.7804255,-0.7681262,-0.90288466,-1.4047867,1.1338822,0.23186405,1.0721362,-0.5728355,-2.6461775,0.3679375,1.1480266,2.1619685,-0.7631451,1.9666675,0.65549344,-0.7825053,0.09083241,0.81412584,-0.648015,0.7749273,1.8059969,-0.75555956,0.19820876,1.5848268,0.25771827,0.13143797
