,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28
KP-1N,0.07389566,-0.020256238,-0.511802,-0.12442674,-0.51959145,-0.098934494,0.21842386,-0.5139891,0.25981143,0.5355561,0.2253502,0.2018297,0.38175118,-0.16472197,-0.47954538,0.5547095,-0.42737478,-0.5530671,-0.120795615,-0.49054262,0.354091,0.072046414,0.5993818,-0.26727054,-0.5101609,-0.22648607,-0.04182752,0.42710692,0.49205405
CHP-126,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
BT-474,-0.0626765,-0.09550208,-0.67889166,0.07312617,-0.5709172,-0.04355701,0.3182959,-0.63127303,0.04797429,0.6236815,0.328735,0.24389118,0.092672944,-0.06487322,-0.6383091,0.41412273,-0.47947115,-0.5871992,0.06493306,-0.2588533,0.53957856,0.18075451,0.6384937,-0.31344795,-0.53356194,-0.13686776,-0.09886584,0.53606135,0.6042516
MCF-7,-0.55457294,-0.68609583,-1.4797708,0.96834004,-0.58106285,0.15487178,0.74023604,-1.0024091,-0.795887,1.312263,1.0791161,0.8149808,-0.9392605,0.11839387,-1.0925158,-0.6815974,-0.4692711,-0.88839793,1.1493442,0.65795255,1.3544133,0.6163103,0.54862696,-0.4607464,-0.30900675,-0.05060956,-0.23694363,0.9879631,1.5237057
SK-BR-3,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
RERF-LC-Sq1,-0.23370457,-1.2019328,-1.7790097,1.0161456,-0.032970846,0.08936235,0.7394695,-0.44394338,-0.48263997,1.8082213,1.4891961,1.5944206,-0.2133762,-0.47303635,-0.394076,-1.5195591,0.089325845,-1.260442,1.6685094,0.21951425,0.976208,0.4416179,-0.17300755,-0.62471306,0.44600803,-0.84439826,0.15244272,0.77795327,2.193723
HCC2814,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
WM266-4,0.14692675,-0.2050144,-0.62065804,-0.0753622,-0.35824785,-0.11437036,0.2309055,-0.3768657,0.31410465,0.727134,0.39912343,0.46780783,0.5487915,-0.33661994,-0.29611582,0.23927173,-0.25857568,-0.67501026,0.08467342,-0.5726478,0.30014506,0.04163055,0.38710684,-0.29912925,-0.2733701,-0.45667636,0.06048806,0.39222652,0.7540116
NCI-H1930,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
HCC4006,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
KYSE-520,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
Evsa-T,0.075714454,-0.24693762,-1.0328228,0.17059103,-0.3228804,-0.0025158077,0.40647134,-0.2242789,0.19159092,0.65021247,0.24967466,0.45460823,0.43125415,-0.25451013,-0.29032713,0.2964654,-0.27485266,-0.7761308,0.25342312,-0.5412075,0.07459268,0.08043965,0.24452186,-0.7126228,-0.2448624,-0.49964172,0.16717133,0.3465408,0.5892046
HSC-2,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
NCI-H441,0.016267449,0.03723303,-0.60114884,-0.059812747,-0.5760749,-0.05617936,0.27149272,-0.52870274,0.1903912,0.44009256,0.11587736,0.093510166,0.26481122,-0.06608468,-0.55922246,0.6911415,-0.50247926,-0.53652394,-0.14269505,-0.4364961,0.31691697,0.10142589,0.6432511,-0.38173592,-0.5975044,-0.14281031,-0.053434465,0.43276584,0.34309232
NCI-H1793,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
SUP-HD1,-0.3767993,-0.8416697,-1.2713034,0.7917974,-0.40358165,0.043763444,0.6029814,-0.9072701,-0.57906634,1.5500169,1.3395169,1.1108941,-0.5708833,-0.16600157,-0.8328762,-1.0285065,-0.24876142,-0.9477105,1.2056729,0.46313977,1.3783418,0.5181267,0.3888199,-0.20617598,-0.051092923,-0.3145145,-0.17181571,0.9407453,1.8912985
TE 125.T,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
KG-1-C,0.06881668,-0.09943784,-0.501889,-0.10103491,-0.4916916,-0.1134698,0.21278553,-0.54811627,0.23484316,0.65237164,0.3602355,0.31129918,0.3666868,-0.20937295,-0.47459224,0.3819293,-0.38384366,-0.5808237,-0.02806463,-0.44450718,0.4597999,0.09020444,0.5774133,-0.18769135,-0.444723,-0.26240644,-0.054614488,0.46566617,0.66424966
MHH-CALL-2,0.10969387,-0.71202654,-1.1313175,0.32898226,-0.0758661,-0.059243128,0.4144917,-0.22385433,0.12752588,1.2530608,0.8992563,1.0986544,0.50065994,-0.56207407,-0.116452605,-0.628364,0.033014446,-0.9966979,0.80206347,-0.4292997,0.41199,0.12913296,-0.03419441,-0.4780118,0.20950162,-0.8362626,0.2155691,0.46085212,1.4550295
HCC1171,0.016267449,0.03723303,-0.60114884,-0.059812747,-0.5760749,-0.05617936,0.27149272,-0.52870274,0.1903912,0.44009256,0.11587736,0.093510166,0.26481122,-0.06608468,-0.55922246,0.6911415,-0.50247926,-0.53652394,-0.14269505,-0.4364961,0.31691697,0.10142589,0.6432511,-0.38173592,-0.5975044,-0.14281031,-0.053434465,0.43276584,0.34309232
Ci-1,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
SNU-216,0.27595976,-0.3940479,-0.8317456,-0.022019103,-0.12872633,-0.11442247,0.26588356,-0.08781204,0.4411345,0.86537516,0.47697663,0.7448653,0.8506323,-0.5543332,0.0056643784,-0.020945907,-0.042420596,-0.84022176,0.2911483,-0.7821691,0.037343204,-0.036921676,0.059294164,-0.48930675,0.024511248,-0.78999114,0.2561405,0.27179104,0.9218142
SNU-869,0.00015186518,-1.3586481,-1.7736046,0.8869642,0.23032415,0.020011202,0.663163,-0.12945202,-0.19579393,1.9489226,1.5842674,1.8850349,0.3004169,-0.7915724,0.010728985,-1.7623823,0.35824344,-1.3873054,1.7434773,-0.13229361,0.68685365,0.28900504,-0.4973668,-0.6525317,0.774163,-1.2370908,0.35350296,0.6117801,2.3897047
Huh-7,0.27595976,-0.3940479,-0.8317456,-0.022019103,-0.12872633,-0.11442247,0.26588356,-0.08781204,0.4411345,0.86537516,0.47697663,0.7448653,0.8506323,-0.5543332,0.0056643784,-0.020945907,-0.042420596,-0.84022176,0.2911483,-0.7821691,0.037343204,-0.036921676,0.059294164,-0.48930675,0.024511248,-0.78999114,0.2561405,0.27179104,0.9218142
SK-UT-1,0.18910354,-0.98887396,-1.4245989,0.48178557,0.16503102,-0.043522283,0.49137795,0.02161187,0.16284949,1.4998667,1.0965447,1.4723296,0.69755685,-0.77845836,0.14551342,-1.0579691,0.26721516,-1.203948,1.1512163,-0.53455085,0.26054972,0.09932251,-0.38339674,-0.6618672,0.5554137,-1.1773813,0.3964422,0.39641577,1.7725132
BICR 22,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
Kasumi-2,0.016267449,0.03723303,-0.60114884,-0.059812747,-0.5760749,-0.05617936,0.27149272,-0.52870274,0.1903912,0.44009256,0.11587736,0.093510166,0.26481122,-0.06608468,-0.55922246,0.6911415,-0.50247926,-0.53652394,-0.14269505,-0.4364961,0.31691697,0.10142589,0.6432511,-0.38173592,-0.5975044,-0.14281031,-0.053434465,0.43276584,0.34309232
HCC827 GR5,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
SJSA-1,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
YD-38,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
Mono-Mac-1,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
NCI-H2172,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
NCI-H2030,0.17991106,-0.17506342,-0.5949493,-0.12023144,-0.34816724,-0.12206552,0.21285078,-0.33592913,0.36747408,0.68360555,0.34618235,0.4395571,0.6205189,-0.35209185,-0.25615275,0.3041548,-0.25265777,-0.6657594,0.02915582,-0.63776076,0.2279462,0.012513306,0.375217,-0.31516117,-0.27650967,-0.47556585,0.08101689,0.35671848,0.69244576
COR-L279,-0.026043467,-0.2140287,-0.6047868,0.04927349,-0.5030184,-0.08854662,0.2745232,-0.6538671,0.073760346,0.8062259,0.5389699,0.42856193,0.16237912,-0.17948404,-0.5760068,0.14756292,-0.38292763,-0.626144,0.17096859,-0.25304767,0.66926265,0.17722848,0.58546716,-0.15342948,-0.40687126,-0.23218894,-0.10293508,0.5695007,0.87928206
COV644,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
LN-382,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
KP-3,0.016267449,0.03723303,-0.60114884,-0.059812747,-0.5760749,-0.05617936,0.27149272,-0.52870274,0.1903912,0.44009256,0.11587736,0.093510166,0.26481122,-0.06608468,-0.55922246,0.6911415,-0.50247926,-0.53652394,-0.14269505,-0.4364961,0.31691697,0.10142589,0.6432511,-0.38173592,-0.5975044,-0.14281031,-0.053434465,0.43276584,0.34309232
RKN,0.23571315,-0.30228838,-0.7325225,-0.063172325,-0.22067711,-0.11762508,0.24366161,-0.19177878,0.4102691,0.78920954,0.42217082,0.6169342,0.7542095,-0.46958944,-0.10404298,0.11527875,-0.1305148,-0.767118,0.18136746,-0.7216587,0.117210224,-0.016207285,0.19167307,-0.41633576,-0.101623416,-0.6582397,0.18275969,0.30737758,0.8257036
SNU-1041,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
PK-1,0.016267449,0.03723303,-0.60114884,-0.059812747,-0.5760749,-0.05617936,0.27149272,-0.52870274,0.1903912,0.44009256,0.11587736,0.093510166,0.26481122,-0.06608468,-0.55922246,0.6911415,-0.50247926,-0.53652394,-0.14269505,-0.4364961,0.31691697,0.10142589,0.6432511,-0.38173592,-0.5975044,-0.14281031,-0.053434465,0.43276584,0.34309232
YMB-1,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
ACCS,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
AN3-CA,0.094476014,-0.06844142,-0.47405547,-0.1416928,-0.48862773,-0.12021143,0.1960857,-0.51951104,0.2784155,0.6107546,0.3118885,0.27958,0.4219513,-0.2174578,-0.44715995,0.44532457,-0.38409147,-0.5685647,-0.081902415,-0.49629632,0.40314096,0.06666475,0.57523483,-0.19695906,-0.45496178,-0.27058014,-0.041543934,0.4375793,0.60608417
IPC-298,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
LoVo,0.25936043,-0.35620254,-0.790822,-0.03899236,-0.16665056,-0.115743354,0.25671834,-0.13069212,0.42840436,0.83396137,0.4543725,0.6921013,0.8108636,-0.5193814,-0.039583385,0.035238653,-0.07875422,-0.8100708,0.24587023,-0.75721216,0.07028359,-0.028378222,0.113892585,-0.45921057,-0.027511805,-0.7356515,0.22587529,0.2864684,0.88217425
Kuramochi,0.27595976,-0.3940479,-0.8317456,-0.022019103,-0.12872633,-0.11442247,0.26588356,-0.08781204,0.4411345,0.86537516,0.47697663,0.7448653,0.8506323,-0.5543332,0.0056643784,-0.020945907,-0.042420596,-0.84022176,0.2911483,-0.7821691,0.037343204,-0.036921676,0.059294164,-0.48930675,0.024511248,-0.78999114,0.2561405,0.27179104,0.9218142
LUDLU-1,0.27595976,-0.3940479,-0.8317456,-0.022019103,-0.12872633,-0.11442247,0.26588356,-0.08781204,0.4411345,0.86537516,0.47697663,0.7448653,0.8506323,-0.5543332,0.0056643784,-0.020945907,-0.042420596,-0.84022176,0.2911483,-0.7821691,0.037343204,-0.036921676,0.059294164,-0.48930675,0.024511248,-0.78999114,0.2561405,0.27179104,0.9218142
NCI-H1184,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
SW579,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
Hs 940.T,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
SK-N-BE(2),0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
COLO 699,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
DB,0.22015765,-0.26682287,-0.6941723,-0.07907824,-0.25621653,-0.11886291,0.23507273,-0.23196241,0.39833948,0.75977117,0.4009881,0.5674882,0.71694165,-0.4368356,-0.1464454,0.16793022,-0.16456363,-0.7388631,0.13893664,-0.69827116,0.14807922,-0.008201074,0.24283814,-0.38813215,-0.15037507,-0.6073172,0.15439767,0.32113194,0.78855634
Rh41,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
NOMO-1,0.07389566,-0.020256238,-0.511802,-0.12442674,-0.51959145,-0.098934494,0.21842386,-0.5139891,0.25981143,0.5355561,0.2253502,0.2018297,0.38175118,-0.16472197,-0.47954538,0.5547095,-0.42737478,-0.5530671,-0.120795615,-0.49054262,0.354091,0.072046414,0.5993818,-0.26727054,-0.5101609,-0.22648607,-0.04182752,0.42710692,0.49205405
SK-OV-3,-0.23370457,-1.2019328,-1.7790097,1.0161456,-0.032970846,0.08936235,0.7394695,-0.44394338,-0.48263997,1.8082213,1.4891961,1.5944206,-0.2133762,-0.47303635,-0.394076,-1.5195591,0.089325845,-1.260442,1.6685094,0.21951425,0.976208,0.4416179,-0.17300755,-0.62471306,0.44600803,-0.84439826,0.15244272,0.77795327,2.193723
LS180,0.38749835,-1.693186,-2.1701946,0.872996,0.7747308,-0.003004834,0.6878294,0.64020073,0.24772519,2.12922,1.6012115,2.4219139,1.1903558,-1.3255576,0.8060079,-2.152509,0.86030555,-1.7300522,2.0410244,-0.79564077,-0.11699334,0.02630488,-1.2674497,-1.1264696,1.4324387,-2.0403347,0.8530935,0.2361926,2.58258
NB1,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
HOS,0.22015765,-0.26682287,-0.6941723,-0.07907824,-0.25621653,-0.11886291,0.23507273,-0.23196241,0.39833948,0.75977117,0.4009881,0.5674882,0.71694165,-0.4368356,-0.1464454,0.16793022,-0.16456363,-0.7388631,0.13893664,-0.69827116,0.14807922,-0.008201074,0.24283814,-0.38813215,-0.15037507,-0.6073172,0.15439767,0.32113194,0.78855634
VMRC-RCZ,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
8505C,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
Hs 571.T,0.043756783,-0.12971014,-0.5290723,-0.06132684,-0.49468386,-0.10688566,0.22909522,-0.57605326,0.19228874,0.69301647,0.40745306,0.34227732,0.31271333,-0.20147698,-0.50138366,0.320015,-0.38360167,-0.5927963,0.02451542,-0.39392793,0.51513517,0.11319421,0.57954097,-0.17864014,-0.43472344,-0.25442365,-0.06737969,0.4930969,0.72105634
GP2d,0.9102862,-1.8402689,-2.3955996,0.62659645,1.3205087,-0.06394612,0.61612356,1.5508069,0.9276037,2.0658212,1.3407705,2.7611866,2.3703506,-1.8899786,1.7347612,-2.1679814,1.3460314,-1.992409,2.0214033,-1.7358731,-1.2214402,-0.36340097,-2.0271287,-1.6394019,2.0125184,-2.8665237,1.4126947,-0.28908807,2.436613
JHOC-5,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
