,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
769-P,0.55567473,-0.5512725,-0.28307632,-0.6250533,-0.14652714,0.30816263,-0.11608027,0.02117403,0.111299574,-0.03299872,-0.5602429,-0.18881518,0.13223247,-0.07944769,0.5470762,-0.4085621,-0.24694085,0.14660016,-0.12990397,-0.4002647,-0.27347195,-0.2553647,-0.44260848,0.45863032,-0.092986904,-0.2957095,-0.14252535,0.22726136,-0.5430489,0.033414513,0.02065546,-0.2678182,0.13614035,0.33473006,-0.10601557,0.64713395,-0.17870021,0.20111308,0.30593795,0.47724828,-0.15770029,-0.10756743,0.021614812,-0.6541771,0.37615734,-0.41867852,0.47301236,0.08791795,0.5884232,0.03762331,-0.3678874,0.12588948,-0.04323881,-0.5772637,0.5087374,0.11429369,-0.13721539,0.68097866,-0.28366566,-0.023937881,-0.17647177,-0.12704334,-0.64646393,0.23858432,-0.07745546,0.57821465,0.060076978,0.1710632,0.33261928,0.53483236,0.23909366,-0.32130733,0.058148444,-0.096050456,0.50144887,0.11790064,-0.38052124,0.0873174,0.5312686,0.18973856,-0.6210119,0.38245204,-0.008891767,-0.019300494,-0.25257558,0.3219239,0.656517,-0.5236154,-0.16840836,0.13642558,0.14511977,0.2552,-0.39352784,-0.17188284,0.1369227,-0.016972438,0.3053263,0.16670571,-0.004868593,0.2690586,0.22788958,0.09516598,-0.4103718,0.20061609,0.41925758,-0.48774493,0.27655953,-0.047281798,-0.09558209,-0.32367188,-0.12262447,0.110517256,-0.17177048,0.082739204,-0.4665225,-0.44324508,-0.07646174,0.13421452,-0.21408428,0.29586464,-0.31530824,0.25352743,-0.2287154,0.85432017,-0.15897496,0.007586782,0.013580153,-0.06995697
PSN1,1.266524,-0.93317723,-0.42766157,-1.2812378,0.34882483,0.6298587,-0.8052596,-0.101638444,-1.2243901,0.67002064,0.35883525,-0.11926643,0.4427365,0.39827025,-0.35165095,-0.0423905,-0.84983605,0.22237277,-0.56988937,0.061514482,-0.8011458,-0.58083594,0.49508712,-0.5570173,0.0644801,-0.9336652,-0.71977645,0.33924654,-0.49686635,1.0305179,1.1823759,0.15526609,0.28806287,0.120919585,-0.2333768,-0.45638964,-0.36331615,-0.037668616,-0.5788438,1.4031951,-0.66252095,-0.2654333,0.36457485,-0.046825938,-0.80782235,-0.42854407,0.5205111,-1.4911017,-0.6621673,-0.5685493,1.0312091,0.09002653,0.9832927,-0.029210733,0.8316149,0.32757473,0.7799171,-0.1251742,-0.053977467,-1.1637692,-1.4262216,-0.16813275,-0.81376266,-0.12600431,-1.4311894,-0.78980595,0.023102313,-0.21195474,-0.18161973,-0.3823869,0.22045738,0.79033774,0.52835155,0.52455044,0.012150754,0.6343745,0.59256154,0.65185106,0.31204316,0.44219637,-0.2114171,0.48328465,0.05692985,0.10064524,-1.0845689,0.5472202,0.6609978,-0.40417215,0.44138676,0.6646883,-0.67086315,-0.3055419,1.3057015,0.81523824,0.56020916,0.41348952,-0.38342994,-1.4432389,0.16898641,0.9648906,-0.7291244,0.49855995,-0.1298042,-0.9015239,-0.90215254,1.1443096,-0.26243344,-0.075528294,0.59890246,-0.2869874,0.76028883,-0.98721564,0.24176927,-0.46234918,0.54461855,0.5820329,-0.29229224,-0.3738382,0.08778243,0.35726643,-0.14961356,0.07547598,-0.43668696,-0.100480124,-0.29294053,-0.8599862,-1.5725292,-0.70955986
MUTZ-5,0.56539196,-0.5649612,-0.44857326,-0.614852,-0.26186028,0.28396374,-0.12845418,0.018754361,0.10321657,-0.03892898,-0.43112832,-0.15510151,0.006984474,-0.13746881,0.5094289,-0.5286738,-0.25454184,0.16843124,-0.09979583,-0.38712505,-0.2853324,-0.2593532,-0.45457515,0.4779558,-0.09252666,-0.26481873,-0.14703423,0.21532185,-0.5219169,0.15593477,-0.057559635,-0.32762504,0.14717504,0.33480775,-0.04154802,0.6513582,-0.1583508,0.31287977,0.29129907,0.4844944,-0.10240112,-0.016409792,0.026497256,-0.6674089,0.3403899,-0.39868376,0.49065846,0.09238234,0.6007555,0.037736762,-0.32570437,0.116301015,-0.12473271,-0.014329256,0.5143555,0.07394857,-0.12900625,0.6882456,-0.2793755,-0.024535742,-0.22333598,-0.1633311,-0.62042207,0.21098216,-0.014827535,0.5547543,0.0668904,0.2750864,0.31981614,0.49026743,0.045054987,-0.17693539,0.05820124,-0.09454912,0.4899467,0.09394446,-0.3677352,0.05699967,0.53563,0.29707247,-0.6600194,0.38549474,-0.028266398,-0.13593198,-0.2730443,0.44336715,0.63794506,-0.44657686,-0.17020717,0.15745042,0.14982583,0.24531852,-0.35890317,-0.052423567,0.16030362,0.13559222,0.26122424,0.07689426,-0.0013158204,0.4481988,0.26066253,0.0020533055,-0.4211271,0.15613437,0.3781801,-0.4121409,-0.15838087,-0.048602432,-0.11082066,-0.45910245,-0.21944779,0.12756759,-0.17310065,0.13886978,-0.4810518,-0.4298503,-0.09009066,0.11527601,-0.1888445,0.26529083,-0.3073279,0.35698086,-0.2570486,0.8274418,-0.14129113,0.013079889,0.042409573,-0.09310443
HCT 116,1.8120142,-1.0785078,1.1097194,-2.8583364,-0.044821784,1.3805951,-0.19564965,1.1277698,-0.054559477,-1.006433,-0.15301813,0.009539414,0.7920041,-1.5024775,-0.24075274,-0.11018221,-1.4755682,-0.20637754,-0.0066763647,0.42967236,-0.9124106,-0.46825498,-1.1145883,-1.4728123,-1.2573502,-1.2167588,-1.0309681,-0.98835593,-0.8964485,0.13753769,0.95375663,-0.9942474,1.1645141,0.80315244,0.01128453,0.5582662,1.0556151,1.2427342,-0.7349778,1.4821634,-0.71909714,-0.20492262,-0.33829504,0.10654941,0.80055684,-1.2878147,1.0151627,-0.9439314,0.85198915,1.3052206,0.008577824,-0.2213104,-0.2721145,0.61045057,0.5429172,0.17115727,1.1040137,0.41408426,-0.682034,-0.26379818,0.21022034,-0.49915576,-1.52191,0.39376092,-1.2510386,0.46757287,-0.32546437,-0.14573908,-1.2844242,1.1260893,-0.7672774,-0.049763676,1.3936951,1.0315955,1.0222876,1.9105912,-1.0385861,-0.08245575,2.229117,0.6801737,-0.48724806,1.2592754,0.39543214,0.18783417,-0.44390142,-0.7552792,0.23436281,-0.43954027,-1.0058135,0.92000663,0.58742636,0.7192456,0.83215773,-1.5253786,0.089822225,-0.78869146,0.957683,-1.2665994,1.5623496,-0.2958531,-2.057062,0.039962653,0.32258743,-1.2959851,-0.5688706,-0.43264073,-1.036302,0.9049955,-0.124130756,-1.9014186,-0.802374,-0.26365158,0.16986716,0.44822416,-1.0564175,-1.0674677,0.62376785,0.69316655,0.6580615,0.7030121,-1.7624029,-0.56707025,0.10889742,0.7550224,1.1759906,0.24872828,0.1949266,0.18629995
BICR 56,0.89868605,-0.7498754,-0.8776044,-1.0997152,0.13280888,0.90541655,-0.34442532,0.15757202,-1.0974026,0.8023776,-0.25644416,-0.15919437,0.104007736,0.74450344,-0.47161534,-0.08233835,-1.26425,0.72499895,-0.64371,0.12130299,-0.72498155,-0.2811838,0.7481324,-0.28608838,-0.063774936,-0.58748937,-0.70998687,-0.025714036,-0.81394243,0.6074293,0.90915823,0.08960946,-0.087725826,0.07802386,-0.00815944,-0.3922494,-0.18877754,-0.13477673,-0.15141073,0.95113325,-0.2966845,-0.3448142,0.2441547,-0.60464627,-0.74322385,-0.13033436,0.30684662,-1.1168822,-0.46745992,-0.131696,1.1595765,0.322007,0.40034735,-0.17119494,0.8725542,-0.11883523,0.48353744,0.19565289,0.54098845,-0.7848846,-1.3989018,-0.36014724,-0.69624853,0.29939815,-0.70327115,-0.72095585,0.09249778,-0.20733869,-0.42927313,-0.65558565,0.18307865,0.83330315,0.6575179,-0.067340046,-0.05364333,-0.03232494,0.10232342,0.43781516,-0.2576238,0.52784455,-0.2156767,0.58779866,0.48831475,0.19543329,-0.46590003,0.73364675,0.7343525,-0.39574474,0.04292089,-0.06712635,-1.1602327,-0.2085256,0.7230987,0.7137631,0.12975581,0.44000393,-0.68656313,-0.37196964,0.1461612,0.8333638,0.4841368,0.65402514,-0.47069636,-0.4119591,-0.05743026,0.9522642,-0.09024982,-0.35912755,0.31765163,-0.13496134,0.7243335,-0.5096972,0.008657783,-0.44001392,0.2501065,0.022412945,-0.16658933,-0.42888767,-0.04686207,0.3173448,-0.5421225,0.36803883,-0.48631895,0.1272247,-0.49347386,-0.79667854,-1.2921839,-0.74179715
143B,0.9483874,-0.7437175,0.06920958,-0.8132147,0.16562283,-0.02340465,-0.43137106,-0.26792267,-0.01153604,-0.14581367,0.24117205,-0.08995351,0.29897606,-0.21966702,0.46038076,-0.41524678,0.08494584,-0.20470543,-0.0110119125,-0.27413553,-0.28577757,-0.54078174,-0.5215448,0.20732896,-0.15190013,-0.68721944,-0.16248527,0.53303486,-0.20137124,0.5221507,0.20799054,-0.27796423,0.39132595,0.13823324,-0.14009978,0.46031532,-0.4012785,0.20419443,-0.1831902,0.88359535,-0.36923972,-0.08783451,0.19420558,-0.11907169,0.33131358,-0.70334387,0.7909552,-0.29867437,0.2280593,-0.4157999,-0.195669,-0.23065975,0.3890702,0.2995631,0.28532058,0.35521445,0.13341518,0.34429148,-0.5777223,-0.37851018,-0.3252127,-0.068092115,-0.72597724,-0.18692793,-0.67288285,0.68278974,-0.24331918,0.21957856,0.5409867,0.6653502,0.15992075,-0.37729287,0.1570805,0.40343106,0.4805778,0.956659,0.13956006,0.3412488,1.024195,-0.059075903,-0.7883797,0.23684622,-0.4278688,-0.1964355,-0.7134166,0.2722746,0.5610977,-0.47928524,0.13641846,0.78876543,0.28282923,-0.0086372,0.13868873,-0.0074973702,0.5111219,0.13999346,0.7392358,-0.6972803,0.060074046,0.3147759,-0.7598896,0.041761022,-0.09100548,-0.33567798,-0.15086934,-0.35856307,-0.24879156,0.1420559,0.29833114,-0.5018961,0.027439848,-0.31391144,0.12143752,0.12348849,-0.298,0.078837425,-0.14570484,0.03888166,0.1232533,0.25652826,0.005542483,-0.16168919,-0.29060885,0.5676893,-0.014157478,-0.086546734,-0.363447,-0.12950858
SNU-410,1.4241579,-0.4614824,1.8757265,-2.4241204,0.8252705,1.3020222,0.029630817,2.5202053,-1.4148306,-0.028185315,0.27941397,0.5987983,0.9976917,-0.34117597,-1.8211256,1.3127954,-2.645962,0.550116,-0.29101753,1.9388812,-1.1704118,-0.6038214,1.0424668,-2.7931151,-0.64836377,-0.9491104,-0.3565066,-0.6754787,-1.1400687,0.30770066,1.8794757,-1.0086958,0.95581204,-0.66602665,-0.033878226,-1.3247839,2.0078707,1.3398238,-2.2321253,0.2523376,-0.81750405,-0.76379126,-1.002885,1.0119026,0.27551323,-0.847683,-0.28050452,-1.0736216,0.32246128,1.9011209,1.1581558,-0.097785965,-0.032658428,0.8710667,-1.1598701,-0.34850693,1.086091,-0.74670625,1.2697022,0.058594897,0.5973135,0.034265403,-0.90940195,-0.3027667,-2.2207804,-1.3910551,-0.12229319,-0.23726569,-3.341689,-0.8103067,-1.9806546,1.0010489,0.5989511,2.2361848,0.8031374,2.576556,0.30442867,1.2881497,0.98119366,1.0927578,0.17513064,0.78595674,1.9285085,-0.14175093,-0.10902474,-0.7703936,-0.39109176,0.02147784,-0.23523018,0.865632,0.17882444,-0.22030917,1.6675127,-1.3497254,-0.23980239,-0.5837763,0.16053678,-3.1227336,1.9949107,-0.5866916,-2.6039102,0.34272823,0.27838218,-1.6636904,-1.7540882,1.8763715,-1.0131955,0.660843,-0.43175605,-2.4109504,0.06353871,-0.26077175,-0.13806854,-0.34739557,-0.42895368,-1.1133713,1.4710165,-0.18210399,0.50316167,0.6310605,-1.9204971,-1.0437453,0.32278386,0.45485258,1.3388741,0.5639433,-0.82782894,-0.23571946
JHOC-5,0.478714,-0.5585816,-0.37804928,-0.6309363,-0.124482706,0.27971038,-0.1378401,0.020988455,0.10277771,-0.03883345,-0.4616798,-0.188051,0.08089491,-0.05309155,0.532571,-0.4495997,-0.23511966,0.19731836,-0.12390063,-0.38126847,-0.40315542,-0.28316867,-0.47519422,0.4749574,-0.14098229,-0.29467756,-0.14148138,0.186733,-0.5496415,0.11633042,-0.09173404,-0.28277946,0.14051454,0.32774973,-0.045843795,0.64956,-0.17901419,0.2191809,0.3116831,0.50157756,-0.1319407,-0.04566801,0.060842067,-0.670979,0.37652227,-0.42667902,0.49212354,0.12533446,0.5881007,0.037609417,-0.262634,0.09750864,-0.11836292,-0.17312127,0.5141867,0.032429263,-0.21738099,0.678822,-0.28026477,-0.030744668,-0.2887811,-0.15060619,-0.5760173,0.29095787,-0.07062029,0.6118088,0.069157004,0.10405792,0.35866475,0.4946781,0.12809588,-0.083923206,0.07142915,-0.10339364,0.5068329,-0.17845388,-0.3715437,0.10328227,0.54720306,0.49347502,-0.6147308,0.3193805,0.07342762,-0.0051243305,-0.25539503,0.48640245,0.6537057,-0.44698352,-0.15076949,0.17490503,0.14322816,0.25649738,-0.461498,-0.11592542,0.1453338,0.104950264,0.2517743,0.09019825,0.0019677728,0.12587422,0.20599557,0.11162622,-0.40561914,0.14738394,0.3736664,-0.5219611,-0.097900435,-0.048101395,-0.14743161,-0.41426724,-0.21731049,0.13983573,-0.17405094,0.1166153,-0.4681773,-0.4475372,-0.032193724,0.10894062,-0.17977062,0.2641772,-0.28869024,0.31837794,-0.26448032,0.8742409,-0.14882949,0.010873323,0.038579084,-0.10942919
HDQ-P1,0.41480199,-0.5025153,-0.68296385,-0.13823909,0.007814557,0.29720494,-0.031740837,-0.017412277,-0.21348256,0.13898614,-0.61294717,-0.026721336,-0.30752814,0.03844349,0.43998635,-0.20494673,-0.27614045,0.2862474,-0.289796,-0.30127913,-0.12715435,-0.26900163,0.05729322,0.4427051,0.029687721,-0.04939908,-0.24349244,-0.117439084,-0.3840636,0.19570598,0.020207496,-0.1128093,-0.11154443,0.14848085,0.10370404,0.3708779,-0.21609375,0.101469174,0.27337983,-0.017708305,0.09664196,-0.018543314,0.035660014,-0.5051046,0.10018247,0.061022237,0.12113713,0.028825382,0.3315684,-0.020834299,0.093147755,-0.030838795,-0.09581852,-0.11008844,0.46725935,-0.023497751,-0.20827118,0.3896478,0.015114352,0.071825564,-0.3924954,-0.4066705,-0.5234952,0.10783215,0.11567355,0.22362702,0.18708435,0.011968354,-0.09378968,0.025779104,0.24922799,0.07764225,0.010714494,-0.28274587,0.11598965,-0.21374808,-0.26194364,-0.10674853,-0.11798459,0.20371145,-0.53646857,0.47819027,0.100104764,-0.21822035,-0.2877133,0.31856316,0.45445693,-0.29207265,-0.20197901,-0.064029776,-0.14757587,0.206511,-0.26640886,0.12026786,-0.015241244,0.08431169,0.11537243,0.20119452,-0.124961294,0.47997564,0.41622487,0.11712338,-0.29012686,0.22041959,0.25144696,-0.3269868,0.023860268,-0.018527176,0.19084704,-0.21713209,0.09271476,-0.033915244,-0.33075535,-0.10618144,-0.12583455,-0.40774205,-0.16807595,-0.08970144,-0.27913928,0.2091031,-0.19957706,0.18167047,-0.18972293,0.6955258,-0.2633285,0.041908953,-0.24385557,-0.40638438
RS4;11,0.50241363,-0.51809376,-0.4319792,-0.5897406,-0.064674035,0.3328008,-0.0934792,0.016682921,0.08822891,-0.0406696,-0.39611417,-0.18766466,-0.014618922,0.008678708,0.49253,-0.43568242,-0.22803496,0.26461795,-0.13538991,-0.35740814,-0.38061285,-0.24291126,-0.44672027,0.4836803,0.035586514,-0.28034428,-0.14228329,0.15266672,-0.53752077,0.106046475,-0.01856973,-0.32908213,0.1494137,0.3527643,-0.07104513,0.6534037,-0.17152077,0.31677127,0.29839775,0.47621232,-0.13254805,-0.050271753,0.0531168,-0.6703901,0.38676962,-0.3651476,0.506151,0.14628346,0.6063957,0.037635475,-0.38046244,0.12076551,-0.13335386,0.041443095,0.5787122,0.06723589,-0.25021482,0.7044153,-0.28018504,0.008588113,-0.06335932,-0.15282464,-0.62658596,0.23162556,-0.08082654,0.73023075,0.06864386,0.19085087,0.26291585,0.542348,0.12031324,-0.22652827,0.07317906,-0.09466076,0.5017721,0.087414496,-0.37158033,0.06862858,0.5579215,0.24976686,-0.7394228,0.34750947,0.02568177,-0.22592787,-0.26559645,0.38875645,0.64754117,-0.6104879,-0.16742127,0.13621074,0.1348811,0.24282146,-0.38450357,-0.04008217,0.15752493,0.10471009,0.32282418,0.07392855,0.0034095468,0.33390248,0.21048737,0.018738188,-0.41890237,0.16636175,0.38038772,-0.5194792,-0.16722657,-0.045987,-0.1339421,-0.40968686,-0.09999928,0.1304674,-0.1848272,0.12007301,-0.50353366,-0.43827146,-0.017612763,0.104699716,-0.17601381,0.2647863,-0.3106321,0.43351287,-0.27431378,0.8546646,-0.16526781,0.020629287,0.026862124,-0.07431783
HLE,0.47270536,-0.449154,-0.6834545,-0.118260294,-0.02790775,0.28369373,-0.030599974,0.0028861854,-0.1977136,0.14468949,-0.6128777,-0.09648745,-0.095887765,0.054511093,0.4138304,-0.20673214,-0.2710662,0.25266656,-0.2899451,-0.3402415,-0.09896362,-0.30047357,0.01996782,0.3317731,0.14248604,-0.04384984,-0.21608862,-0.1012915,-0.39715663,0.21867572,0.02819648,-0.19916525,-0.09590293,0.1485674,0.109032266,0.37016395,-0.191758,0.05551856,0.26792544,-0.013691541,0.20426951,-0.09055135,0.03270586,-0.5133959,0.100622736,0.03606691,0.18001133,0.011428872,0.3552255,-0.084255144,0.12683687,-0.0013637873,-0.014129266,-0.1791232,0.43381357,0.13638872,-0.22364198,0.41976044,0.009511019,0.071769536,-0.30506745,-0.3090912,-0.59815013,0.22878295,0.19761387,0.2576288,0.16340105,0.04921341,-0.10416765,0.02491202,0.20476753,0.022260573,-0.00922267,-0.32806122,0.13220932,-0.18315618,-0.27636084,-0.111724645,-0.11735023,0.1325739,-0.55899644,0.42455187,0.05258416,-0.1503616,-0.26469994,0.35233706,0.47877476,-0.3248915,-0.28967744,0.058134727,-0.16789307,0.19109607,-0.26640534,0.1134376,-0.013221134,0.0018629804,-0.010577295,0.21092159,-0.13883004,0.4231744,0.44351467,0.13426028,-0.32261938,0.27140576,0.25236592,-0.2991446,0.17616792,-0.011701246,0.123781964,-0.304555,0.19503352,0.012965638,-0.34344327,-0.12131766,-0.10877661,-0.38992172,-0.094185054,-0.1243048,-0.21625598,0.20861551,-0.21350242,0.17715535,-0.25423974,0.5935723,-0.2527997,0.050112985,-0.27102858,-0.44262043
SNU-5,-0.1180312,-1.0384003,-0.275544,-0.35434988,0.065095305,0.7854463,0.25744504,0.40950665,-0.17445602,0.073823094,-0.47990042,0.07506141,-0.6647546,-0.10624867,0.7421002,-0.3990303,-0.39831024,0.7450415,0.07673585,-0.15011115,0.11770534,-0.0027897507,0.16345587,1.0196506,-0.08590375,0.37722737,-0.85189533,0.388089,-1.0124387,-0.34107667,-0.033621926,0.30377233,0.49543422,-0.07330071,0.46235317,0.9895894,-0.28330547,0.27403206,0.65717,0.09182117,0.26330006,-0.35001805,-0.17718193,-0.44096553,-0.25473207,-0.18893377,-0.14072493,0.49190956,1.0148969,0.03857245,-0.34495062,-0.04549466,-0.20847435,0.19864854,0.12717302,-0.19221622,-0.9834771,0.19242778,1.0429418,-0.46176422,0.22025111,-0.19488859,0.1559898,0.50555027,0.42331964,0.524066,-0.37085852,-0.35368747,-0.012817841,-0.14213309,-0.04834323,0.15236823,0.48984692,-0.889724,-0.16277052,-0.012199491,-0.53495353,-0.24679351,-0.47209314,0.81093,-0.25582853,0.6234772,-0.26733258,-0.282011,0.5578048,0.13127433,0.20216131,-0.6417746,-0.61214805,-0.39135414,-0.3156454,0.8462217,-1.116553,-0.2944234,0.10565738,-0.65452844,-0.08474639,0.60326356,0.81871974,-0.11047811,0.14293319,-0.19423512,-0.4463,0.2275042,1.2014472,-0.7369658,-0.14019576,-0.18986668,-0.057717167,0.22813405,0.027357712,0.9160091,-0.2875964,-0.05456487,-0.47350872,-0.22700146,0.37618124,-0.4858602,-0.27240282,0.061582282,-0.3013898,-0.21840972,0.060893804,0.6827764,0.13443366,0.10860995,-0.014967429,-0.48705816
NB1,0.5439257,-0.5425439,-0.40754396,-0.5808465,-0.15822038,0.3197746,-0.1517024,0.016394854,0.10666772,-0.037622936,-0.4298909,-0.15341589,0.0072220787,-0.02989526,0.55985487,-0.41029412,-0.25264877,0.17199124,-0.12270126,-0.39248794,-0.20956728,-0.2312479,-0.42359,0.47346509,-0.06907445,-0.28580597,-0.14509007,0.18760508,-0.5281113,0.10647798,-0.10666324,-0.38117093,0.12784958,0.35444802,-0.069933884,0.64211816,-0.17176509,0.1449637,0.31034008,0.48918456,-0.16019328,-0.008516531,0.074322075,-0.6756799,0.34836218,-0.39387083,0.54434615,0.124749064,0.60061985,0.03754545,-0.35137534,0.109978795,-0.11227965,-0.19931248,0.49095955,0.097619765,-0.19703664,0.6779934,-0.28109762,0.0012742169,-0.20538692,-0.1735355,-0.59509796,0.24945977,-0.044357516,0.6646825,0.05540062,0.17045592,0.31758493,0.546155,0.06911495,-0.17247021,0.05772132,-0.10157061,0.51132786,0.1539291,-0.4404626,0.091354385,0.6133091,0.25286394,-0.63392854,0.35231432,-0.117819615,-0.07461889,-0.25195688,0.51211137,0.64305854,-0.49714717,-0.16094527,0.1858888,0.14292844,0.24501848,-0.41669425,-0.22592813,0.1574721,0.055689424,0.24711329,-0.008911416,-0.008362414,0.40150374,0.27366543,0.055991642,-0.40378696,0.0653649,0.3839869,-0.46376845,-0.018618174,-0.049952127,-0.102539346,-0.4385151,-0.19340034,0.13913967,-0.17073287,0.11577869,-0.489438,-0.45210925,-0.12457359,0.11874302,-0.17905869,0.28351712,-0.4083171,0.25070894,-0.2599362,0.8230828,-0.1399143,0.0013721082,0.034397565,-0.08719597
MKN45,0.3872745,-0.4930159,-0.6824303,-0.15628198,-0.03840507,0.2646957,-0.071671404,-0.030096345,-0.20250767,0.117906906,-0.61265284,-0.12580307,-0.26760384,-0.021939874,0.45185927,-0.21331848,-0.33713654,0.35194466,-0.2913061,-0.4028989,-0.19049966,-0.22311236,0.036254197,0.3279301,0.12098635,-0.043493815,-0.18989152,-0.11370628,-0.3880482,0.20242071,0.022857847,-0.1220789,-0.12504028,0.14975142,0.08690178,0.37311423,-0.18635522,-0.031038497,0.27604526,-0.019984365,0.11069243,-0.05605837,0.042591605,-0.525789,0.09669997,0.09676424,0.20321225,0.038121916,0.35100818,-0.06965755,0.13962047,0.07494545,-0.054001816,-0.054102555,0.4314398,-0.030066498,-0.19556883,0.3777467,0.0124419,0.07243824,-0.27078453,-0.27800423,-0.59406614,0.18473524,0.087741986,0.17288716,0.14803481,0.021444086,-0.13093859,0.025128877,0.32425082,-0.0029875264,-0.014169082,-0.28135532,0.10489175,-0.18552352,-0.2818664,-0.10698665,-0.118202634,0.10738755,-0.54726464,0.45544404,0.109777555,-0.034639403,-0.25888067,0.36539537,0.45919982,-0.27436167,-0.2032662,-0.07334416,-0.11401515,0.20716615,-0.2664,0.061242726,-0.016208783,0.058531113,0.1923076,0.20465651,-0.118294664,0.40773818,0.43223265,0.13424268,-0.3160222,0.17667067,0.25271586,-0.27898613,0.19907126,-0.02751879,0.076214194,-0.29910916,0.19488248,-0.026906636,-0.34362784,-0.124309525,-0.08448498,-0.38866243,-0.15657161,-0.12610328,-0.1876246,0.20769244,-0.21223497,0.16627683,-0.2637643,0.6390507,-0.2331433,0.050753042,-0.26240006,-0.3114446
TT,0.4908363,-0.20126252,-0.9166541,0.17672338,-0.08923176,-0.16139896,0.3701805,-0.062286437,0.1681989,-0.42610353,-0.8612801,0.0023734365,-0.46849293,-0.23627673,1.0103648,-0.1083006,0.027886253,0.0012333388,-0.15706143,-0.54359734,0.03270262,-0.12061657,-0.053543583,0.57770133,0.17197153,0.08242847,0.054946486,-0.57752514,-0.114975214,0.08013529,-0.4703543,-0.165541,-0.056872476,0.17275454,0.13358234,0.5152673,-0.041534998,-0.1638888,0.30942097,-1.022152,0.2759491,0.21031973,-0.13339677,-0.30281666,0.80160815,0.29812768,0.2628716,0.28748056,0.7266578,0.12539959,-0.19032244,-0.05771394,-0.4158416,0.191508,-0.033686094,-0.07175939,-0.5649389,0.5026109,-0.25346783,0.9203079,0.041989934,-0.4464245,-0.8884296,0.047846727,0.39431447,0.43177438,0.22876905,0.2006969,-0.49073005,0.28039005,0.4034947,-0.44061214,-0.23936817,-0.42121643,0.26244947,-0.12259876,-0.57052433,-0.45590103,0.004504375,0.011006504,-0.90977025,0.5399141,0.13901496,-0.36743093,-0.5280506,0.4992058,0.27368352,-0.08449186,-0.39994597,-0.025214255,0.11015764,0.265815,-0.3987126,-0.23344325,-0.1498971,-0.23213212,0.87747306,-0.04918789,-0.5511552,0.37289834,0.16243398,0.01315913,-0.19818749,0.51702577,0.27535415,-1.1347786,0.47783262,0.06649713,0.21272182,-0.61271584,0.012364207,0.11352432,-0.61748874,-0.09082528,0.067366675,-0.89421374,0.0711624,0.29018983,0.10659665,0.4068413,-0.34018484,-0.19454482,-0.3490727,0.9269838,-0.09087281,0.7050149,0.30163503,-0.43664372
KYSE-410,0.44440746,0.20297071,-0.32061452,0.9120525,0.19979809,-0.94530976,0.13518624,-0.39273673,0.20753774,-0.7141978,-0.38117734,0.16723615,-0.21688092,-0.5368876,0.7965094,0.15561196,0.9467594,-0.4623594,-0.032539356,-0.49255314,0.425747,-0.5791989,-0.05887328,0.4708076,0.32411066,0.117424496,0.67987496,-0.1930945,0.5340029,0.3709871,-0.5263156,-0.119457364,-0.19819157,0.1954897,0.003538251,0.25362027,-0.2646874,-0.26757565,-0.20994273,-1.1929926,0.0047987998,0.3116979,-0.25980598,0.3693932,0.81869495,0.4498927,0.31527686,0.533021,0.52827,-0.35958025,-0.2747247,-0.65272015,0.17585187,0.63283044,-0.32992706,-0.07538817,-0.5221766,0.0693829,-0.509266,0.9675144,0.34176525,-0.300992,-0.7192287,-0.61424863,0.16354194,0.37883252,0.06473966,0.27708194,-0.34933546,0.32585028,0.19526058,-0.439903,-0.87923133,0.09845845,0.20900875,0.36047143,0.13333423,-0.09447318,0.13748713,-0.4768092,-0.81802446,-0.1490616,-0.20483299,-0.78571576,-0.7243981,0.058488715,0.049452033,0.23822449,0.07376246,0.5567567,0.48694113,-0.07851467,-0.3223189,-0.12475037,-0.016983513,0.059936754,1.1117265,-0.6974665,-0.7271925,0.076187655,-0.5859956,-0.2484091,0.14016539,0.21300253,-0.5351766,-0.8586129,0.3378235,0.47347966,0.4115101,-0.3393383,0.11810741,-0.1886795,-0.7435755,-0.13867033,0.42648667,-0.4725123,-0.22507502,0.14200643,0.036844123,0.093041115,0.42935944,-0.48244226,-0.1333346,0.8447845,-0.20837015,0.9528039,0.41727093,-0.28132907
