,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123
SUP-M2,1.0656074,-0.5805875,0.63115585,1.0426505,-0.21705288,0.48340875,0.17376828,0.66911393,0.14140777,-0.2403635,-0.54190207,-0.31121632,0.7787941,-0.16172147,0.5871848,-0.27706426,0.9106336,0.19641162,-0.73425514,-0.0033836626,0.4305302,-0.54428226,0.049511623,-0.1005498,-0.08152157,-0.23265833,0.3619014,0.049527667,-0.6098908,0.7418068,-0.07984614,-0.8690119,0.40470856,-0.11460078,-0.39727306,1.2305862,0.1954588,0.35497785,-0.549154,-0.1515867,-0.83278203,0.51443833,-0.010751694,-1.099814,-0.9806533,0.55720204,0.31541494,-0.9008054,-1.2096136,-0.31242236,-0.4984327,0.6427313,0.29243207,0.9216269,-0.13203888,0.26420772,-0.034356255,0.4664073,-0.039821044,0.02535975,0.13246301,-0.08644372,0.31962183,-0.33371788,0.28851724,-0.035378873,-0.18038009,0.60271287,0.5371613,0.51342523,1.824893,1.0302855,-0.54204285,-0.070535526,0.4150758,-0.00014683418,-0.025863767,0.14225462,0.40182573,0.08316627,0.5548738,1.3436515,-1.5458392,0.6357753,-0.036643796,-0.3023284,0.06152009,-1.1392243,0.88319016,0.47444534,1.0982023,-0.19280826,-0.28190875,-0.5890691,-0.24269275,-0.25391826,-0.79767925,-0.28009218,0.7424686,-0.32181743,0.27730188,0.26154804,-0.49195677,0.35419714,0.48560444,-1.0331346,-0.2266517,-0.7067906,0.1871396,-1.4883591,-0.060100097,-0.36394083,-0.5132643,0.07077919,-0.049930677,-0.34613636,0.3852777,0.41202214,0.41811296,-0.7828526,0.24104512,-0.31361583,-0.90247214,0.15549926
HEC-108,0.18522713,0.19945855,-0.54852027,0.14145322,-0.1563603,0.39579582,0.024830084,-0.008004191,0.32195848,-0.19553755,-0.20116058,-0.017484833,-0.25122055,-0.0047959015,-0.4692379,-0.11409508,0.050433584,0.22660397,0.31764024,-0.22166297,0.37905383,0.05924639,0.40093336,-0.15775022,-0.16493854,0.25534087,-0.16649713,0.19639196,-0.14690115,0.63096404,0.038919657,0.009006087,-0.68399274,0.23414528,-0.30726498,0.047205728,0.20477556,-0.018145232,0.015421729,-0.023092521,0.18923284,-0.1872575,0.096842736,-0.035682656,0.08449358,-0.09790003,-0.07364279,0.18664417,0.6609015,0.30781344,0.14189057,-0.17349078,-0.27954522,-0.33837068,0.08684061,-0.06729662,0.2359126,-0.48144776,0.5658378,-0.37071776,-0.6663243,-0.6163905,0.23667228,-0.30040878,0.008468751,0.36153156,-0.26480743,-0.3029643,-0.51555264,-0.37872648,-0.4589307,-0.7532352,-0.26915497,0.27363878,0.14275585,-0.21014829,-0.41678247,-0.6880674,-0.37166753,0.08643928,0.09152196,-0.39593554,0.6519141,-0.14903548,-0.12960288,-0.6130273,-0.2334401,0.44024557,0.12661663,-0.3419955,-0.017171863,0.06251219,0.071709394,0.36687663,-0.15368429,-0.058772303,0.044682264,-0.46560317,0.3419323,0.059202913,0.25405854,-0.14713565,-0.09966345,-0.38617784,-0.33332375,0.012523629,-0.09865269,0.09446442,-0.2697003,-0.2298737,-0.07555518,0.06567845,0.74089473,0.25462356,0.060604982,0.27306274,-0.3147775,0.13094847,-0.07164572,0.20874871,-0.16406904,-0.16347149,0.4787047,-0.3481441
MDA-MB-415,-0.12991746,0.19836143,-0.00743135,-1.4318864,-0.049486347,-0.19080965,-0.23086955,0.023037836,0.25720763,0.071296945,0.30138552,0.31627584,-0.07309911,0.09062325,-0.4811482,-0.4618482,0.0916879,-0.18834539,0.3522236,-0.4285133,0.10474682,-0.3895524,0.74542874,0.12969011,0.10655719,0.45926383,0.32896864,0.19109595,-0.22720256,0.4012134,-0.35343054,-0.21646298,-0.43165004,0.3540459,-0.48478234,-0.2569749,-0.29692286,0.42333034,0.13399315,0.41709492,0.65157545,-0.37081727,-0.09925628,0.17893898,0.2959123,-0.09534216,0.14454634,0.3086443,0.9948934,0.21073033,0.52115196,-0.1828896,-0.92643553,-0.40691224,0.41718122,-0.7496211,-0.13927166,0.1994491,0.26218015,0.39250436,-0.037938267,0.14946769,-0.39387968,-0.19567862,-0.3919486,0.023415072,-0.14317341,0.16269162,-0.16430627,0.07973631,-0.37201288,-1.0354146,1.1115886,-0.47158122,-0.14463462,-0.17176172,-0.3431311,-0.596518,-0.17215313,0.18441157,0.16376267,-0.50014246,0.5680974,-0.14608851,0.55797786,-0.34546465,0.12626064,0.51134664,-0.57224154,-0.13742964,-0.09785407,-0.24194519,0.29022267,0.76222336,0.15675129,0.06637381,-0.577882,-0.40726775,0.6325334,0.3919025,0.6306149,0.341106,-0.36599445,-0.5034286,-0.08745155,-1.2893933,-0.7328324,0.53217804,-0.16222174,0.3939864,0.044582795,-1.2223464,-0.23795727,0.30163717,-0.41907215,-0.21612544,-0.43780017,-0.6674142,-0.7295432,0.89956963,-0.200229,0.02322323,0.5411336,-0.61364985
NCI-H1373,-0.11809461,0.20194553,0.16952166,-0.9063176,0.47731018,-0.047531743,0.3195681,-0.0770749,0.07281642,-0.2672438,0.056450292,-0.1310831,-0.10999461,0.090926774,0.022331398,-0.45668685,-0.03494693,-0.37273952,0.13917848,-0.46725854,0.016186945,0.03114714,0.4025336,0.2740657,-0.23792063,-0.0838328,0.18774483,0.5006655,0.3305428,0.65500456,0.10957587,-0.037595887,-0.55727035,0.26443282,-0.31026796,-0.7898382,0.34672505,-0.018888412,0.19207932,0.11095318,0.32106712,-0.5069234,-0.21535139,0.14100347,0.020558905,0.14924112,0.03627993,-0.018672563,0.7832824,-0.30620855,-0.030330155,0.2553208,-0.064546645,-0.24040052,-0.14370881,-0.14604744,-0.27667722,0.11175778,-0.20489481,0.26580444,-0.6857505,0.120069295,0.26876366,-0.4467258,0.31165302,0.460146,-0.18362492,-0.13362022,0.1835786,-0.4342187,-0.49713728,-0.18269111,0.07487487,0.041760802,-0.40034473,-0.12278579,-0.23377886,-0.2723324,0.07355373,0.09179352,0.054667924,-0.46462315,0.29281387,0.17608304,-0.4683688,-0.8456082,0.1492575,0.28617805,-0.55814904,-0.21488118,0.31925493,-0.055674642,0.47813922,0.74067813,-0.2779038,0.040581547,0.04104828,-0.6237489,0.17451115,-0.010294814,0.14488684,-0.22304672,-0.3410307,-0.096461415,0.3228769,-0.053850986,0.023577362,0.49611554,0.066353634,-0.056249626,0.023097068,-0.5704311,0.15708281,0.15175885,-0.23741001,-0.12768722,-0.29353133,0.10969052,-0.2601801,0.59533405,0.50316805,-0.6012664,0.09295623,0.15264931
HuG1-N,0.22046801,1.227113,0.09893159,-2.0835607,0.10818958,-0.09876486,-0.6081654,-0.40725562,0.30426216,0.15464866,0.35890117,0.39885136,-1.2099761,0.26575112,-0.23478414,-0.3970328,-0.21425681,-0.36460462,0.4789621,-1.0118604,1.3205847,-0.82143766,0.94718325,-0.26388156,0.47221652,1.0533736,0.15552656,0.3819306,0.20173395,-0.17139748,-0.68138915,0.3099958,-0.8463089,1.1276656,-0.3283851,-0.5201128,0.22913583,0.3589392,-0.15493195,0.8106911,1.5207713,-0.7292338,-0.1227029,1.3431722,0.6087488,-0.14507562,0.10315563,1.222855,1.7884082,0.027136218,0.34397912,0.288903,-1.4461212,-0.5822644,0.15645379,-0.53892905,0.05298994,-0.25304365,0.26969507,1.3719201,-1.2747078,-0.64453524,-0.39843327,-0.15574399,-0.29800695,0.16266571,-0.27250892,0.5134855,-0.66801924,0.26654643,-0.48655817,-1.4391782,1.0777864,-0.4212979,-0.19815764,-0.41982433,0.51865053,-1.7027661,-0.109794095,-0.015277464,-0.012046161,-0.9258275,1.6848401,0.14072223,-0.65877473,-0.6372936,-0.002338931,1.681932,-1.3554299,0.22366667,0.38866198,-1.1199493,1.1786718,0.8804291,-0.011034923,0.4427754,-0.35227472,-0.22122526,-0.40826416,0.7820292,0.48592782,0.9685257,0.21914369,-0.40182456,-0.21720776,-0.8942204,-0.6495925,0.5565295,0.09478908,0.64913154,-0.4773149,-0.6094368,0.42749998,0.061890468,-0.36911187,-0.2210331,-1.3133847,-1.0614202,-1.2518563,1.603777,0.19911864,-0.06855383,1.0271839,-0.4642325
SNB-19,-0.13533258,0.47119468,0.13109222,-0.08325584,0.30657884,0.05943166,0.07072957,0.027574584,0.3043156,0.34398624,-0.36800173,-0.13427967,0.34637597,0.11752708,-0.37446836,-0.3898371,0.14959188,0.09584044,-0.055847406,0.17271417,0.20499662,0.3157967,0.3753029,-0.023848185,0.32350075,-0.33242354,0.076055415,0.011159427,-0.15107076,0.15340193,0.46752486,-0.3360964,-0.42380577,0.035091557,-0.39687526,0.057394248,-0.4298002,-0.2354289,0.40389276,-0.0771327,-0.43332455,0.37468335,-0.026132777,-0.37299794,0.18152909,-0.32784116,-0.10366809,-0.36265123,0.54077786,-0.09506513,0.13241395,-0.121270105,0.23799291,0.076358795,0.38292763,-0.08903587,0.39738175,0.13020848,-0.0041827355,-0.37336817,-0.20025164,-0.6055943,-0.104536824,0.016794689,0.27636662,0.144461,0.3121883,0.20008755,-0.036653984,-0.28432828,-0.54231507,0.021772966,-0.16251403,0.26898974,0.051183082,-0.20395838,-0.47679442,-0.13896218,-0.04766015,0.06960288,-0.22472364,0.22422881,-0.751188,-0.25755027,0.58470786,-0.13277867,-0.19670713,-0.15412585,0.2256355,-0.40630588,-0.55329406,-0.055347607,-0.27339116,-0.062328063,0.107381225,-0.28937238,0.48081034,0.18802664,0.63308173,-0.13618591,-0.017526815,-0.5077555,-0.2012257,-0.1019029,-0.049219437,-0.2465578,-0.15904078,-0.1314774,-0.1830491,-0.057057805,0.06132879,-0.41637623,0.26408777,0.20067354,0.08284115,-0.14396882,0.027400713,-0.116105124,0.33167577,-0.4908339,-0.122240484,0.35238862,0.20104934,-0.044507332
HMCB,0.043004055,0.13890651,-0.37568998,0.104659066,-0.15549603,0.38649744,0.2718965,0.11897561,0.3435958,-0.11009504,0.015582502,0.19674295,-0.33646843,0.09593667,-0.14454667,-0.080860615,-0.022217395,-0.018241104,0.14308476,0.09923202,-0.002937533,-0.33098075,0.065936714,0.31319186,-0.17583291,-0.24222673,-0.02946202,-0.053348713,0.009516081,0.21343641,0.37901247,-0.022942048,-0.31615075,0.38853928,0.04639656,0.07115242,-0.067630775,0.019024877,-0.123239346,-0.12367496,0.1398252,0.18037425,0.056263812,-0.015481808,0.031737667,-0.027217532,0.34210604,-0.3907174,0.16478607,-0.0961214,0.30884844,0.1492673,-0.07107536,-0.118286446,0.1446253,0.13295785,0.38575956,0.09317964,-0.44667852,-0.18389566,-0.18686211,-0.75390196,-0.11869698,0.10904581,-0.12492004,0.24421562,0.52163994,0.06863278,-0.017830376,-0.28309977,-0.11058523,0.38981614,0.051426105,0.55316764,0.21602212,-0.080016054,0.023041293,-0.3157607,0.11334915,0.4194629,0.042167936,-0.16119072,-0.31359714,0.18290007,-0.11139778,-0.041920647,-0.12647891,-0.076237865,-0.020164795,-0.0033586808,-0.08990755,0.0021543596,0.20861503,-0.40876606,-0.24146633,0.14287116,0.2888825,-0.11345325,0.67704,-0.006391149,0.1003168,-0.10225117,0.117915824,-0.26685542,0.15761676,-0.1813317,-0.08435242,-0.059986424,-0.0066489363,-0.23602287,0.016807105,-0.25006995,-0.003100091,-0.15163082,0.0045783296,-0.0051821154,0.05926693,-0.0012197345,0.23386136,-0.033762515,-0.009822439,-0.0314665,-0.08239707,-0.32404435
IMR-32,-0.3453274,0.06458494,0.18184167,0.56750774,0.009709414,0.40783,0.09641492,-0.17874855,0.29952663,0.06712218,-0.8490083,-0.17878865,0.2853116,0.10213479,-0.4558845,-0.7900116,0.29322338,-0.057110112,-0.10168434,-0.2687003,-0.44394934,-0.5606164,0.033001643,-0.22010104,-0.13166247,0.19106498,-0.24298652,-0.17906041,-0.50754285,0.029633392,0.13280842,0.028098848,-0.0059684757,-0.26592386,0.169298,0.5780467,0.16008084,-0.5835277,0.006577025,0.5347764,-0.5301961,0.21586223,-0.25788313,-0.4528498,-0.3762914,0.20728585,-0.4336657,-0.7031069,0.13276337,-0.5046347,-0.4870687,0.38813257,-0.20259488,-0.208173,0.19151205,0.19462708,0.075365834,0.2388239,0.13785574,-0.011996067,0.0071149934,-0.49498254,0.26138008,0.5049582,0.08478686,-0.10297517,0.4898648,-0.29743943,-0.32243454,-0.21223387,0.2956273,0.6329668,0.18127224,0.21533646,-0.3571488,-0.31367293,0.336237,-0.37401024,0.027665412,0.073888496,0.20629284,0.4115623,-0.8393232,0.19175541,0.46956682,0.08943656,-0.11594488,0.33357537,-0.022777162,0.2198124,0.45693496,-0.6021867,0.63231814,-0.28823593,-0.39661673,0.069779985,-0.35819894,-0.21458906,1.0444586,-0.70368373,-0.054117583,0.08920868,-0.2085723,0.1571863,-0.21213654,-0.81761837,-0.22061414,-0.37971652,0.047774535,-0.3466248,0.121083334,-0.39722762,-0.09302767,-0.01693731,-0.6004993,-0.83735806,-0.4813272,0.36917713,0.22628625,-0.24454127,0.4304166,-0.34499598,-0.3429457,-0.11427966
KMBC-2,-0.09944238,0.5923515,0.13079348,-1.9822742,0.16500136,-0.21123403,0.4982448,-0.53045595,-0.16850747,-0.17928852,0.5624468,0.2185466,-0.3319449,-0.15348542,0.3594783,-1.0922005,0.031091569,-0.74654716,0.13963023,-0.7934712,0.09428044,-0.937174,0.57145673,0.5791796,-0.25910956,0.37867597,0.3786903,0.8687189,-0.14825168,0.6395108,0.23583588,0.0585743,-0.32687744,0.57509375,-0.68663317,-1.8539307,0.28887457,-0.06013535,0.15262607,0.8630194,0.74247646,-1.0515479,-0.14462334,1.136264,0.5704792,0.16914502,0.40789655,0.08513795,1.4884564,-0.42061362,0.03014614,0.010230556,-1.0285267,-0.5855508,-0.26147628,-0.6019455,-0.15701003,0.20894976,-0.30514887,0.9538194,-0.9318033,0.26721767,-0.20140782,0.07610188,-0.06696716,0.32097912,-0.32217398,0.6090494,-0.01733211,-0.17669378,-0.2793129,-0.89222836,1.0768334,-0.3508606,-0.76110524,-0.5052299,0.08627847,-0.77201563,-0.07559764,0.1035261,0.25113136,-1.1981696,1.2970879,0.034915496,-0.59771407,-1.0456358,-0.18413082,1.0326772,-1.4943113,-0.18028694,0.85946214,-0.559684,1.3455447,1.2507502,-0.37666756,0.10302592,-0.98013407,-0.6597485,-0.19788991,0.48968357,0.6001919,0.49985957,-0.4311468,-0.20376544,0.2650994,-0.9566976,-0.54145616,0.8091005,0.11323981,0.29572544,0.043271832,-1.5250866,-0.11551046,-0.21249309,-0.41568053,-0.55096596,-1.0696567,-0.44627494,-1.1960156,2.2153137,1.0436605,-0.99508345,0.697616,-0.37679347
OCI-Ly3,1.3443354,-1.2615074,1.8916554,0.46129268,-0.44343242,-0.12785241,0.905908,-0.2944501,-1.173336,-0.49261993,-1.2240489,-0.6882462,1.9103564,-0.5056404,1.6989177,-1.4509139,0.6863143,0.53520674,-1.5876361,-0.003250908,-0.2958066,-1.4072859,-0.19276713,0.21448673,-1.5402175,-0.24699987,0.010969643,-0.3716032,-1.0095956,1.2044793,0.53827447,-1.4755268,0.49747723,-1.0024709,-0.5982228,1.5975225,1.2422613,-0.53084385,-0.55349195,0.31349397,-1.7996501,0.25677,-1.4956373,-0.339677,-1.9670194,1.8701426,0.13764347,-2.907447,-2.1217272,-1.2136528,-1.7828113,0.74323726,0.4506575,1.2989022,0.15948677,0.58865094,-0.29349408,1.0556194,-0.31429374,-0.6788377,0.42639872,-1.1060908,1.2587906,-0.23175865,0.21321182,0.3686099,0.31266597,-0.11242984,1.061233,0.36555654,3.6129482,2.8295445,-0.73619837,0.039783575,-0.9875582,0.6050765,0.31953087,-0.072136,1.0258163,0.97054636,0.23822865,0.99754786,-2.5391195,1.5726671,1.0808,-1.0236138,0.31571504,-0.94488627,1.069265,1.1806732,2.0264082,-0.7644302,0.40989065,-1.0946524,-1.0556675,-0.43593085,-1.6756284,-1.1679031,0.5174405,-1.4937204,-0.10085828,0.5003801,-1.2633097,1.548304,1.3750556,-0.86366796,-0.13338679,-1.1602424,0.2130672,-2.6865883,0.81047845,-1.1009067,-0.6302642,-0.6080774,-0.5877613,-1.636524,0.27114403,1.4762075,0.9192445,-0.53909963,1.5518183,-1.1159654,-1.6590016,0.61483043
BL-70,1.1609789,-1.9631269,2.6382508,0.7399819,-0.92353994,-0.31866968,1.3808824,-0.5108499,-1.7397683,-0.67633635,-1.616992,-0.7442085,2.406579,-0.14485815,2.1679645,-2.0312057,0.994465,0.3782444,-2.84153,0.40992713,-0.65166605,-1.3596258,-0.086801216,0.33877802,-1.7436638,-0.55646694,0.4739161,-0.6541864,-1.6302274,1.7094111,0.71152586,-1.8106971,0.7514889,-1.5665287,-0.80258256,1.5223304,1.5779195,-0.8233035,-0.65360135,0.46622103,-2.350163,0.2559573,-1.9788439,-0.53286946,-2.515583,2.2369847,-0.030881505,-3.5278544,-2.5785618,-1.7710772,-2.2999463,0.73039407,0.60109097,1.7810367,0.08664251,0.43886444,-0.47784552,1.1121525,-0.4767682,-1.034065,0.5331228,-0.7901563,1.8591548,-0.7645021,0.08058569,0.45456424,0.3014473,-0.49436232,1.9324868,0.31011307,4.023102,3.8543508,-1.3008306,0.6709126,-1.2830795,0.7436942,0.30146396,0.30782118,1.179957,1.2994229,0.5597911,0.937508,-3.4004333,2.0373654,1.6838521,-1.3158807,0.4230191,-1.5022886,0.9456466,1.4447324,2.9010198,-1.1086066,0.27022398,-1.4927293,-1.1910555,-0.55194974,-1.7266829,-1.8731979,0.49668574,-2.1987228,-0.38216063,0.5667648,-2.1931179,1.9246248,1.3411863,-1.080177,-0.14285979,-1.9709113,0.6782755,-2.895365,1.0214065,-1.3126829,-1.1922354,-0.2733404,-0.4042803,-2.234186,0.4870453,1.9072273,0.38020086,-0.3784862,1.9918004,-1.9362007,-2.1104715,0.7302127
YD-10B,-0.20763844,1.1443373,-0.46462068,-1.6321073,-0.5013701,0.16150834,0.026795119,-0.5254094,0.60633403,0.21066256,0.1856341,0.27244523,-1.2387004,0.27029064,0.32463652,-0.82864165,0.014087183,-0.67050683,-0.25817648,-0.8522837,0.5294429,-1.5922415,0.7114558,0.35236132,-0.19189847,0.9030497,-0.065598115,0.7653687,0.23096475,0.354977,0.3774057,0.27200684,-1.0756638,0.8824719,-0.18618733,-1.5419303,0.0067683714,0.47209212,-0.09330455,0.9359787,0.81699526,-1.3149668,-0.040716164,1.3088292,0.41164845,0.16320205,0.37485284,0.6624889,1.2908498,0.07556741,0.23742853,0.016725585,-1.2496998,-1.3836988,-0.5700325,0.05853436,-0.13978927,-0.44384766,0.26073402,0.7373932,-1.3843186,-0.25111997,-0.18818468,-0.42167428,-0.7884087,0.337613,-0.94053715,0.5581273,0.09019859,-0.6687612,-0.7751908,-1.2447544,1.0305803,-0.33851403,-0.6705486,-0.86736387,0.2931262,-0.9675979,0.20490219,0.19518395,0.3332319,-1.3214602,1.332908,0.17019321,-0.5651439,-1.2907149,0.5567375,1.2515676,-1.0300093,-0.2161842,0.89573896,-0.4879892,1.4514759,1.3464047,-0.5362348,0.89091885,-0.17715229,-1.0383625,0.059828993,0.8293983,0.7825456,0.14696681,-0.7324979,-0.04795106,0.038712084,-0.44507676,-0.13636053,0.6839785,0.5318798,0.16488723,-0.68974173,-0.4520073,0.59829587,-0.26287916,-0.26716548,-0.58377653,-1.1074909,-0.39741075,-1.486799,1.7346295,0.22464156,-0.8085242,0.5451447,-0.43848675
SK-LMS-1,0.12936184,0.57577413,0.25170144,0.27160236,0.7409115,0.8166425,0.66867685,0.30033657,0.25097057,0.444661,-0.88373756,-0.6172896,0.49078438,0.42564178,0.035337124,-0.8703516,0.57493097,0.40462974,-0.34828633,0.15850294,0.17616326,0.83084226,0.73566633,0.5570509,0.26054662,-1.3658074,0.41846463,0.15369186,-1.1310823,0.3380531,1.0664896,-0.814964,-0.8632478,0.10633535,-0.89364046,-0.728597,-1.2548535,-0.3576115,0.9433701,-0.09971865,-1.1255331,0.8801297,0.45663005,-0.9725752,-0.35441965,-0.65048826,0.049083862,-0.9162958,0.26488626,-0.5228476,0.4066191,0.34222728,0.5729935,0.26443774,0.22469738,-0.3158091,0.31807306,0.6022091,0.008194482,-1.1010773,-0.5234645,-0.5514862,0.09569816,-0.30791298,0.4929236,0.35407263,0.24011801,0.14156601,0.6787974,-0.828067,-0.92164636,0.74509954,-0.342953,0.38836414,0.17356573,-0.27638063,-1.6188034,-0.07097579,0.23833032,0.49294144,0.007797775,0.35816023,-1.5355183,-0.334635,0.3698655,-0.9189074,-0.7316788,-0.66580606,0.732263,-1.0696931,-0.9715559,1.0369079,-1.39104,0.7834409,-0.14834233,-0.44803953,1.0940526,0.2684871,1.6155385,-0.5702189,-0.23331933,-0.89638615,0.020798888,-0.18286756,-0.3630123,-0.21037427,-0.28039354,-0.7349817,-0.47426525,0.20329876,0.5372899,-0.8325664,-0.118582405,0.08468601,-0.2653187,-0.07491103,0.41725636,0.52665395,1.051635,-0.6388986,-0.42791945,0.6321177,-0.079849884,-0.28498158
JHOS-4,-0.3150652,0.2297939,0.15245801,-0.457533,0.13272747,0.2119042,0.15962945,-0.054213323,-0.12911452,-0.46483046,-0.489931,0.16855088,-0.100578465,0.28483513,-0.15654625,-0.3650907,0.0931397,0.005498279,0.19779152,-0.35040277,0.21281858,0.04144465,0.38819838,0.18811102,0.024750924,0.008150214,0.10297002,-0.13776314,-0.16858362,0.39392728,-0.023032699,0.041651722,-0.35053647,0.22429961,-0.27401748,-0.21649206,0.5165149,-0.00011286698,0.057662692,0.10106824,0.06824669,-0.22330552,-0.14199945,0.3531626,0.07765645,0.08789443,0.15527092,-0.13324073,0.47042528,-0.078739494,0.09864124,-0.05366671,-0.25858945,-0.016040657,-0.057061672,-0.23716152,0.03652212,0.17679867,0.29719457,-0.25678954,-0.26177138,-0.4396195,0.053567283,-0.06864179,0.11596595,0.26670152,-0.29260182,-0.057209026,-0.17274271,-0.055702545,-0.16163112,-0.13966238,-0.1348086,0.22068371,0.13048387,-0.20796704,-0.34785604,-0.3433791,-0.32199547,0.3509802,0.38922903,-0.15223044,0.4446446,-0.37229624,0.076587334,-0.29932994,0.11941931,0.38876653,-0.4530668,-0.2645469,0.15167654,-0.30779856,0.23847148,0.48109183,-0.40861538,-0.24303456,0.1620513,-0.35801494,0.026789308,-0.103471026,0.46371642,0.09505436,-0.00087495986,-0.10468407,-0.056287088,-0.44124523,0.15955979,0.21550557,-0.2337486,-0.3130367,-0.08799174,-0.29509348,0.2314408,0.32028508,-0.23121673,0.17746052,-0.3272617,-0.18446884,-0.33489352,0.7537083,0.079842865,-0.20548329,0.07882327,-0.31874046
SNU-182,0.067012906,0.97190607,0.011007803,0.36026198,-0.019080255,0.6700236,0.26690185,0.31204876,0.36371288,0.6276751,-0.9408404,-0.38593516,0.14077136,0.39951763,-0.36950105,-0.7994573,0.5178323,0.3866482,-0.10174706,0.17330839,0.5341807,0.55822617,0.5886606,0.43194735,0.29110637,-1.174606,0.180336,-0.050991252,-0.8309255,0.17248484,0.95532054,-0.5170039,-0.7984628,0.6604389,-0.6634679,-0.2043983,-0.60116017,-0.31552714,0.6384989,-0.5159913,-0.7991675,0.7583036,0.56713474,-0.75438756,-0.10592665,-0.75440085,0.021787193,-0.14692686,0.8412665,-0.17589766,0.19265606,0.20432113,0.09196834,0.12521881,0.23912966,-0.34368137,0.2730541,0.38055062,0.22313637,-1.0149065,-0.6039994,-0.71947426,-0.037350994,0.0010526627,0.032757465,0.4466831,0.07084173,-0.021689106,0.1702827,-0.60584044,-1.0758342,0.52987933,-0.17312948,0.43579394,0.6452171,-0.32874724,-1.1447582,-0.22669575,-0.13835353,0.34160084,0.083241835,0.17886661,-0.89530915,-0.3302682,0.92491823,-0.33254838,-0.9503128,0.09814316,0.77665746,-0.9714159,-0.9226216,0.7950324,-1.0018537,0.34774682,-0.040022455,-0.0067853015,1.2476914,0.25611198,1.4881327,-0.05745543,-0.317512,-0.8068485,0.1261696,-0.51259834,-0.7307563,-0.6352861,-0.39602953,-0.9903245,-0.43056884,0.2605694,0.050590754,-0.62100595,0.34023815,0.30517867,-0.2362242,0.227043,0.35626,0.21067187,0.5708784,-0.67743707,-0.62504345,0.74421877,0.1599987,-0.5946989
CAL-85-1,-0.23258202,1.025779,-0.06432918,-1.2754605,-0.48675492,0.259802,0.28146333,0.00094509963,-0.28577462,-0.52143663,0.033574887,-0.017381344,-0.8543944,0.19627815,0.28924295,-0.49725226,-0.590859,-0.22895642,-0.18649757,-1.1345376,0.2998019,-1.0563658,0.84667975,0.28028557,-0.33604562,0.21805309,-0.1329159,0.56659746,0.6173911,0.7615912,0.42369688,-0.06786712,-1.3299153,0.23689087,-0.43146676,-1.5845903,0.74863654,-0.2890343,0.0028592153,0.71306586,1.0166144,-1.1511136,-0.43550014,1.3228407,0.2494932,0.47649232,0.7980338,-0.36826313,1.117005,-0.5024363,0.10453802,0.08700068,-0.959505,-0.4746742,-0.15524924,0.26480404,-0.30003098,0.20501421,-0.24253733,0.323634,-0.89102125,-0.7358172,0.29614112,-0.5366333,0.046721395,0.570967,-0.29841045,0.0903114,-0.14103052,-0.5591041,-0.3842419,-0.8478588,0.3469656,0.019272909,-1.0476733,-0.24527219,0.38074628,-0.58819085,0.13283995,0.27546236,0.36697087,-1.526775,1.4219488,0.45646632,-0.45459205,-1.663035,0.1876243,0.9722239,-1.1949009,-0.30932865,0.78366536,-1.0161612,1.1836264,1.1022232,-0.8039283,0.27999243,-0.31866813,-0.8761511,-0.2980939,0.051977042,0.53300107,0.14478825,-0.546838,0.3405355,0.37894124,-0.048043974,0.1266681,0.92994285,0.29137093,-0.5806349,-0.47075474,-0.70649236,0.528365,-0.014801653,-0.14749704,-0.25466427,-1.0135671,-0.2521747,-1.1801729,1.6275175,1.0765933,-0.49878708,0.5447671,-0.09070345
