,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79
CHP-212,-0.034499347,0.9824747,0.6079641,-1.063556,1.1266295,0.5912172,1.1079803,0.025550395,-1.4122446,-0.51721716,-1.174184,0.57832325,0.7126679,-0.7710192,1.2161629,-1.040076,1.4997655,-0.6399933,-0.3461641,0.20526719,0.33559415,-0.22233886,0.9823315,-0.7582475,-1.1901536,-1.7333584,0.09230667,-0.17996085,1.2613686,-0.76665866,-0.9374544,1.7781577,2.0071163,-1.137573,-0.1612952,-0.3150816,-0.18491827,-1.2712036,-1.0248592,0.15298963,-1.7770414,1.6202059,0.48093084,-0.75619113,-0.63730335,-0.93032235,-0.31943297,1.2070416,-0.70564425,-1.3728993,1.6848344,-0.8878435,-1.608815,0.67229843,0.29296944,0.091103435,0.2296838,0.6815565,-2.9401577,-0.5177121,-1.5183597,0.9748622,1.5719013,-0.6275125,-0.5159506,-0.1822038,0.09057951,-0.5268523,0.29685527,-0.30313167,1.7381974,-0.28908175,-0.062612794,2.4399624,0.775922,2.1288407,-0.34006116,1.9317681,0.030672207,0.13459763
NCI-H1563,-1.3338156,1.7430676,3.5506368,3.5179822,-0.909012,-2.372634,-1.9257203,-2.313655,-2.7503796,0.906583,1.5431291,-4.5387974,-1.2633531,1.3972858,-0.8527403,-0.3085984,0.034161508,0.91852194,3.077175,0.28690973,0.2676522,2.790055,1.2184846,0.8617277,1.4639659,-1.1046256,-1.5746839,-2.7040644,-1.1347767,-3.5201306,2.2305205,0.47300458,0.11384926,-1.6688406,-0.14920098,-0.58876425,2.1401885,0.97705877,1.7427559,-0.6332358,-1.5463917,0.36652172,1.5161275,-0.24386767,-2.4745305,2.501978,-3.1305132,-0.69357556,4.604089,1.1084236,-1.172851,-1.1219147,-0.0028000474,1.3377573,3.544616,1.4447448,1.5867903,-3.522269,0.1351226,-1.13357,1.9862303,1.8052437,0.14937523,-2.5857773,-1.4788111,-0.46256313,3.7076204,0.5450455,2.3937583,4.4338603,-4.917856,1.6514654,3.3667324,0.7931905,-0.6419019,-1.9270629,0.83045375,-1.3243971,2.6568296,-3.3070836
HCC1187,0.7381883,-0.8522552,0.8046509,-1.5778906,-0.30602217,1.7679758,-0.5422594,0.98558915,1.8154052,0.78172034,0.47681397,-0.89503205,0.08785169,0.6875382,-0.1315936,-1.2084982,1.3430425,-0.5846602,1.2046611,-0.20029387,-2.653859,0.049317405,0.9025335,2.3550925,1.5177884,1.3910437,1.3737764,1.1882639,1.7381467,-0.33044308,0.095009826,0.8049384,0.38220963,0.6922819,-1.2458829,0.37511262,0.82928944,-1.0822908,-0.1682368,1.3333486,2.725596,0.060416177,-0.6027613,0.32088965,-0.6914933,-1.7905028,0.7610739,-2.839284,0.29211873,-1.3104659,0.03284532,-1.4676092,1.0911654,-0.229743,-0.37524572,-1.2846375,-0.78643817,1.5246882,-0.6024587,2.6990864,-0.38864407,-0.70129424,-0.9582576,-0.5007448,0.7951076,0.7973121,-1.5144854,2.1125138,-0.48119292,-0.5183612,-0.9834228,-0.49772877,0.083918035,0.243266,1.5254786,0.123696856,0.6328205,0.14379828,-3.202489,1.7098606
TE-4,-0.10270539,0.03660833,-0.3392543,0.51656055,-0.5105124,0.2967512,0.4179129,-0.6390557,0.2026905,0.91742945,-0.35211727,-0.20170704,0.026839023,-0.522795,-0.4783734,-0.262356,0.009943999,-0.4233838,0.46128926,-0.40068108,1.3529557,0.41504204,1.1150341,0.76050144,-0.5245029,0.90290713,1.0524862,0.25023106,-0.25481626,-0.24995099,-0.29235056,0.89853,-0.2601156,0.502443,0.3664914,-2.0412052,0.44703743,0.1411161,-0.13177204,1.1540192,1.3818783,1.0425063,-0.55039394,0.81195086,-0.41796842,-0.5519915,0.6128253,-0.1817995,-0.85983753,-0.84945977,0.37547064,1.342931,-0.7703308,0.7192068,-0.78546673,-0.58782506,-0.058862448,0.5800551,-0.65229714,0.047971636,0.38378397,0.05690253,0.9284676,0.2574659,0.1273784,-0.8208795,-0.23961626,-1.8557407,0.3945337,0.062629215,0.53401846,-1.3400013,-1.4124496,-0.27524722,-0.56426334,1.7620023,-0.80177957,0.54792166,-0.61455715,1.2378323
NCI-H146,-0.23078501,-0.17544499,-2.8614535,-0.3376512,0.067141086,0.18458836,0.47948498,0.13989681,0.9143481,0.31514543,-1.8167737,-0.17892972,1.678609,0.25665146,-0.53899133,0.2135908,-0.02503121,-0.030103087,-0.18544725,0.47316897,0.5022869,-1.6326967,-1.4323591,0.551614,1.5391729,0.6883327,0.8798626,-0.45766562,0.39702666,0.447275,-0.14259696,0.04199659,0.60582685,-0.51150715,0.4369406,1.2070177,-0.6844993,-0.6679703,-1.4757502,-1.74105,0.6934804,0.5419731,0.23269688,-2.1622941,0.8868824,-0.017586503,0.25218797,-0.39781404,-0.50130725,-0.005496403,-1.4529073,0.27125332,0.68301165,-1.2038499,-0.51293653,-1.6380225,-0.91449326,0.8048912,1.0455272,0.6089619,0.09620985,-1.1683456,-0.7931747,0.8907039,1.4636712,0.4434853,-0.14505005,0.9681169,0.86100954,-0.48490253,-1.9355564,0.46900144,-1.3168145,-1.0759634,-0.3062568,-1.3482417,-0.72594196,-0.24335307,-1.7208146,-0.690706
NCI-H196,0.6847606,-0.4997562,-0.14926125,0.474727,0.99435365,0.39638117,-0.40588927,-0.23147292,-0.50419635,0.7098436,0.90570563,-0.633749,-0.5875177,0.027645431,-0.3590181,-0.79281974,1.2072722,0.0028529316,2.145016,-0.20308296,0.29721802,0.3324393,0.3794441,-1.776576,-0.23546937,0.3695271,-0.73438555,-0.70762175,-1.5308449,-1.2696168,1.5523816,0.55920786,-0.24213731,1.8565012,0.17049235,-0.972116,0.4292022,-0.7617714,-1.1866927,-0.59008896,0.96527416,0.97135293,0.65282845,-1.0932,-0.10411438,0.10065807,-0.67410874,-1.3211049,0.9069392,0.02199027,1.8546536,-0.6604042,-0.36418718,-0.4745689,-0.23715335,2.251297,-1.3759413,-0.6595951,0.42454642,1.4101714,1.3386636,0.8904848,-1.14974,-1.9899192,-0.07376547,1.4723264,0.037122868,0.66164255,-1.6616675,0.47357467,-0.036398314,-0.429956,-0.19314012,-0.22640319,0.4612878,-0.42348513,0.28206465,-1.1917076,-0.91646826,-0.3928395
NUGC-4,0.44559813,0.78763807,1.3705015,0.6654162,-1.2943195,-0.9729835,-0.1235511,-1.2033088,-0.6987368,2.078446,2.7159648,-1.0991777,-0.5037973,0.011819309,-0.726073,-1.0479472,1.6259657,0.10379411,-0.19971472,-1.103698,-1.6590393,-0.30050874,1.3848839,2.3889902,1.360668,-1.3347363,2.6928926,2.0285168,0.98730606,-0.41238195,-1.1541336,0.6238902,-0.9469263,-1.5721265,2.072439,-0.1571381,0.13904965,0.41695482,1.2502608,0.4628592,-0.29192027,1.2702768,-0.6871847,1.1463337,-0.7175686,0.47039813,-0.1567286,-3.0750668,0.16100521,-1.3242673,-1.9171185,1.136609,1.365929,0.4319551,-1.4964015,-0.787712,1.1432817,0.9868078,0.83304477,-1.9102317,1.1971177,0.17186514,1.0758753,-0.40709487,0.44433716,0.35723746,1.9906385,-0.78098917,-1.6148158,-1.6177533,-0.07760453,0.09312278,2.2324693,1.1222099,-0.24490568,0.45988455,1.9190291,-0.68341964,-1.4750931,-2.352757
NUGC-2,0.4332127,0.6130421,-0.12094012,1.172232,-1.3453448,0.7507752,-1.2588615,0.4220181,-2.3819182,1.7089839,-1.1821088,2.3257113,2.0383465,-1.5974659,-0.35026315,2.2641265,0.04964254,1.7531787,-0.47549623,0.38842452,1.4187883,2.880992,-0.9477826,-1.1370656,1.4648535,0.53410214,-0.42316788,-0.7643938,0.33326644,-1.2120013,2.1578193,-1.7050668,2.8196201,-3.4709346,0.13336754,-1.0197839,0.7712537,1.6566828,1.9550856,-0.6822124,-2.4510775,-0.1399767,-0.83600795,2.2920628,1.5366404,2.3183603,-0.26050562,1.4968626,0.17344828,2.5810618,-2.7421176,0.6483139,-2.2856243,2.6162858,3.8915606,-0.42524165,0.454939,-0.4090707,-0.95811725,-1.6229459,0.65627116,-0.49661446,-1.7674519,1.008362,-0.5587127,-0.9506267,2.7020004,0.31173593,1.8825588,2.6670592,-1.6437962,1.1574186,0.7856819,4.440092,0.99606,-0.096694365,-2.4067054,-1.215348,3.2402475,-3.0318112
SW1710,0.56651825,-0.5884886,1.0770643,0.012970902,0.24959444,-0.406149,0.62133795,0.46139488,-0.48149177,-0.25107008,-0.051667873,0.54606754,-0.64358246,-0.19967355,0.40197176,-0.79173714,0.3314813,-0.4646659,-0.3036179,-0.016931102,0.7373114,0.2018755,0.27048403,-0.7229168,-0.52878726,-0.0017128224,-0.7368871,0.04484296,-0.26273477,0.21651584,0.105390504,0.7843271,0.20274751,-0.38393712,-0.030498749,-1.149778,0.83399004,0.23685533,-0.34098166,0.90909076,-1.2623541,-0.43196565,0.44624057,0.94330204,-0.7711183,-0.562799,0.3860005,0.48414034,-0.97135776,-0.13313064,0.58604705,0.054770164,-0.28411695,0.591743,0.48328146,0.20775034,-0.2249417,-0.72477025,-0.91597795,0.02472876,-0.58938164,1.371262,1.3010359,0.32518762,-0.6411372,-0.37846315,0.19296072,-0.3983246,-1.1568693,-0.2799403,1.9805416,-0.27256957,-0.41383308,1.1925666,0.40418488,1.8128991,-0.38678566,0.64121634,0.63561,0.75664496
SK-MEL-31,1.496872,-0.3090763,-1.5849866,-1.3019454,0.21837467,3.5284867,1.4565892,-1.5388035,1.3574201,2.7301605,2.9119358,1.3025508,-0.5692402,1.1733311,-0.33069307,0.33871135,-0.41225335,2.279121,0.11197277,-0.14413136,-3.8069816,-0.9599171,1.4093782,-0.064320445,2.4491456,-0.28924954,2.225616,5.0029488,2.2589352,0.12974802,-1.5676126,-0.6514638,0.85031396,0.43117887,-1.7854135,2.1630213,-3.0460575,0.11959683,4.762026,-0.8510083,1.5926497,-1.891522,1.7121327,0.7501527,1.0391318,1.8184689,0.3871925,-2.3309038,0.9416857,0.97760695,-3.231735,-0.52012527,-1.4920568,-0.23154317,-0.21041611,-1.7021335,-0.23164046,3.0563123,2.7547193,-2.1813657,0.24441084,-1.329793,-4.715565,2.1545947,0.05222949,-1.4911244,-0.053376004,0.7047716,-3.659163,-3.6103427,0.40789956,1.1910062,2.2842743,-0.8145139,0.7912031,-4.8620486,2.069162,0.094541006,-1.5066007,-1.6415129
HPAF-II,-0.57698387,0.97770095,-0.52837944,1.2686049,-0.93913376,-0.00056281686,-0.52189606,0.45295724,0.8284873,-1.1830673,0.86194116,-0.7410986,-0.13610215,-1.0411279,-0.16582182,0.07365842,-1.2571468,0.7170661,1.6779647,-0.46983588,1.4513007,1.5453215,-0.27576265,-0.17461272,0.5606431,1.3703032,-2.5316553,-2.3363044,-1.67498,-2.423649,1.0906123,-0.40034354,-1.7520666,1.227881,0.050474893,-0.10904612,0.6205824,0.0709635,-0.42009905,-0.753469,4.01107,-1.6626816,1.4112064,0.242179,-0.117237896,0.326799,-0.24035282,-0.38489878,0.021851914,-0.2765151,-0.28633767,-0.025168194,-1.5850188,0.3157908,0.12333568,0.9898694,-0.00027687848,-1.1716866,-0.30846182,3.3507369,1.1734722,0.3386078,-0.5227286,-2.5303216,-0.6574544,0.86390257,-0.153368,-0.27942196,0.3102118,1.6657553,-2.5714726,-0.61075366,-1.7524662,-0.78793216,0.14017418,-0.82679003,-1.3543943,-1.2488934,0.9859058,2.9049807
VM-CUB-1,0.5098299,-0.5548156,0.34444988,0.60438335,0.03557521,-1.2399486,0.44460136,0.37201315,-0.039813243,-0.6187451,-0.17372943,0.3613458,-0.16726296,-0.9955443,-0.051769756,-0.3661064,0.9967785,0.5863941,-0.2671889,-0.09223762,0.2691651,0.08397844,0.043394264,-0.27055886,-0.6272411,-0.5287689,0.21405794,0.14055467,-0.32563853,0.8179449,-0.048745867,0.80868757,-0.13213341,-0.21258643,0.86590743,-0.6370163,0.08160271,0.29301468,0.003705226,1.0856185,-1.0604435,0.97721267,0.060546763,-0.16308421,0.6734431,-0.39386064,0.17500862,-0.19621584,-0.4710835,-0.614067,0.9822194,0.5979563,-0.67990506,-0.27448913,-0.23927134,0.542807,0.33951735,-0.102613606,-0.6049501,-0.4308767,-0.40968868,0.9904207,1.2135608,0.03023395,0.4506395,0.20147528,0.05982432,-1.0515742,-0.6633629,-0.12491257,0.7758779,-0.3362007,-0.3540008,0.54661137,0.1447936,1.7062068,-0.07985213,0.42598072,0.07407335,0.11020324
SK-MEL-1,1.3590124,1.0538496,-1.5250174,1.9349313,1.0793583,-1.5698333,-0.42613533,1.2826159,-0.3522732,-1.1204906,-3.0486429,1.0581027,0.58452606,-1.1987005,2.2634618,1.8504901,-2.0151143,0.69130135,-1.4246963,-0.4469232,0.73671985,-0.2590508,-2.7398074,-3.0509624,0.31401858,-2.340543,-2.0244212,-1.9710504,0.43885288,1.9181557,0.7124886,-1.7581366,0.77575684,-1.7644031,0.72091985,1.648886,-3.14083,1.6859746,3.4329162,-2.0223603,-3.073153,-0.7215043,1.4172447,-2.0497596,4.971991,1.4760395,0.03769234,2.6282227,-0.6538696,2.58633,0.6518562,-0.6650857,-1.6080722,-1.0754479,0.026608676,1.4079943,2.9141712,-3.1044466,-0.27256936,-3.3249934,0.8507582,0.51162505,-2.2954843,1.6711683,-0.009344927,1.1941129,-1.3336769,-1.5632821,-0.5460713,2.00513,0.77991754,1.8523808,1.7864076,1.4020673,1.2936645,-2.209335,0.43595484,-0.7886129,2.993142,-3.40028
Hs 742.T,-0.16719407,-1.287748,-0.42792913,-1.3802224,0.97992045,1.1536095,0.48855853,-0.0043985844,0.5045346,-0.0032277107,-1.2043808,-0.51986676,0.9492061,1.7896056,-0.19507438,-0.14124827,1.8425083,-2.5033386,0.40715685,0.907544,-1.7792592,-2.0601373,0.15773739,1.032226,0.93180865,-0.062119905,1.8391708,0.7074104,0.78758305,1.3464624,-0.74619067,0.25456855,0.45495772,1.1419141,-0.9289935,1.4801617,0.8016013,-1.5582888,-2.4896762,0.7264571,0.39693695,1.0520673,-0.9208799,-2.2727742,-0.16680363,-1.7108468,0.7249672,-0.5177618,0.30340448,-0.061765112,0.41926613,-1.6023018,2.037314,-1.242021,-1.4391137,-0.43214604,-1.4435141,2.1739194,0.8137813,0.40790433,-0.43986267,-0.2669849,0.14302891,0.5943912,1.537195,0.721717,-0.022059133,1.565385,-0.45816544,-1.1796415,0.023783252,0.06741431,-0.35034412,-1.6619948,1.2093722,-0.20733114,1.034119,1.1061606,-2.5596766,-1.0961254
NCI-H1355,-1.5642266,0.8088879,2.7960765,-1.8273525,0.97442997,-0.4577828,0.4221578,-3.1297793,-0.3019069,-1.4865686,1.3358321,-3.386043,-0.24175042,1.6913787,0.8333907,-0.59513414,0.3162943,1.1919365,-1.0153899,-0.0603891,-3.5136638,-0.11840242,1.596553,-0.69228685,-0.6031513,0.70035356,-0.65272355,-1.8225725,-0.33877316,-1.2975322,0.5253064,0.62822473,-0.087543376,2.659723,-1.9638257,1.5373639,1.4453051,-3.3510356,-2.1392288,-1.8266225,2.087403,0.8449896,-0.07174103,-3.4975564,-1.9815573,-1.8437762,-2.4710915,-0.8617337,2.4689932,-1.2046252,3.2392714,-1.9195865,0.38192108,-1.1963166,0.45757866,2.7823167,-0.024924994,-1.6706679,-0.645259,2.8424041,-1.385081,-0.8774066,-0.3024541,-3.0207987,-1.9395704,0.8825906,-0.7833468,4.3576617,1.9562968,1.9446459,-1.5734051,-0.3237917,1.712283,-2.098935,-2.3960032,-0.8417688,2.1026423,2.7760599,-1.0736527,1.8946556
Mono-Mac-1,0.30882668,0.33512527,-0.3157006,0.27750796,0.6462503,-1.959875,0.95178425,-1.2515066,-0.20661452,-0.13819097,-0.31502157,-2.4541392,-0.4450654,-0.9751124,-0.06527026,-0.35023874,0.9514446,0.38796753,-0.5791661,-0.03528376,-0.52759063,-0.23073891,0.12104594,-0.6547548,0.15516338,0.5835178,-0.547666,-0.7669781,-1.1824505,-0.41122258,0.2180627,0.60501516,-0.5788882,0.3089634,0.689772,0.4943652,1.4856713,-0.9569869,-1.9638705,-1.194759,0.6839012,0.9509298,-0.28908485,-2.5216703,-0.29033956,-0.058858346,-1.6070577,-0.55250573,0.73094004,-1.6102728,1.5990868,0.25452483,0.46719667,-1.1335896,-0.557498,0.8512603,-1.116381,0.11365819,0.07432419,1.8198094,-0.11193732,0.70809776,1.7837074,-1.2712926,0.15086271,0.15803705,0.6463636,0.27595952,-0.057598896,0.25752932,-1.4755238,-0.12722649,-0.43070424,-1.6599686,-0.49278656,-0.21696483,-0.16404323,-0.14337924,-0.8388967,0.94766027
DK-MG,0.6357726,-1.0782017,-0.38433802,-0.58802015,0.18198,0.9188029,0.10988003,-0.3305774,0.9895255,1.2252553,1.1981794,0.55015606,-0.26017797,0.17190453,0.014396913,-0.18118282,0.40855783,-0.44181296,0.57233655,-0.17645134,0.3909447,0.44284418,0.66583836,0.81230056,0.04809849,0.7240149,1.3972821,1.0796403,-0.3115374,0.36776757,0.16204518,0.2755324,-0.7127356,1.0234194,0.36392033,-1.6270583,0.08616552,0.22165948,0.33228683,1.4532821,1.0784935,1.1726297,-0.70647776,1.0304481,0.26826048,-0.14756939,0.50838643,-1.5276102,-0.45130798,-0.07186937,-0.0987035,1.3389884,0.8824588,0.46871608,-1.2065182,0.3972643,0.0008644834,1.0272231,0.6118449,-0.7205128,1.339348,-0.009498417,-0.798797,-0.15061617,0.45938307,-0.13051274,0.13489127,-0.1472683,-1.796185,-1.6255971,1.009455,-1.2572274,-0.4708697,-0.4594481,-0.23477803,0.96531385,0.45353723,-0.015704036,-1.470645,-0.1413098
NCI-H526,0.29721916,-0.6221955,-0.11856231,0.10978768,0.04760653,-0.08895591,0.87907076,-0.14599374,0.0685209,0.30484432,-0.3094322,0.41656402,-0.324376,-0.113189235,-0.026775813,-0.9046175,-0.100943424,-0.63946503,0.31489995,0.23709936,1.1240268,-0.1361569,0.2641991,-0.5131015,-0.5265935,0.39861423,0.18764149,0.20126267,-0.4501934,-0.05777289,0.059071317,1.085861,-0.0039882585,0.1463489,0.21365975,-1.4991784,0.79136795,-0.05277173,-0.2103208,0.94824994,0.10805085,0.21904457,-0.3648305,0.7024498,-1.2505325,-0.8172004,0.76179916,-0.03391199,-0.74812573,-0.2330693,0.09392628,0.54157615,0.33549288,0.5389825,-0.17879447,-0.25189236,0.37265944,-0.04576488,-0.55319273,0.12016768,-0.12794286,0.8906487,1.0928695,0.5341624,0.294968,-0.6003972,0.16814218,-1.0607977,-0.09242955,-0.6587402,1.2028165,-0.7896982,-1.0846733,0.18848495,-0.26822382,1.4719296,-0.7780193,0.22618656,-0.35855535,0.6697141
NCI-H841,0.3735793,-0.64698577,0.29694647,0.2699198,-0.1913737,-0.016217053,0.6421646,0.042533595,0.119450934,0.35874128,-0.3757074,0.10048281,-0.43345332,-0.15646178,0.07649897,-0.43995827,0.022668831,-0.6316984,0.07826032,-0.25614887,1.135733,0.044242766,0.58841586,-0.7541454,-0.4784354,0.5760109,0.14780563,0.4062792,-0.4836329,0.3506219,-0.16322234,1.1078136,-0.11086829,-0.39209127,-0.0034852847,-1.4176619,0.77360564,0.17382357,-0.009152465,1.050522,0.09501971,0.4226812,-0.6613276,0.8816687,-0.9786255,-0.8539817,0.63287294,-0.07619503,-1.0256878,-0.15059206,0.27378753,0.6444566,-0.12484968,0.5922711,-0.12935475,-0.06250567,0.04558586,-0.044448785,-0.8666965,0.10143167,-0.46853527,1.1790792,1.429739,0.4438218,-0.18700306,-0.8548481,0.14103264,-0.9859586,-0.36324555,-0.3034743,1.2572883,-0.32038826,-0.9635175,0.23882444,0.065815546,1.6480073,-0.79256034,0.09579739,-0.08675475,1.2027663
SW1417,0.61718065,0.21063817,-2.4056013,0.056536295,0.09982436,-0.07225876,-0.6413571,0.108447164,-0.1470259,0.7484817,-0.4367579,1.2074599,-0.32609063,0.7745367,-0.11181492,1.9230827,-1.5612353,1.3253084,-0.46142608,-0.68868047,0.30863667,-2.3785899,-2.9102616,-0.87815845,0.35926825,-0.8764247,-1.0733912,-0.40879172,-0.642698,2.0016391,0.25664315,-2.3286629,-1.3825257,-0.24108799,-0.4179517,2.874617,-2.7065294,1.0291919,2.1419387,-2.3137817,0.27981922,-2.586321,0.62494564,-1.0959393,2.923404,1.6785513,-0.182173,1.7083989,0.08686071,2.8691218,-1.8582509,-0.37266842,0.7003675,-2.1247623,-0.8038562,-0.9830249,-0.04359301,-1.4726379,4.3081737,-1.1638824,0.5421505,-1.8337591,-2.6540473,2.8797374,0.7880195,0.22041054,-0.74600506,-0.37109387,0.17345926,0.97428197,-0.86685723,1.9082644,0.30100203,-2.6290703,0.2957661,-4.8642373,0.46534082,-1.7336586,0.27144638,-1.5883598
NCI-H1651,0.776513,-0.7315117,-1.3149217,0.1712952,1.3140333,1.6136596,0.7176642,-0.19946694,1.0664675,0.31770784,-1.5091338,-0.9983352,1.7663417,0.51659536,0.48524585,0.2586003,0.16381787,-0.50546914,0.31741798,1.2757311,-1.479956,0.33102587,0.46019483,0.45638663,1.4706428,-0.75430655,2.1352339,0.80061054,1.6504257,0.12369324,-0.6199591,0.24589972,2.281022,-0.14698651,-0.34454107,-0.44613484,-0.8018974,-0.563803,1.5793383,0.46659628,-0.08921203,1.3248824,0.27923405,-1.5552462,1.6269817,-0.3120353,1.0043861,-1.1258398,1.0050669,0.68610895,0.33504444,-0.92582065,-0.67965955,-0.27559012,0.011493534,-0.50866014,1.560838,1.0313854,1.6998475,-2.6052322,-0.62422144,-0.8392771,-1.5298237,0.26443815,1.8276422,0.34846148,-0.5864928,1.004949,-0.08564228,-0.23999071,-1.1452856,-1.0782557,0.53087395,0.080111,0.5059833,-0.14036337,0.45170853,1.6363313,-1.2667714,-1.3900747
KNS-42,0.122015655,-0.36116436,-0.41820577,-0.4839803,-0.45037282,0.8037279,0.5092964,0.040442698,1.1748053,0.60819894,-0.032058496,0.025814962,1.5262502,0.044625506,-0.15324634,-0.2475315,0.6437353,0.31119376,0.08793211,0.1373353,-1.9860013,-0.23778982,0.9641964,1.0697296,1.7677306,0.20112182,1.8169286,1.4230733,2.1072335,-0.3772654,-0.5703711,0.4959347,1.5302377,-0.2493352,-0.3347975,0.68858594,-1.2592695,-0.80894756,0.95309806,-0.84805083,0.87143934,0.7529343,0.7126015,-0.795449,0.9110825,-0.17493144,0.61448526,-1.9541758,-0.046861805,-0.37425536,-0.5919042,-0.429747,-1.3023208,-0.13086303,0.057664514,-0.4038029,0.7413892,1.4960608,-0.11699206,-0.3044815,-0.32831398,-0.616193,-1.9728022,0.19411416,0.9814233,0.24579397,-0.2594159,1.7289934,-0.41262788,-0.6069976,-0.25647184,-0.36447257,0.6536572,0.6467992,0.17138845,-0.82962257,1.0895791,0.9818108,-1.8864881,-0.7890755
GCT,-0.52113503,0.4385636,0.08162713,0.08071041,-1.1091995,-3.3389406,0.23370826,-0.00010021031,-1.1466255,-1.8943602,0.87609065,0.7231415,1.313415,-1.4125097,-0.62660617,1.4155713,-0.9071242,1.1008998,-2.643333,0.83910334,0.26388898,-0.6201328,-1.6680458,-0.25492352,-0.05442653,-0.8239784,-1.675958,-0.35065824,-0.82824737,1.4147352,-0.9042949,-1.1865276,-0.6046396,-2.2924936,1.1076564,2.009946,-0.30058202,1.3465059,-0.36225352,-0.24873385,-3.699528,-0.69905686,0.048261847,0.29131162,0.31804875,2.047167,-1.5066929,2.5649712,-0.3318385,-0.34410393,-1.5634707,1.7613319,0.68805724,-0.21362703,1.0654061,-0.5344942,-0.7267564,-0.53584373,0.9005945,-0.21124317,-0.82212865,0.29158598,1.9113293,1.3417028,-0.26840112,-0.7274279,1.1828225,-1.4551146,-0.43816787,-0.62348425,-0.4923358,2.2588358,0.5843085,0.30530328,-0.8185495,-0.037446365,0.16384059,-0.938347,3.0669258,0.14190535
ABC-1,0.4251349,1.3615415,1.1209038,1.4412651,-0.4464987,-0.39042723,-0.4843813,0.8819464,-0.23473364,0.806594,-0.67175657,-0.5914873,0.42146668,-0.9911134,1.0577085,0.25950772,0.22184172,0.44177338,-0.83749616,1.0257516,-0.12618712,3.0648258,1.0255488,0.8262974,0.90743005,0.6731343,0.4511059,0.17078657,0.5469028,-1.0996271,-0.8027986,-0.69709104,0.7462919,-2.2135916,1.4585669,-0.9686763,1.1328156,1.5695527,0.3239197,1.6663263,-1.5585886,0.3926966,-1.6047012,2.5241692,0.7694951,-0.05292748,-0.06767437,-0.5736599,-0.51091564,0.032395586,-0.83138776,-0.32384264,-1.3766483,1.586771,1.8611513,-0.14179875,0.6979476,0.82710207,-1.1791167,-2.9108672,-0.050657757,0.5226576,1.1824178,1.3306345,-0.45775563,-1.7006097,1.1327615,-0.57875264,0.04636247,0.16384126,-0.994408,0.37664992,1.4977098,2.1965377,1.9724399,1.8766749,0.20967415,0.083297215,1.7559162,-0.9320227
NCI-H2227,0.06546505,-0.28379676,-0.7292778,-0.0069180354,-0.10493553,0.66077334,0.5781105,-0.5595373,0.4315796,0.6906231,-0.24483815,-0.18794912,-0.07867205,-0.035815977,-0.24955238,-0.398364,-0.34260553,-0.9646846,0.40489957,0.53058636,1.4096904,0.22629853,0.5488594,0.7815019,-0.646404,1.0333627,0.95373756,0.16005678,-0.27150622,-0.31566718,-0.14813136,0.79487836,-0.1111842,0.36482102,-0.00889454,-1.9230808,0.6319523,-0.025365785,-1.0389876,0.9396966,1.1519045,0.75612307,-0.76520836,0.92581177,-1.1735806,-0.5642618,0.8312883,-0.24104671,-0.9443841,-0.41264078,-0.019724205,1.0672284,0.29455996,0.8185678,-0.70883214,-0.6306975,0.042153385,0.78773326,0.56490123,-0.55443525,0.3924963,-0.039559264,0.69353276,0.44028848,0.2801839,-0.76260054,0.011314421,-1.0044727,0.42927063,-0.88450634,0.7410198,-0.9580853,-1.4764484,-0.48660335,-0.72131795,1.1403148,-0.82514083,0.71386105,-1.2061243,0.75201684
TE 125.T,0.89671856,0.43928236,-1.9558873,0.42848083,0.84739834,-1.8008549,0.6023109,0.1418457,0.074969605,-0.2990382,-2.8972945,-1.3969477,0.33671996,0.57138604,0.38248408,1.1171433,-1.1036382,-0.96631396,-0.38397443,0.72317785,0.39272445,-2.865102,-1.5982983,-0.97940433,0.7970039,0.09961282,-0.86344755,-1.4324421,-1.9856626,2.0085347,-0.23690724,-1.0142921,-1.6284204,-0.08385167,-0.15359792,1.8737626,0.055584516,0.39886436,-1.872242,-2.6258473,-0.6956629,-0.46681428,0.02674105,-3.4926608,2.2026412,0.52370065,-0.88560164,1.0271761,0.8768846,1.0831758,0.6925472,-0.37281305,2.8427012,-2.2498155,-1.2943354,-0.49877846,-1.2679849,-1.5884311,1.8506472,0.13938451,0.8964581,0.44101277,0.41063613,1.5182817,0.7261833,0.30864185,-0.47893026,0.39215857,-1.0557463,0.79682714,-1.4591242,1.7155337,-0.33350357,-3.5161064,0.77610236,-3.1044106,1.0164552,-0.651153,0.08520657,-0.7450314
