,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111
SUP-T11,-6.657599,-97.43473,75.279205,47.807613,-66.20311,22.580482,-18.254622,-77.020935,44.816574,10.918808,-42.76457,6.232882,-72.69246,5.06462,-22.262436,-0.3681544,37.28149,-14.638348,-8.76244,88.88895,75.55255,-17.95956,32.587757,1.5120256,2.7951977,-79.72028,29.128439,52.436005,-54.29866,42.530144,12.490085,-37.39238,-88.40211,-39.343643,-36.326084,32.414715,72.27426,-20.569927,-20.234282,37.221916,47.711674,-22.759892,-9.583408,-113.6006,79.54209,-50.483715,-37.212654,22.772808,9.5252495,80.057945,-35.268898,59.086716,-122.5196,59.812496,-16.523008,-84.2223,41.786995,92.50314,19.716494,2.3530545,-41.723167,-13.278546,-22.1823,-69.61007,45.834927,56.512905,-0.4487761,35.462353,-18.199291,8.23635,-114.266014,53.388462,15.678932,54.046566,-46.958096,40.63099,51.14532,-80.54062,-4.5622163,0.16538411,18.74034,63.2303,-76.267075,60.87219,50.629696,32.810093,6.633288,18.617622,-18.858679,90.06325,9.813985,38.28164,22.510609,-33.382526,84.222046,95.87434,53.788536,-24.958153,-79.22556,-121.6058,22.709211,5.08863,-45.133316,51.520638,-76.77073,-28.979185,27.896484,-56.294106,18.600822,43.996574,-6.948951,24.337145
SNU-899,0.98909026,15.375892,-14.033856,-4.5056243,8.361327,2.29284,3.673806,5.414196,-4.3556433,-6.3066297,3.4405541,-3.4948819,9.936445,-4.866947,4.175552,6.493419,-9.257207,-2.327231,-5.660495,-15.443649,-9.30808,1.9439349,0.14993748,4.756998,2.1284776,12.232729,-2.3662302,-9.365617,8.548412,-9.2271385,-2.4617634,9.951689,15.018892,4.777449,13.057528,-3.2483995,-9.827324,8.4870205,1.527264,2.6586332,-8.795874,3.9868808,-1.9601696,17.210823,-8.324812,5.462563,8.509316,-6.0572934,3.2256398,-15.528187,0.10200299,-11.898248,14.071643,-13.462264,9.054419,9.128041,-13.692014,-15.916885,-7.433314,-2.7296903,8.209227,6.0079055,0.8778175,11.719037,-7.698403,-11.634697,3.2995656,-1.6962283,2.8510315,-4.2279286,19.738,-10.758229,0.38983217,-9.789581,2.237692,-7.1590977,-5.086516,12.661982,2.5231986,6.350335,2.4866834,-6.336612,10.50543,-16.082323,-9.604791,-6.395172,-1.0064781,1.6809417,4.174546,-14.396027,-1.6650313,-9.126497,-5.471597,-4.6711483,-14.2196665,-20.538786,-11.808735,0.8061714,8.759194,19.96459,-3.1537445,-1.1368101,12.09466,-10.769381,13.129376,9.771968,-1.777311,9.20724,0.031818178,-9.571945,6.699153,-4.518328
UACC-812,11.379406,-1.253903,3.6568267,-2.061193,-6.0328712,-4.0255795,-6.048591,2.9969835,-1.1588701,4.8387804,-0.6285793,11.999271,-2.8110251,5.5546427,-4.414656,-3.716996,2.4904165,5.8428063,3.5075908,9.499209,13.280867,-10.883879,-5.454641,-4.046645,-13.746001,-7.944396,1.3019615,5.9231873,-7.876503,-1.1587673,1.5469636,-1.8611646,-7.990378,5.350224,-4.1275134,3.2827985,2.6949177,3.0344079,3.4753852,-6.4114904,1.1679204,-6.086744,-7.7142463,1.3330591,2.5526524,-2.186813,-9.304699,7.574747,-2.5088708,0.12514123,3.8110836,-0.5280233,-4.220665,1.9362624,-7.394963,-11.710344,-1.0409292,1.8778496,5.5543585,-6.016701,1.8033503,-3.1005867,-2.6999927,-5.4082403,-4.3189306,10.834413,0.43747357,-5.3340125,5.8994946,7.7383456,-1.9542053,6.3561835,-2.8944886,7.779624,-1.397428,-0.7073035,-4.7690067,-9.025863,-11.9578705,3.7236173,0.6516926,5.6214433,-6.379267,-1.4465668,-5.126782,0.3165686,-2.5675113,-0.23930421,-4.2193437,-2.1057563,-0.674031,-1.3613441,7.7794046,-14.555135,9.534916,8.550456,5.064031,0.7129622,2.1361966,-7.6087823,8.191825,-6.424617,-4.761303,-2.1961687,-7.982769,-6.6110744,10.076066,-6.3648233,-5.5217633,5.467626,-2.1527357,8.990518
RERF-LC-Ad2,2.305489,17.953506,-16.929682,-5.8762536,10.853382,0.94735193,4.1456046,8.641416,-6.2117877,-4.4308505,5.67187,-2.8357909,12.731037,-2.6829097,4.9573956,4.9144373,-9.835397,-1.0279984,-2.7931907,-16.42685,-10.7255535,2.6990094,-3.2442024,2.3428967,-0.19596434,14.801078,-3.7367277,-9.885497,10.228449,-10.950277,-2.3931751,10.371375,17.653198,5.892389,10.84981,-4.6724114,-11.482796,8.805562,2.1944973,0.43194914,-9.946034,5.3882265,-1.7610424,20.778776,-11.672558,7.793354,8.427024,-4.8824744,1.300349,-16.730976,3.2389467,-13.548906,17.700975,-14.512545,6.4112988,10.802125,-13.4391165,-18.816172,-7.1808934,-2.166469,9.021713,4.3408575,1.9295715,12.806008,-10.587069,-12.7250395,4.390732,-4.3191776,3.923954,-2.8190095,23.419918,-11.614318,-1.5215762,-10.764718,4.9882917,-7.9379454,-8.822705,14.771696,1.6479864,6.3485737,1.2070341,-8.429605,12.399239,-16.447554,-11.118047,-8.510581,-2.4261882,-0.34716365,2.7672787,-17.745584,-2.7674272,-10.25177,-4.2760153,-3.5434954,-15.832792,-21.279284,-13.049259,3.1212318,13.101979,23.077896,-2.0908647,-2.1112573,11.475128,-13.135771,15.046571,9.253872,-2.1090255,10.968591,-2.311743,-10.960224,4.9410124,-3.8887448
Hs 852.T,-1.4708903,10.7060585,-0.07477652,-10.870504,13.5550375,-8.193204,0.06410593,19.393759,-7.148035,-3.1304674,4.8142786,1.4930454,3.0668318,4.7106447,3.3499682,-5.178495,-0.9041125,3.991669,6.0475664,-15.524688,-22.225046,9.845109,-6.8594747,3.1055694,3.6713996,6.3683133,-10.537607,-8.244478,3.46258,-1.1423705,-6.2758985,-5.1669426,10.42511,10.004438,6.756786,-10.887343,-10.0535555,-10.797737,11.250175,-11.293324,-6.95771,4.1573043,8.35294,15.82236,-12.434078,7.4686327,5.7289314,-7.217882,-0.9975626,-7.1896734,9.3220825,-4.358222,20.978184,-9.541957,0.07294241,22.645765,2.9193327,-0.76030934,-2.2858648,-2.08635,0.08505009,2.2430773,12.089089,11.2365265,-0.41701907,-7.324668,-13.685937,-6.602832,6.095115,-0.96188414,11.768833,-4.138723,-6.5578604,-3.3246648,9.618439,-2.2462766,-5.590822,16.26452,4.0992985,-15.8651905,-7.7680345,-21.03399,10.766433,-4.0889864,-1.5116411,0.7947499,-0.5225294,-4.683285,8.626842,-8.639803,5.810075,2.1357923,-2.42051,23.047844,-10.696909,-13.198048,-6.3757577,5.989027,10.270348,15.18034,-9.986785,7.8046155,4.510942,3.5453691,10.078967,1.6653943,-10.589999,6.5379553,-3.746677,-9.09016,1.2004216,-5.1412773
AsPC-1,15.91115,9.257652,-8.595682,-11.356096,6.7258883,-1.928708,-5.533723,12.700466,-8.603657,1.8726121,9.238591,8.832726,7.862468,4.6087866,-5.1338596,-2.7122312,-2.4553487,10.171261,3.5338583,-2.6761587,2.5521476,-5.609041,-8.197542,-4.422687,-10.332654,5.047327,-6.1855044,2.2388775,-1.6802675,-3.6717682,0.23940279,3.2642634,9.310707,11.880214,5.962637,-7.969681,-4.586607,6.909265,10.5736885,-7.260296,-9.439004,-3.7433329,-3.990729,20.491503,-8.957025,6.447613,-2.683217,4.999725,-4.6362195,-12.068142,11.601053,-8.3497505,11.087718,-13.89236,-1.3095076,-0.94887596,-5.690609,-13.058592,1.1493884,-11.748197,3.5761988,-0.8461531,5.4053893,4.0347915,-8.585336,-0.035752635,0.22817196,-9.159304,16.891874,5.2215357,14.506119,0.009178912,-6.8093524,-0.29508168,8.454198,-5.379419,-17.342352,2.4212658,-11.824838,4.8806934,-2.7395365,-7.282121,2.6604693,-10.269705,-18.209854,-5.691515,-2.1918976,1.6459569,-5.7562356,-13.719298,0.62124693,-5.3403015,5.3237295,-14.128139,-0.45991486,-6.9763246,-2.3433585,10.614197,14.380033,9.456426,0.33330613,-9.587117,3.2760015,-8.556701,4.468662,1.9427843,7.0430055,-0.82063705,-11.175984,-0.59489787,0.24224216,5.2645235
NCI-H1435,13.146402,2.5084429,-6.462291,-6.0826354,3.919271,-3.8243752,-4.544907,6.2103224,-7.9753118,3.9543061,8.814507,7.4139886,4.252616,3.4122021,-6.7375093,-3.7849042,-0.32192242,6.663647,1.140817,0.6385692,6.21036,-5.958657,-5.801423,-7.0588756,-9.288049,1.7258782,-2.9175467,3.694299,-3.0122855,0.5071091,4.116586,1.9580209,4.1723404,6.826574,0.67439634,-5.626064,0.5984764,4.6412144,6.232197,-4.3041906,-7.746042,-5.9773393,-3.3725789,15.432217,-6.036676,4.7674036,-5.2060294,5.5093174,-5.974565,-5.934871,8.956249,-2.7779713,6.2958813,-11.157732,-2.6924574,-5.40085,-5.379955,-10.519381,1.5918211,-11.475396,0.3440869,-3.4805472,4.808428,-2.2964828,-5.4922013,1.9624094,3.342847,-9.587935,14.968184,6.017184,7.1765757,1.1711621,-7.1969786,4.572638,6.253849,-1.5586252,-14.3721285,-1.3742138,-11.189787,5.524147,-3.5971773,-2.2207646,-0.17704117,-3.808376,-15.421366,-3.0811663,-0.6780257,4.2367663,-6.299534,-8.30963,1.6807146,-1.7008736,4.6668687,-15.973815,1.909253,-2.0744147,-0.10242568,10.631769,11.725691,4.0073376,0.4392413,-10.763872,1.5925496,-4.5708566,1.1033802,0.93699145,7.865461,-0.9803862,-9.2516775,2.8613143,-2.518502,5.4688373
RMUG-S,2.6865,16.36899,-15.638219,-3.1189296,6.179961,2.4719934,4.166186,5.0304174,-4.7153616,-5.5257926,3.2112753,-1.022489,11.930358,-4.004268,4.162458,7.463175,-11.101297,-2.3443608,-4.9700117,-13.517243,-4.4055867,-1.0211456,-1.8576456,3.1464398,-1.7629985,13.123794,-0.42319503,-8.63226,8.64249,-11.751015,-2.770109,11.300675,14.518507,4.3497877,9.834537,-0.95992786,-9.871699,11.616956,-0.017793685,1.8890651,-7.537645,5.116983,-5.406114,16.297218,-7.8478518,5.638776,6.9223413,-3.5620341,2.7140517,-16.854319,0.23851718,-13.098208,11.546233,-11.823534,7.684721,3.5849805,-15.655111,-17.01257,-6.6546426,-2.0306244,10.336866,5.2357726,-2.1330435,10.848554,-11.486094,-9.495919,7.6623073,-2.0056689,1.3329737,-2.9506984,20.736586,-10.104166,1.66173,-9.564159,1.7362481,-7.8120804,-6.1882725,10.831038,0.32095495,10.565068,3.7492013,-2.2350795,8.816861,-16.983347,-11.704411,-9.105422,-2.646886,1.2977086,1.7439847,-16.172438,-4.4816346,-11.478161,-3.8187902,-9.074764,-13.37911,-17.642284,-11.6708145,-0.3241927,9.877383,19.561283,1.4770765,-2.3076832,10.342802,-12.868559,11.624051,7.2104735,0.28389546,9.203839,-0.0016866662,-8.493649,6.1098223,-1.5221564
MHH-ES-1,0.65481406,-6.7445884,9.703835,-2.2458797,-2.314736,-1.9384843,-3.407906,-0.6258853,0.96959555,-0.56465214,0.59584004,2.9288142,-9.604605,3.5944474,-1.7254474,-0.7106364,5.56109,0.8119242,1.4972987,5.630693,0.8774793,1.2700505,-1.1520971,2.3725576,3.1416502,-6.604562,-1.5437751,4.649995,-4.9985404,4.988671,-2.1153736,-8.5747595,-6.136913,2.7197778,0.5302766,-3.9539077,3.740972,-5.466362,5.3691206,-1.8662552,1.756553,-6.307516,1.9978349,-4.344156,4.4157443,-2.5100384,-2.4070554,1.2885132,-0.022659376,4.961049,1.2605617,5.1075234,-6.4798083,1.2323946,0.99247426,-2.1488347,4.040239,9.233421,2.4888194,-5.9816704,-4.6640973,-1.8038126,2.6781087,-2.9769928,6.605374,4.3148685,-7.2262607,0.9832212,1.1146989,4.375064,-8.92496,6.1684365,-1.4803638,2.34412,-1.0019666,3.9168177,0.7029579,-3.8724053,-0.8728892,-5.874567,-0.9763782,-0.46846506,-3.5259016,4.804186,2.226811,5.9621215,-2.241725,-0.6125563,-2.459361,6.0818334,2.7740548,5.3567457,3.4781756,4.614979,5.282863,7.488165,5.6532574,1.1290984,-3.0813136,-7.998937,1.3974923,2.35892,-4.2403426,6.1729913,-5.4907937,-2.7474892,-0.28551048,-6.6288605,0.14977849,-0.053414255,1.703837,0.09056306
YH-13,-4.577646,15.411376,-3.3033633,-15.728046,23.199463,-11.334368,-0.100733966,28.056854,-12.261548,-4.5888143,10.792068,-0.55033994,6.7118654,7.9429812,3.755883,-6.9589105,-3.4510968,5.3884196,9.511893,-25.338669,-37.194103,19.817501,-10.473812,4.009149,7.608608,13.785728,-19.405138,-11.935969,8.578552,-1.5492498,-10.422383,-7.7535753,20.335217,14.427537,10.128863,-20.765274,-14.051158,-17.968992,17.949444,-14.915407,-12.011982,7.9110065,14.992792,25.85928,-21.944065,13.565743,12.241618,-12.229403,-1.2264206,-9.785056,14.861385,-6.1792803,31.856585,-18.313784,1.8830918,38.17179,5.9627104,-3.2763386,-3.961732,-3.1467204,-1.8143269,3.813152,21.801937,17.892828,-0.03884928,-14.9742155,-20.476381,-7.0977206,12.353065,-3.096781,17.868597,-7.1375585,-10.843296,-7.7961535,18.063765,-0.43122056,-12.629308,28.154718,9.844737,-23.481878,-12.496911,-35.37847,17.26914,-4.5096235,-4.5979524,0.77289814,-1.9648244,-5.6789446,9.851819,-12.377761,10.106185,3.4549878,-4.167666,38.368454,-17.751438,-21.212181,-10.988919,14.1948,16.448465,25.489803,-17.561344,13.695075,8.070048,7.1799517,18.385998,4.450875,-18.09438,12.057689,-6.4814835,-16.446999,0.69476366,-10.638079
HCC1954,4.194737,13.330903,-12.833574,-3.444076,6.124793,-0.41967225,1.9428276,6.6220937,-5.881218,-2.7889671,4.265461,1.0764503,10.264958,-1.3870126,1.5254793,3.6560633,-9.001479,0.09221565,-2.3319733,-10.697579,-3.2885106,-1.2408407,-3.693645,-0.044934135,-4.568761,10.3295965,-2.2288651,-5.8808823,6.113659,-9.107413,-1.5581425,8.171706,11.926979,5.3022313,6.4328303,-2.1457934,-7.564383,8.017514,1.8298621,-0.76490784,-7.2351985,3.4952874,-4.5337024,16.07416,-8.398439,5.9909925,4.494214,-2.1535654,0.5608651,-13.173804,2.996569,-10.701065,11.259968,-11.305116,3.2998636,3.7472515,-11.269125,-14.668758,-4.364269,-2.6896868,7.830259,3.0991943,0.25644636,7.873174,-10.402811,-6.8006372,5.2161803,-3.8047473,5.173393,-0.8601439,17.490622,-7.2647333,-1.0145547,-5.841605,3.7848346,-5.5795484,-8.423415,9.26517,-1.3711998,7.7845592,1.2765634,-4.0478272,7.003881,-12.839089,-11.22757,-7.300046,-2.644615,1.3435802,0.24035324,-14.010795,-2.309432,-8.547256,-1.6681104,-7.6219215,-9.5112705,-13.832656,-9.093697,2.9422388,10.373848,16.053862,0.6922587,-2.6804368,7.980703,-9.891626,9.273875,4.884239,1.1833447,7.6853905,-2.9862766,-6.169978,2.866126,-0.062305626
LN-235,-6.1499143,22.947289,-11.927163,-13.437246,21.988018,-7.0793233,4.9958334,24.603916,-10.951323,-8.188439,8.711202,-3.394101,11.996486,2.4083486,8.157642,0.48131984,-9.540889,0.46971023,3.574296,-30.093296,-34.863045,17.099651,-8.367434,7.413332,8.279163,19.725973,-14.296392,-17.190567,14.078167,-9.076666,-11.002994,0.9698695,25.188572,12.368706,14.2349415,-15.545279,-18.718275,-7.7821007,12.529171,-9.851997,-12.720914,11.34216,9.792055,27.709013,-21.171906,13.259288,15.340738,-13.728143,1.8231326,-18.060387,9.9124975,-12.710861,32.431026,-19.650345,7.8118625,34.258286,-5.232282,-11.17852,-8.09925,-0.66586196,5.276452,7.1761003,14.867201,22.404821,-5.854518,-18.993141,-11.066059,-5.5767603,5.128121,-6.021983,26.947256,-13.352998,-5.6712685,-14.021799,13.941645,-5.6730847,-9.783219,30.51785,10.935942,-13.906364,-6.6976533,-28.719336,20.752092,-13.783821,-6.7730856,-5.088356,-2.9891324,-5.3102727,11.194732,-19.006563,4.03098,-4.171549,-7.641061,29.809328,-24.865543,-28.191309,-16.786388,7.689016,17.531693,33.18176,-13.031046,11.662268,12.535164,-1.7443721,22.674511,7.8168564,-16.92827,16.403368,-1.9199382,-20.188316,5.897044,-11.573778
NCI-H1963,8.463188,-15.081989,10.579784,1.9721558,-16.008938,6.5376053,-9.454646,-12.729906,9.534831,3.1140695,-2.9991117,6.0676136,-14.358482,3.6811826,-6.718902,4.348815,9.325847,1.4192688,2.60369,21.438005,19.5866,-8.72932,1.6940433,2.7834551,0.6096163,-14.429706,6.156134,16.079369,-13.640978,4.7349257,-1.6791619,-3.6358347,-14.197472,-1.8109643,-3.4480996,4.731609,10.293236,4.542217,3.0056536,4.7092447,9.692828,-8.188504,-8.290779,-17.79745,17.121704,-12.435448,-14.120603,13.730515,-0.02339746,11.721648,-5.004933,9.115578,-24.9585,6.280878,1.8664851,-27.435457,2.1696064,13.409242,6.3314805,-11.580572,-3.0291407,-2.0546272,-5.0314126,-9.557391,8.646017,12.772691,3.4010782,5.1135025,-2.3128164,2.4615977,-19.477413,14.798025,3.9714952,7.4942684,-9.439236,2.7332902,2.977899,-20.531769,-8.662193,4.7849903,6.529822,18.716131,-16.6993,11.22791,-0.022089254,0.3761831,-4.9339075,1.6745788,-7.8003416,10.7640085,-4.770633,0.6538035,11.84703,-16.6443,17.32098,22.14903,15.24522,-0.5880958,-12.496829,-26.462685,10.92128,-3.9249647,-10.479749,4.721358,-14.59538,-5.0699005,11.47977,-14.931712,1.2157946,6.2893844,5.7364283,5.354551
SNU-478,7.340683,11.847141,-10.326907,-6.731277,5.8223534,-0.8596312,-0.051594462,7.299879,-4.922355,-0.8822791,5.1874065,1.9087657,7.5244274,0.10126387,0.6830104,0.8869842,-5.220254,2.9057236,-0.32171947,-7.3721766,-3.0358121,-2.599762,-4.381452,-0.59752667,-4.0729656,7.334474,-2.657083,-3.6185658,3.4200318,-6.8104186,-0.57703525,5.6174955,9.772139,7.0719523,7.0556283,-3.0595996,-7.252275,7.8275495,4.2815456,-1.9314749,-7.0559936,-0.01213011,-3.6303868,15.742149,-7.276959,4.0550346,2.1117697,-0.2332681,-1.5706288,-11.756502,4.801394,-8.870293,11.663849,-11.348556,1.7403632,2.652093,-8.753849,-13.642603,-2.792317,-5.304945,6.8710546,1.3850003,0.9380813,6.58774,-8.098579,-4.729843,2.2716706,-6.1031685,7.4306903,1.8978353,15.490734,-5.2285,-2.7818868,-4.444633,3.7762048,-6.217676,-9.209238,6.2548227,-4.725693,5.9944553,0.2265728,-4.5086417,7.3015723,-10.374159,-10.253729,-4.895701,-2.550734,0.49394447,-0.36980093,-12.998662,-2.0142922,-6.7139025,0.0017165318,-8.233441,-6.9668546,-11.753763,-6.294002,4.729023,11.178221,12.8314,0.8393438,-4.9732237,6.003032,-10.62753,7.858742,4.9306197,2.8215344,4.8154554,-5.1594152,-3.8382876,2.3520863,0.59945005
NCI-H1930,8.064482,-9.567882,7.646879,-2.816753,-8.327702,1.7244714,-7.9880176,-4.16467,4.153252,3.701683,1.3592396,5.821584,-9.512561,4.827996,-6.049885,-0.10661752,8.205983,4.132396,4.5771976,13.731566,10.666935,-5.338736,-1.4843619,0.42107043,0.20200182,-9.480962,1.6648113,11.531519,-10.185296,4.8900466,-1.1124566,-4.474024,-8.232003,1.8593107,-2.257911,-0.08420198,6.082505,0.61749625,5.6930213,-0.73808444,5.003948,-7.13867,-4.0071673,-7.8359127,8.453315,-6.5665016,-10.896062,10.224026,-2.2419589,7.851219,0.24485274,6.9984827,-12.275542,1.9204378,0.13979018,-15.239826,3.3455348,8.01382,5.94436,-10.45882,-3.2059004,-2.627021,0.3130727,-5.8453307,6.8977933,8.888481,-0.68257844,0.3969857,2.00351,3.081097,-12.134275,10.92538,-0.52554566,5.898011,-2.8101628,1.7553414,-1.950503,-12.874294,-7.8383803,-0.0044896565,1.3909335,8.9656515,-9.819436,9.211852,-2.1375868,1.0417331,-3.433576,0.17640722,-5.4586854,6.0183997,-1.7449557,1.7548563,9.221892,-8.492108,11.681256,14.998122,11.436884,3.3967855,-4.871564,-16.940006,5.3417645,-3.7167635,-7.7184033,4.231861,-8.8803215,-3.6935303,7.486274,-10.54172,-2.0314977,4.4736857,2.5824113,3.464768
Caki-2,4.335517,16.948837,-14.97348,-9.59322,14.3527,-3.7769241,1.8518697,13.713995,-10.000293,-0.603227,9.069026,0.0068914955,12.579427,0.34877297,2.766957,0.529799,-5.716994,3.0101306,1.5331688,-15.367921,-13.282772,4.625732,-6.530692,-0.30131403,-1.2852985,14.411757,-7.7572274,-9.59224,9.102016,-7.7601953,-1.9370128,7.568988,17.326464,9.140753,8.913096,-8.579335,-10.80747,3.358208,5.50704,-5.328356,-12.133543,3.5298848,2.359113,24.343908,-15.742396,10.712201,5.9941626,-3.5440571,-2.1790886,-14.975255,8.085011,-11.773897,21.942923,-15.280822,3.6768734,14.60442,-9.059915,-17.408941,-5.3126483,-4.9496107,5.435663,1.1301724,7.2977543,11.594328,-8.795523,-11.442382,1.0536832,-8.389837,7.4954724,-0.6401453,21.717995,-10.070625,-5.1128054,-8.56092,9.271804,-6.4958487,-13.258737,16.350634,-0.2225004,0.4883126,-3.1606226,-13.976094,11.601199,-13.355623,-13.772572,-6.729164,-0.7902421,-3.1786373,1.431911,-17.496187,-0.026251053,-7.9058948,-2.412412,0.66338944,-15.258064,-19.074469,-11.781941,7.1307483,16.043335,22.586168,-4.83313,-3.0294914,9.762014,-8.428131,14.628908,7.613333,-3.3142202,9.763469,-5.654197,-9.9796295,1.7257417,-2.9676116
SK-MEL-1,-1.4493757,5.1136565,-1.6963413,-1.049951,1.4599471,1.1202569,0.700222,3.3702607,0.008380901,-4.8980174,-2.111938,0.35003254,1.580045,-2.0503795,2.3797266,4.5628843,-2.9095407,-1.9455805,-2.2113762,-5.3747597,-3.4566176,1.9922519,0.9015822,5.1263256,1.9776933,2.7846575,-0.8620613,-3.3864746,2.3069441,-3.8728387,-4.046945,2.7627578,4.0529056,1.9386564,5.6003914,-0.7312524,-4.0865397,1.3727396,1.9648993,0.04456249,-1.3096888,3.0023675,-0.617609,2.741471,-0.07191941,0.6975245,3.3538008,-2.675202,3.6672335,-6.079582,-0.92574036,-3.872475,2.054259,-2.5432265,5.181891,2.131783,-4.367663,0.22308561,-2.4462938,-0.84035623,2.6680377,4.6283345,0.07049913,5.826023,-1.4738925,-3.0890052,-1.0610956,2.0583575,-1.889227,-3.4523494,4.743788,-1.9777272,2.800378,-3.447377,-1.4451958,-2.658484,1.904675,4.4417014,2.859659,-0.9775708,2.2480237,-2.0240629,1.6876293,-6.56723,-1.7697767,-2.8555765,-0.648677,0.09684301,3.1324499,-3.9026942,-0.70465374,-3.0531266,-1.6100029,2.4813588,-4.373502,-5.5001373,-3.6869025,-3.0838685,-0.4077734,5.334314,-0.92878544,3.3848915,3.7262335,-0.5446024,3.064169,1.2299509,-2.2931094,1.5539565,2.7631867,-5.0174327,5.8266883,-2.511297
Daudi,-11.9203825,-151.88435,120.52804,69.85244,-95.66018,26.996725,-29.358057,-110.15529,65.110214,19.132444,-62.98633,10.704655,-113.30635,10.925851,-36.36333,-9.861915,60.67066,-18.409706,-10.19299,132.84636,107.53213,-23.30286,48.00117,-1.187401,4.218241,-124.2414,40.661613,79.74231,-84.64255,71.37765,22.325668,-64.42421,-136.6409,-58.098007,-57.740475,44.313812,111.23115,-42.622284,-26.719501,50.011772,71.14578,-36.82591,-6.7746377,-169.78447,116.471054,-74.48686,-56.213047,30.76866,11.52257,126.69315,-48.707962,94.83429,-177.83899,90.39386,-31.650133,-116.333275,72.512085,144.66394,32.90589,5.2852182,-70.03914,-22.88169,-25.959421,-108.24516,73.678795,86.7837,-10.717633,49.923557,-21.107931,14.454224,-176.8697,82.460556,17.322973,87.74447,-65.57063,65.98111,76.03978,-120.24655,-6.434574,-10.994787,20.54802,85.07768,-112.979385,99.25325,82.042694,56.694923,13.26544,28.988243,-25.710949,141.36896,22.655792,66.90106,32.10846,-37.712654,129.70938,146.76584,83.08422,-32.025047,-117.782455,-184.62065,26.607351,10.276314,-70.54876,85.67904,-117.10877,-47.03023,38.75186,-85.169304,24.500475,69.56728,-16.862339,35.200615
NCI-H2347,4.9243336,10.587582,-9.99757,-6.10403,9.120482,-1.9517494,1.2359533,8.032518,-6.4693265,-0.6982815,6.53356,-0.39086404,8.283886,0.61352646,1.7432171,-0.69267005,-4.5086966,2.1904612,1.304365,-8.8643675,-7.576169,1.5327902,-4.7653103,-1.7772717,-2.4101093,7.9668007,-5.524332,-4.664427,4.392097,-4.8268003,-0.6565558,3.7080834,11.011421,5.9596095,5.06441,-5.692951,-6.4039435,3.4872017,3.6478398,-2.005795,-8.410976,1.1358066,-0.054889,16.609798,-9.781742,6.4504356,3.7849016,-1.4693035,-2.3812041,-9.928277,6.104176,-7.933288,13.203976,-10.82121,0.6520178,7.801235,-5.9134145,-12.881241,-4.0589004,-4.214003,4.3416924,0.01648371,3.6276367,6.3536444,-6.8008285,-7.1494875,0.13353838,-7.008484,7.9784923,1.8113006,14.446092,-6.229587,-4.4280224,-4.1364846,5.583534,-4.5784283,-9.513108,9.014107,-1.621765,2.0520198,-2.3049936,-8.310438,8.090451,-8.8115425,-9.104384,-4.2595444,-1.3945019,-0.28781193,0.024843108,-11.988169,0.16521707,-4.661836,-0.75557065,-2.3467128,-8.287369,-13.332575,-7.314503,5.9345384,11.311004,13.861901,-2.2497613,-3.2426178,6.7766714,-8.048027,9.351502,5.8968725,-0.89865595,5.8667536,-5.683833,-4.94093,0.34570006,-0.32345748
