,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69
KE-37,0.8185071,0.047621466,0.5918344,-0.13280365,-1.3004805,1.2034255,1.3840545,-0.9455745,0.43010446,-1.3581393,0.43067375,-0.7153701,-0.68800634,-1.2376319,-0.15150169,-0.30203262,0.7994012,1.8253541,0.5621842,-0.47518957,-1.1515604,-0.16625223,-0.7581119,1.5089737,1.8914182,1.9516222,-0.4765265,-1.6690116,0.9596917,1.8765694,1.7037995,1.6155809,-0.37278506,0.078475885,1.2788166,-0.95539653,1.462179,2.6846712,-2.186413,-3.3705533,0.42373002,2.269707,-0.26563424,-0.959593,1.1627028,-2.0726998,-1.0943037,1.6839978,0.8440422,0.98496944,-1.267838,1.7061521,0.2964016,1.720099,0.054610673,-0.8684013,1.103619,0.80755067,-0.081953615,1.0066909,0.1828398,-1.0705323,1.7976114,0.6751695,-3.0030684,0.26788166,-0.3167023,-2.4263077,-0.6404264,2.362177
MOLT-13,0.31230062,0.47237104,0.5933505,-2.2990823,-0.26195168,-0.31196675,1.7724316,-0.51636326,-0.056728963,-0.4473019,1.2124351,-0.10272429,-1.6532222,-0.9816697,-0.14221244,0.006926164,1.0084324,1.8313428,-1.5602068,-0.3754833,-2.4891627,1.1935009,-0.9098052,1.9188802,2.6203992,0.37606382,-0.5972512,-1.418505,-1.079665,2.9893575,2.6207225,4.2486033,-2.1476254,0.8688598,0.3847391,1.058575,0.42150527,0.24147011,-1.5590302,-2.0235991,1.1091689,2.9062712,-0.60766006,-0.15906036,1.0246514,-0.9582864,0.5370477,2.2251694,-0.23249976,0.9080935,-0.9550603,2.2584236,0.15876876,4.0045714,1.1603534,-0.5762643,-0.14252028,0.32784697,0.16254556,1.6894846,0.95115715,-1.560318,1.4522169,0.897036,-2.2686703,-1.4729781,-0.58555216,-0.5837305,-0.04897162,3.4523356
JHH-1,1.8289404,0.4959738,2.0365763,1.6988288,-0.65080434,2.196866,1.036747,1.5455034,0.7164663,0.19600463,0.8113566,-0.89352673,2.7598827,2.5541923,-0.99052805,-1.4848412,-0.27958253,3.309459,-1.5789819,0.5234949,-0.81234777,2.0072515,0.97551876,3.4054146,1.0622526,0.84170735,0.39374346,1.6069311,-2.875348,-0.4900383,2.4212751,1.0772588,0.08190763,1.4994422,0.14241132,3.5703144,-0.8250435,0.17454544,0.19254158,0.93197644,3.742696,0.4327435,1.1682975,-1.3834535,0.90536666,-1.1470114,-3.123658,0.23898853,-0.9419739,0.44563398,1.9862137,-0.872176,-0.9389213,1.349413,0.010065611,-2.7136502,-1.5467885,-1.3236306,-0.105336025,1.5697579,2.3172863,3.0437202,-2.0910919,0.23791248,0.53180134,-0.06457525,-0.6644266,2.4556699,2.4864123,3.7700186
DU4475,-0.081145115,-1.1620716,0.03918459,0.84488547,-0.011960548,3.437224,0.8168981,-0.7502542,0.20519082,-1.479853,-1.6265941,1.0990034,-0.6206011,-0.2326909,-0.27232698,1.227635,-0.31264326,0.48876584,0.8588829,-0.60357493,2.5310924,-2.198113,2.8573146,0.7692567,-2.5809486,1.3181293,2.3170645,-2.1557236,1.73791,0.96899146,0.017830912,-1.8009771,0.30040348,-0.6133804,2.1651404,-2.0040047,1.4422878,3.0636122,-1.0823479,-0.49922726,-0.81632894,-1.6043372,-0.031024855,-1.2716364,1.9065005,-0.582793,1.1632706,-2.1642518,1.0223368,-0.90083194,-1.9692202,-1.4312671,0.040340886,-1.0993862,-0.7010281,-1.1814743,0.9325589,-0.030039787,-0.8028074,0.10104385,-0.16679516,0.4762673,0.220651,-0.910969,-1.1846077,-0.48810112,-0.102810085,-2.0121198,-0.20251222,0.6562228
CAL-29,-0.17749047,-1.6529375,-1.8028784,0.20412993,-0.45635182,-0.81417537,0.5565858,-0.25673383,1.1895663,1.159268,-2.0532312,0.21277659,0.4147877,0.29499853,0.15968624,-0.7299716,-0.8872472,-1.5244247,-1.4960097,-0.4776407,-0.27117944,2.689474,-1.1860145,-2.6385,1.3612849,-0.92099434,0.40206468,0.023023415,-0.39355204,-0.9155119,0.17828651,-0.43038294,-0.8298082,0.56049293,-0.97954106,-0.44003457,0.4614425,-1.5119917,0.1254865,1.252474,0.039874066,-2.5584598,-1.0989809,0.31459618,0.34806088,0.3627356,-0.03279234,0.47176167,-0.22895323,-0.5200968,-2.474251,-0.44718015,-1.0144421,0.6716329,0.14137474,0.35956913,-1.198035,0.35272902,-0.15509602,1.2523061,0.42426652,-0.31263882,1.2225521,0.14237311,-1.9233686,0.80096936,-0.024529627,2.3599243,0.93197364,0.77190375
NCI-H1930,-1.331179,0.16065732,-0.3733469,1.9005378,-1.4375654,-0.72096765,1.3553066,-1.0390666,1.5438045,-1.8475279,-1.6482887,0.5391748,2.0279536,0.4855365,-2.2129006,0.5978747,1.0337679,-2.0547285,0.812691,2.0482795,2.8964608,-2.0765047,1.6360191,-0.5939849,0.23253737,0.6281897,0.7499421,-0.81941223,1.2588564,-0.789495,0.33911517,1.8541628,0.7179929,-0.29905704,-0.22738437,-2.0853612,-0.04058075,1.1941043,0.5567766,-0.2334407,0.0702633,1.3532354,-0.9727221,-0.029367466,-1.4873074,-1.2081076,0.29565284,-0.30778682,-1.8640867,-0.29060075,-0.38357374,1.7482179,-0.47194874,0.6854202,-0.9015278,0.17508999,-0.21806048,-0.5580594,0.07630747,-2.694372,0.012150874,0.5187003,1.3726078,-0.81941223,0.650639,1.9275872,1.0469327,0.6174276,0.30528,-1.1112003
NU-DHL-1,-0.43855876,0.28324243,0.28456017,-0.14913474,0.040065467,-0.8976886,0.43265697,-0.24996798,-0.8155204,-0.39424372,0.46589667,-0.34127724,-1.9655786,-2.4813132,2.882668,0.10078955,0.28245863,1.4071753,0.37610102,0.8213619,0.18059233,-1.3312656,-2.9039087,2.6584425,-0.48122722,-0.8874403,0.21299298,0.5995854,0.22764356,-0.9928461,1.3127292,0.32808062,0.28525826,2.1006956,-1.5061961,0.16122633,-0.17160428,0.82896304,0.82698405,-2.0164454,-0.85558134,-0.47723562,0.6362988,-1.9844104,-0.36510977,-0.72194767,-3.5349834,1.0862492,-1.6075407,-0.7175694,-0.10627256,-0.25489387,-0.8136468,2.4276605,0.96019626,2.6153798,1.4275124,1.3919902,-0.37637794,0.7827408,-0.6187749,2.0908434,-1.970461,-0.7089415,-0.28705436,0.28890538,-0.43454462,-1.4190174,0.21181235,-1.6655995
T-47D,-2.397169,0.6573885,-2.6136615,0.014731824,1.0224022,-1.3552808,-0.6304235,0.20344451,0.5445841,-0.41927147,-0.6811578,1.5101099,-0.48219666,0.7107792,-1.9131924,-0.47876242,0.4238537,1.1653236,-0.20396292,-0.7451716,-0.8652263,2.109775,-0.65634036,-1.6226691,0.008950403,-1.0345035,1.7638063,-0.45208392,-0.22934219,0.2500121,1.2087227,-1.2628284,-0.54167706,2.0273705,-0.5273831,1.6066984,0.31098363,-1.4214805,-0.53387576,1.7282027,0.60368943,-0.44065335,-1.2841297,-0.39678282,0.16846135,-0.23556723,-0.38730058,-0.6306064,-0.10081444,-1.6906542,-2.259883,0.261327,1.0114084,-0.9655314,0.79496425,-0.25201723,0.22487293,-1.3930616,0.09564923,-0.8016176,0.32946464,0.2883042,0.011069642,-0.42039427,-1.0244681,1.4750444,1.0531439,1.1790797,0.16452706,2.4233208
T3M-10,-1.8122289,0.19262585,-0.1854487,-0.7872029,0.15084173,-0.001634419,-0.84798235,-0.67113763,2.096562,-0.6586318,1.1314541,-0.18143496,-0.61239743,-0.4101527,0.23990895,-0.46134216,1.2784166,-2.2050335,1.1504582,-2.832748,0.32691923,-0.8315741,-1.1139158,-2.1410122,1.9887539,-2.4887426,-0.27704602,2.0618253,0.56013393,0.59945995,-0.66105133,0.9227552,-1.5012944,1.5051177,-0.6647636,0.7932838,1.2530372,-1.6983833,-0.1476548,-0.37401563,-0.23493265,1.2635059,0.9995353,-1.3653882,-0.28709108,0.32865652,-0.19563511,-0.48282784,1.6776708,-1.4721295,1.9777156,-1.9851283,-0.51273084,-0.17790258,1.541396,1.4191827,-2.8828235,-0.9726926,0.089630894,1.6206448,-1.7110649,0.9919861,-1.1184381,0.5062289,1.431127,-0.55213165,-1.0211592,1.4142423,-2.1013913,-0.9572252
TCCSUP,0.9402454,-0.052120887,-2.4286587,-0.08405866,0.8769697,-0.9249328,-0.18244544,0.07283762,-1.2488873,0.2591075,-1.7444606,-0.12681723,0.08645978,-0.26575187,-1.4857601,-0.58146274,0.2643902,-1.4528505,-1.1248468,-0.3499272,-0.59844005,0.22862348,0.56864256,-2.9983554,0.5324028,-1.2075117,0.68327755,-0.10324724,0.5774898,0.46453688,-0.06989181,-0.7366517,-1.6943629,-0.94604987,-1.2558525,-0.9274095,0.37942687,-1.7066827,0.20568764,1.5085437,0.354622,-1.7692902,-2.178266,1.6355232,-0.09762052,2.6452775,-3.471059,-0.62222886,-0.7007036,-0.021052103,-1.8380401,0.35221785,1.6208125,0.20147729,1.9307349,0.1363424,2.4831133,1.8605057,-0.11766434,1.5899991,-0.4318282,-0.6417743,0.96638,-1.6083481,-2.7441363,-0.61513674,1.1311098,0.917986,-0.15516974,-0.38951057
U-251MG,-1.1319534,0.01280896,-1.4072292,-0.43136236,0.109730385,-0.7916231,1.278719,-0.5611613,-1.8242788,0.4705811,1.634534,1.5441744,0.032896444,-1.5667697,-0.8668839,-1.1666509,0.51537895,-0.0320198,0.22609077,1.2785233,0.08086313,0.58705133,-1.1155372,-1.1098642,-1.2677854,1.614661,0.010489561,0.2135117,0.046789672,1.0918607,-0.94452065,-0.9178174,-0.93227714,0.2217324,0.9636908,-0.2278741,-2.1667237,-0.5451383,2.1703103,1.5612049,-0.09475837,0.6424634,-0.2774615,0.9416101,-0.9154217,2.8133633,0.6240697,-0.13966495,-0.39426827,-0.49758762,-1.4850155,1.1147175,0.5062259,-0.2971656,0.3793141,-0.039306648,0.8800528,1.0289876,-0.2307504,-1.1161824,0.16283835,-1.9788057,0.06773791,1.9672229,0.3388538,0.26984814,1.0583438,0.3908707,1.1046239,-1.8979203
NCI-H1648,-0.5788047,-0.47838557,0.629809,0.30011654,-0.6413796,0.1092397,2.557297,-0.4211263,0.5661301,0.73191303,-0.6332177,-0.15682805,0.19375747,0.32074937,-1.6009581,-0.42151335,1.1370795,-0.9242448,-0.13195087,-1.8546863,1.1408309,0.7900769,-1.2195243,-1.6868529,2.190471,-1.5241219,0.5388589,-0.24256498,-0.72302705,0.41436407,0.25714278,0.33023235,0.6961901,-0.24922045,0.9462746,1.3409845,0.40746248,-0.25780842,-0.69103676,-0.20765252,-0.4963559,-0.55046296,0.38208106,0.42490622,-0.62175226,0.20487441,1.8835298,-0.7947829,1.80183,-0.6321888,-0.43836388,-1.942709,0.72845066,-0.35382104,-0.6420946,1.1062396,-1.561195,-0.42367688,0.698785,0.4488298,0.732218,1.1910312,0.9816022,0.48791304,0.9649289,-0.90871406,-1.0898708,1.5491858,0.073427774,1.7068247
KMS-21-BM,2.774259,1.4984462,0.7595925,2.9691782,1.948886,2.2512302,-0.45083603,-0.10541366,-0.31102324,-1.1804208,1.923367,-0.1290442,0.11573665,0.64926636,0.5008607,-1.3735098,-0.5101457,3.3101735,1.2151777,-0.40978965,-1.795255,-0.059230987,0.8151863,2.8004718,-0.26224834,1.1313607,-0.16499892,1.0288854,0.094182596,-2.0220377,0.7404054,-0.832443,0.28441837,-0.34431,1.2372288,3.3511457,-1.6826597,4.5149655,-0.63314533,-0.86501926,-0.384524,0.5702875,-0.93270546,-0.5203898,1.3542378,0.443359,-2.162026,0.42931202,0.392259,-0.38902995,-1.0763086,1.5354565,1.9550768,-0.09487538,1.3960221,-2.0001087,1.2834089,1.0249571,0.17677234,1.7931588,-0.76803356,1.6646851,0.8497019,-1.1304569,-1.2870296,-0.5448676,0.58589315,-2.7968938,-1.2103899,4.154155
TE-8,-0.8947189,0.80575204,-0.6545477,1.9587485,-1.4817227,1.2572455,2.3718839,-0.0784174,0.72812515,0.6750085,1.1102854,-0.56227714,-1.2513404,0.008626662,0.040806632,-0.7789663,0.39817142,0.2085593,-3.170507,1.3449512,-0.09955272,1.521519,-0.24837816,1.6442096,1.6895093,0.23372938,0.33744878,-0.16798612,-2.6131587,-0.5698695,0.36366743,1.3029597,0.12967668,-0.2695684,0.3787841,1.7064553,-1.2667918,-0.91752577,1.0335854,0.26342642,1.3721129,0.63801414,-0.28567234,-1.0257323,1.2302035,2.189305,-0.84200245,0.79026973,-0.46304342,0.3417828,0.0068879016,0.17020589,-3.1914287,3.7095466,-1.0264775,-0.39261922,-3.2852972,-1.13078,1.4739933,-0.83664584,0.48683208,-0.2846792,-0.6029246,-0.46507186,3.764779,-1.3055089,-0.52096856,1.2146182,2.525612,-0.073972434
YAPC,-1.398467,-0.550704,1.590447,-2.3295078,-0.57760507,0.92029613,3.2491975,-2.0649643,0.10516186,0.0875685,-1.3867648,-0.6188666,-1.4170765,-3.170008,1.1263655,-0.38567066,0.7158825,-0.17211944,-1.2826738,-0.35586455,1.9437914,0.5810347,-2.0155568,-1.141028,-0.31114763,-1.4185712,0.8887733,0.4905427,-1.2130821,-0.23422384,1.5974551,1.0025978,0.62421507,0.9868409,1.097272,-1.0985202,-0.5195486,-0.9999032,0.28433022,-1.0642004,-1.321517,-1.249392,1.6036438,0.45591548,-1.2353218,-0.74226886,-0.74840355,0.14329447,-0.6477315,-1.1240319,-0.57799333,-0.07156303,0.8992981,2.1455646,-0.8112255,1.5929385,-0.5697806,1.1069592,-1.6418793,1.2154349,-0.6574628,1.0716192,-0.046894148,-0.7971202,1.2680933,0.96955717,-0.9611944,-1.008123,2.0211482,-1.9456221
MDA-MB-436,-0.4646871,1.0588647,-0.72060996,1.8724446,-0.14422402,0.5015957,-1.188144,-0.9278409,0.14160605,0.66452,-0.21026498,-0.49437797,-0.12608828,0.76428473,-2.0340056,-0.13589068,0.65541005,-0.7209735,-0.2244048,-0.2719761,0.16366422,-0.010439602,-0.036586158,-1.0697939,2.133123,0.30310723,-0.15244156,-1.4160058,0.5556288,1.4719621,0.2389817,0.75532115,-0.025101557,-1.3454266,0.046189256,-0.15592389,1.8213322,1.0896333,-0.33827063,-0.95059526,-0.07848275,0.8311398,-0.44325793,0.52891254,0.065025136,2.496861,0.79034215,-1.0997651,0.31414422,-0.10260086,0.09503256,-0.32019344,0.9731859,-1.5936466,1.5517709,-0.31243333,0.688611,0.08521435,0.11994994,-0.014439766,0.16329263,-1.0352604,-0.5333848,-1.790287,1.613835,-1.5059243,-0.420798,0.44743827,-1.231505,-0.41270158
NCI-H2452,-0.593094,0.6656076,-0.20920351,0.6758873,-0.18046068,1.4383202,-0.84571075,0.45522952,1.1508923,0.44449982,-1.5627928,0.12441055,-0.6526929,-0.3295107,-0.9199295,-0.10717641,0.7050972,-0.24371712,-0.35568458,-0.53868014,-1.4471945,0.8586523,0.23004116,-1.1110332,0.2921884,-0.080914564,-0.5660638,-0.0034190062,-0.8723839,0.5478329,0.08451335,0.41798753,-0.14953296,-1.0010523,1.1183829,0.3789876,0.5922247,0.7197075,-0.13609506,-0.58564276,-0.20414084,1.4303133,0.6440757,0.5936693,-0.1273301,2.600232,-0.34809616,0.6432237,-0.5788804,-0.9485186,-0.39259556,0.4290612,1.4599409,-2.1172433,-0.49466866,-0.6128701,-0.7004443,0.92035764,1.0852524,1.4660568,0.24690816,-0.7133491,-1.1792892,0.0045509073,0.30362126,0.88158756,1.7654713,-0.06924133,-2.0106003,0.4599996
HCC15,-1.6430335,-0.062249526,-0.56963265,0.49181172,-0.48171064,4.0815187,0.43788704,0.92374885,-1.8965391,-1.922083,-0.46254003,0.77111393,-1.7189629,-2.1925683,-2.4783792,-0.49832618,-0.2807676,2.0727918,0.5426676,-4.7317247,-0.66299385,0.054657727,1.7796979,1.1257023,-0.1868121,0.24463396,1.6928536,1.173956,1.5611414,-0.44979787,-0.040585913,-2.8034012,2.4086962,-0.66135144,-0.86912215,-2.6131566,2.0321984,3.7846122,-1.8671409,-1.5470707,0.55391675,-1.0817318,-0.39433995,0.7199222,1.4073569,-1.0663458,-0.24935257,-2.2566068,1.340361,-0.6066716,-0.4403874,-2.4173427,0.49146459,-2.1976058,0.15546043,-2.198282,2.3614657,0.9403099,0.100192614,1.4800308,0.25523517,-1.228862,2.3266537,1.103896,-0.60945654,-0.19846746,1.9049197,-0.82480687,-0.5296724,1.6138296
MeWo,2.278044,-2.2289107,1.025822,-2.225279,1.3578634,-1.1344635,-1.7737073,0.9112461,-2.5919223,1.6881725,1.9284282,1.8530089,-2.0157468,0.9068527,1.8286206,-0.5349894,-0.8471848,2.5754316,-3.6499,0.8598742,-1.8903444,0.97621614,0.24198887,1.2557695,-3.5782974,0.0661412,-0.80816543,-0.89023304,-1.5745707,0.4017084,-1.1638114,-2.1303322,-0.0028645396,-0.009256224,-0.4077677,3.9061773,-2.846272,0.34689653,1.2851132,0.9949744,0.49728504,2.4960246,-1.4706767,2.2198799,1.2219539,-0.43415868,3.4587972,0.5919624,-0.49060017,1.9910089,0.91901106,2.2329872,-1.0697331,2.4907646,1.7810837,-3.302418,-0.582616,-0.30526873,0.049439907,-0.46707857,2.0528405,-3.521347,0.87652457,-1.4032737,3.38145,-2.7587712,-3.2692528,-0.4674487,1.1483678,1.2097441
EB1,-0.100059174,-0.5132963,-0.22105095,-1.1512811,0.6244344,-3.0741465,0.6262897,0.8862511,0.10231462,0.056834385,-0.71639293,0.67138666,0.67769444,-1.4221077,1.2733014,-0.55548716,-0.032119345,0.46799043,0.5757154,0.13482493,-1.6767339,1.5367732,-2.6511316,0.7331166,-0.618566,-0.99098384,0.7510932,-0.4229637,0.97334504,-0.09644412,0.5324373,0.63928545,-0.6691413,0.9109474,-0.6858806,-0.110909685,0.81630766,0.03858109,1.0413789,-1.1631924,1.2158015,0.587365,-1.0930046,-1.1233288,-0.2637681,-0.91376805,-1.1981789,0.80545723,0.39473224,0.0029146522,-2.0354767,0.08409752,0.9632388,1.5558052,0.35336113,0.9194913,1.9288096,0.82499164,1.0869346,0.7176942,-1.6057466,2.2167675,-0.48390108,-1.1282831,-0.46628138,2.2807927,-1.815299,0.41043976,-1.4305837,-0.07481235
KNS-42,-2.1892297,0.51392055,-1.585524,0.5871405,-0.315671,-1.5493408,2.6090105,-0.7947172,-1.2049664,-0.5874963,3.4093244,0.42009455,3.0014477,0.319647,-2.0365195,-0.39035848,1.5243632,-0.4480899,1.4463114,-0.7161883,0.12432148,-1.6414905,-0.02142251,-0.97214395,0.27875745,1.4975507,-0.7077781,0.70672405,0.43458813,1.0088862,-1.2440494,0.33239394,-0.62626475,-0.9729892,0.67551297,-1.7697092,-2.087533,0.683428,1.2856383,0.9725606,-0.77139086,2.1296992,0.8967428,-0.21448566,-0.8127944,0.41852242,-1.1330566,-0.67215264,-1.2216154,-1.3194737,-0.63683754,0.41129988,1.4365381,-0.6959692,-1.3747028,0.45967796,0.31509453,0.32557377,0.36538565,-1.2679788,0.73617667,-1.9694476,-0.06875627,2.616805,-0.22569768,0.22360015,2.2105865,-0.15676564,0.6629586,-1.4553418
DMS 273,1.9406885,-0.15990342,-0.44151226,-0.766851,-0.29334214,-1.4422561,1.6725234,-0.4428594,0.3628528,1.2088872,0.62283975,2.4502733,0.8653903,-1.0814111,1.3279067,-0.39308956,-0.79053915,-0.5970719,-1.33542,3.2692316,1.7005352,-1.2957178,-0.39955586,0.89891505,-1.1546277,1.0514048,0.092433095,-1.5775009,0.16620444,1.1044968,-1.1487645,0.42100462,0.22282833,-1.6254809,-1.2363615,-0.745213,-1.5661952,-1.5009345,1.2298936,1.0832852,0.13766131,-0.4105238,-1.3101258,-0.16816291,0.05701588,0.07354674,0.9155229,-0.22438739,-0.71901464,0.46076432,-0.71477437,1.0977623,0.0044111693,1.551523,-0.6360618,0.6590425,-0.199153,-1.763281,-0.27775225,-3.1869874,0.22850275,-0.9550531,-1.8118758,-0.41549823,1.4999205,-0.57539195,-0.15570831,1.2305417,-1.0515631,-0.7011425
NCI-H1573,-3.338956,0.81530106,0.8776809,-0.2614031,-3.117988,2.1658065,3.8557978,-1.5212669,2.939827,0.25250322,1.9083916,-0.7748915,0.6731597,-1.1365354,-3.3940132,-1.9787155,0.11588414,1.6622188,2.874794,-0.6506218,1.4408556,-1.781514,-1.8589295,0.2129253,0.662982,0.79527265,1.1333082,3.7113307,0.27523932,-0.28070158,1.9404448,-0.48151535,1.888281,0.52298,-1.682396,-3.307663,4.3143654,0.055004887,-0.23344737,-1.0829898,0.39273337,-0.9796437,1.8422332,-0.19236055,-1.5554333,-2.6429076,-0.51230246,-2.142142,0.48660585,-1.074973,3.0902994,-0.02236591,3.4600372,-2.3666406,-2.3235743,1.3669404,1.3646816,-1.6871952,-0.52597266,-2.211468,0.07929249,2.3915827,-0.23589452,2.8411992,1.3705933,-0.860711,-1.0884928,-0.48885897,-0.36181682,-0.9070515
Panc 08.13,-1.2994845,-0.11573752,2.6814306,-0.32909673,-0.8327507,2.344845,1.7841097,-0.24331926,1.5518601,0.2830293,0.15143065,-1.7955152,-0.4413839,-0.73656434,-0.8399377,-0.3898173,0.8070704,-0.41057932,-0.03192248,-3.3923867,-0.1559123,-0.21896443,-0.65930015,-1.739361,1.5857965,-1.2300088,-0.13185525,2.2109387,-0.26772603,0.032397386,0.51987976,0.53148633,0.123388134,0.014591865,1.5323651,-0.7665733,0.903518,0.24587288,-1.5522265,-1.668311,-0.6548206,-0.004972955,1.4208926,0.20173806,-0.7984055,-2.953751,-0.2838376,-0.88845366,0.77692443,-0.70155436,1.4776157,-0.5158659,1.838052,0.33050898,-1.5422567,0.98478335,-1.389831,1.2410057,-0.2584902,1.272666,0.18450807,1.3683803,0.94442314,-0.09777099,-0.6070356,0.09781025,-1.2144027,-0.47858948,2.0788093,0.47007424
OCUM-1,-0.46109995,0.5010061,0.77522,-0.023179192,2.2120228,0.7555126,-2.5501244,-5.3775177,-1.8467336,-0.3315158,1.3416468,-0.80973554,-3.3070924,-1.8620794,-2.0391088,0.19157757,-1.6043266,-0.8746965,-0.078684464,-1.1277535,0.46464628,1.3918061,-1.2970624,-3.0393329,-1.1469365,-1.8251193,-1.1355034,1.1674907,2.913933,-0.91341245,0.9677871,-0.72061104,-1.533939,0.6400974,-0.9805878,-1.9844624,-1.2486737,-0.67682016,-1.0907484,-1.6327636,-0.36192396,-1.8433921,-1.2824783,1.253542,-0.95864546,-0.16561273,1.7290598,-0.5380335,-0.5345124,1.6702255,-1.6061285,-0.28176552,3.5762582,1.3857709,2.2656639,2.1707485,0.17057079,0.5848513,-0.730588,1.1059608,-0.124255456,-0.018586285,1.4987589,-1.6133784,-3.4244215,0.37092856,-1.012099,0.43082184,-0.61561364,-0.5277523
Calu-1,0.45206726,-0.40185678,1.9546342,0.83080745,-1.4158895,3.0658078,1.500768,1.5248177,0.0059833378,-0.3462051,0.1164597,-1.54462,0.100524746,-1.821393,0.6384275,-1.4938904,-1.317733,0.6931485,1.662844,-1.6230345,-1.8315984,-1.5970758,1.6457837,-0.9235451,-1.5583813,1.0717367,0.3216167,1.2752532,-1.5410861,-0.4393555,-1.0920471,-1.2326415,1.2084574,-2.7914195,0.44247487,-2.7662897,2.6572862,0.7566064,0.291835,-0.33148643,0.28109935,-0.38538352,1.8580734,1.3475444,-1.5597299,-1.4942263,-3.2376313,-0.59851295,-1.6044923,-1.1326047,2.6368911,2.0259101,1.9439163,-2.5516176,-1.6450613,-1.9489676,1.5904335,1.7130915,-1.0790049,1.977571,0.62297153,0.02643678,0.93156016,0.18934482,-1.56565,2.242748,0.88107544,-1.572696,0.265424,-0.10981792
T98G,1.1660981,-0.36497474,-0.5850084,-2.5550754,1.2917114,-0.30914652,1.5830699,1.8155757,-0.29311138,0.021241546,1.0314158,0.10340344,1.0248021,-0.28658864,0.6003029,-0.6714712,0.34953845,0.63358575,0.61353785,2.7994995,-1.3305793,-0.9711863,1.026792,-0.13582051,-1.3035765,0.6867963,-0.024245262,-0.672395,-2.0152643,1.6847141,-1.3580127,-0.7277002,-0.102045365,-2.0753407,-1.1643819,-0.92700267,1.0421548,-2.4255672,2.0543456,1.4415566,1.6440853,-2.6679108,1.1273954,-0.106449455,-0.51080245,1.15765,-1.0481149,0.8444948,0.43704626,-1.7189704,0.7147998,-1.1421832,-0.45836908,-0.9558448,-0.35317987,-1.9189794,2.249203,-0.28577316,-1.386375,-0.27030134,0.2553535,-1.8666599,-2.1124961,1.0243084,1.2494782,-0.69181067,0.65146756,0.9062119,-1.9815325,-0.98548037
U-BLC1,-0.54511255,-1.7292643,1.513257,-0.29446185,-0.5129355,0.21751872,1.8841255,0.2512035,1.418968,-0.3192757,-2.3366826,0.52937406,0.44761533,-0.34264728,-0.7101415,0.14514244,0.86934453,-1.737176,-1.5056014,0.18889642,2.3316443,-0.7473366,-0.9188968,0.41411233,1.3798795,-0.801818,1.6155819,0.3849641,-0.6781814,-0.7044835,-1.6041942,-1.0862626,1.5381011,1.8586961,1.0552138,2.6919975,-0.36579263,-0.5928253,-0.37359768,-0.08353182,-1.263049,0.5190666,-0.43951932,1.4259751,0.06952511,-0.022923259,-0.20669252,0.528229,-0.51061636,-0.07974215,-0.953299,-0.71535194,-0.76024467,0.40975922,-1.8364135,1.2315274,-1.8494353,2.1486604,0.831855,-0.35816908,-0.3325459,0.4854048,-0.05938081,-1.1702211,0.13591786,0.976841,-1.1986955,1.3372155,2.9627259,-1.3090172
A-1207,0.962076,-0.25858814,1.8903372,-0.92600656,0.9307583,-0.20646676,-0.50005907,-0.29652554,0.14722528,1.0518589,-1.7853951,-0.4788489,-0.069994025,-0.34693438,0.10100644,0.4963703,0.004739513,-2.0122821,-0.89617103,0.7070055,0.5182256,0.5105136,0.44545949,-1.2920015,0.023058506,1.0321041,0.7273657,-0.36425364,-2.0423305,-0.19629918,-3.0581338,1.1052576,0.2455413,-0.64602125,0.53461975,0.37063184,-0.9742197,0.050625063,0.7299876,-0.117796026,0.33833253,1.027192,1.3166853,0.59669316,-0.04474202,0.8066808,-0.67282075,0.79735804,-0.2899566,-1.7588346,-1.0773702,0.9234666,-1.2046082,0.73117685,-0.97146374,-0.65769744,-0.96953845,0.3730605,-0.13839221,-0.024586052,-1.0235121,-0.6710269,-0.33171126,-0.94509995,0.74072033,2.014167,1.5313865,1.7229795,0.9782867,-2.5488176
