,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126
PL-21,-4.0529027,3.385272,6.5177,4.04091,1.7898738,-7.025015,5.034141,-4.9030004,1.1274873,-1.9345121,0.5976198,-9.229717,9.600515,-6.465187,7.623235,-2.6647148,-4.5610976,-5.4103603,-3.3779838,4.8502755,-1.1145651,-6.7305684,4.0706406,-3.181731,-2.3173618,6.115501,1.172657,1.083956,-7.859145,0.05304828,0.2019684,3.7890043,-0.45306265,1.9087256,-2.792305,-0.3125812,-0.0945251,-1.5996554,-1.8450971,-0.95657444,0.04598123,-4.842438,7.1791344,1.0217078,11.299865,-0.11908078,1.7771993,-4.451286,2.7775414,-6.504479,2.8969576,-2.0106452,-9.685033,-9.122017,-4.7263412,8.225964,-0.30651116,-2.0930974,-4.6626124,-6.21486,-0.91425705,-1.8729731,2.0382776,1.4685884,-9.052913,3.2024398,2.8296177,-2.228191,2.5716,-7.13966,-4.295583,4.7309794,-3.755433,7.9354773,-3.1117995,3.1837232,4.971415,6.2279077,-2.0378804,6.4008937,12.72085,0.6290375,-0.18899076,10.545705,-2.5565338,9.309721,5.078638,4.355038,-7.8330636,6.1336093,-1.457861,-5.754701,-7.0499797,-4.5448623,2.7689655,-5.712776,-0.5517006,-8.047852,2.4734187,-6.227332,7.3991094,-0.46598172,-4.173358,-7.244667,-0.28658584,-0.12746374,5.877212,1.9361613,1.0754967,-7.283688,-0.6235523,-3.9805489,-2.508006,7.8169746,1.2608616,2.734939,-9.986026,1.8478799,-6.4395385,2.4834673,-10.668144,-4.778416,-13.388282,-1.7117008,1.1941562,-0.16974463,-0.6605723
OE21,4.934312,-4.4411125,-8.549883,-10.03559,-7.4135313,3.8633218,-9.589682,6.1582055,-8.685439,8.308332,-0.6188351,10.470069,-14.095758,8.787417,-4.993479,3.2731004,5.097155,13.029947,-7.466555,-2.2372184,13.289693,3.8375466,3.5316632,7.621649,-9.197914,-5.122518,-4.160602,-0.9152559,9.70461,-1.7191274,-2.028127,-7.772218,5.7194295,3.515205,7.572443,-1.3107888,2.0574777,9.109558,4.2684417,-1.8224881,-6.502343,-2.676452,-11.8109255,-3.5710275,-18.309647,2.6068337,-0.89907295,14.10685,-2.5220077,5.829105,-8.395583,11.730944,6.117045,16.011189,15.020588,-15.090479,-3.626481,5.098349,10.419042,6.5693483,-4.562498,5.7556844,-4.9772224,2.7177749,14.161337,-4.43057,-7.0336623,-2.24293,6.5739045,-4.3598323,5.982867,-9.41863,-3.327778,-11.753981,-5.048015,-0.8243693,-7.2906237,-4.4700246,3.6132724,-11.9040165,-22.025457,0.84632015,-1.0183605,-6.6252875,-2.8854086,-2.19322,2.5476615,6.5687184,5.9670377,-6.3432775,-5.903067,8.383343,5.457048,-1.2854347,-4.1566525,-4.039255,0.667739,-0.08464776,-7.9930744,3.7186801,-3.6809058,-1.7332006,3.6095066,4.97254,-2.815124,-0.38082007,-12.349537,-1.9150255,0.18166791,17.067883,7.0610995,7.4974704,-5.2874446,0.87072706,3.3407652,-8.529063,5.966708,-8.439784,-0.1440279,-1.4836156,13.414838,12.066625,10.45887,2.0330434,3.1892369,-0.2836274,4.65713
M-07e,-3.5658405,4.0854025,6.465809,4.4258103,0.8743719,-7.9799256,5.991318,-5.495748,1.9740312,-0.9213795,0.8952372,-10.822073,10.14489,-6.5653577,8.509793,-2.079726,-6.196257,-4.670661,-3.853636,4.677186,-1.4351343,-6.660054,3.9869866,-4.274502,-1.9939257,7.6814137,1.5323972,0.52226835,-9.110018,0.34480336,0.8731054,4.448129,-0.89425343,1.8183162,-4.6748414,0.60716337,-1.109956,-2.2105703,-1.4359192,-1.6164649,1.1813601,-4.9073353,8.548241,2.5026686,13.10736,-0.36078167,2.1373343,-5.174544,2.1717348,-5.955764,1.9312093,-1.1215781,-10.16029,-9.123711,-3.46833,9.374266,-0.3169559,-1.6691612,-3.9086812,-7.084336,-0.5538658,-1.57255,1.5674942,1.4436891,-9.557764,4.259784,4.3734694,-1.9372957,4.121379,-6.788018,-4.426519,5.42322,-3.8375785,9.013254,-3.075422,3.1915362,5.165242,6.1638575,-2.3015985,7.6826506,13.437391,1.6780483,0.3165024,11.263216,-3.0007896,11.285348,4.2595162,4.606274,-7.3783,6.6786766,-1.219666,-5.0000453,-6.931682,-6.5767846,3.0799167,-6.866222,-1.2143595,-8.847663,1.8699718,-6.6706357,7.410052,-0.9250605,-5.048648,-8.467948,-1.822968,1.5058414,6.311801,2.0345707,0.7858052,-6.311566,0.15569606,-5.9188814,-1.8605033,7.659201,2.4167285,2.8431084,-9.858885,2.9121666,-6.3988066,2.3401113,-11.395082,-4.4556584,-14.546288,-1.6482006,1.8686965,1.3129555,-0.7563939
SUP-T11,3.5864816,-3.7165775,-6.4349613,-7.384633,-5.7838216,2.6363268,-7.140016,4.240321,-6.7970967,6.2386107,-0.31138802,7.8593554,-10.168405,6.0496607,-4.0452843,2.3683882,4.1273794,9.371815,-5.9300346,-1.5947909,9.864725,2.354274,2.2779264,6.129302,-7.232084,-3.7148526,-2.5044541,-0.07234566,7.3983517,-0.80012316,-1.7007515,-5.6950374,4.67461,2.6678505,5.7528844,-2.0125544,1.9173927,6.717943,2.9829156,-1.151864,-4.6721373,-2.636168,-8.465463,-2.8729808,-13.19403,1.6946436,-0.44299197,10.340043,-1.7570513,4.1946654,-6.381918,8.286734,4.2253757,11.933259,10.918684,-11.023121,-3.1332757,3.4862022,7.2871976,5.0278096,-3.1614878,4.4283752,-3.5908368,1.8289465,10.551964,-3.1207356,-5.2104607,-1.9816027,5.1301875,-3.584234,4.5299478,-6.862147,-2.6268303,-8.926279,-3.609458,-0.35131773,-5.3497295,-2.9554274,2.1274698,-9.327781,-16.223608,0.8163922,-1.0275058,-5.057718,-1.6320901,-1.67012,2.1467023,4.9554524,4.0955744,-4.573722,-4.48218,5.90071,3.6783104,-0.66580683,-3.4474761,-2.9943643,0.6842412,-0.5382743,-6.1195965,2.8851416,-2.7595716,-1.3627157,3.1059005,3.9809666,-1.9923438,-0.3104951,-9.299229,-1.4167057,-0.22950052,12.250139,4.986133,6.1785736,-4.0495143,0.6386875,2.1278632,-6.3050933,4.0596256,-6.3182325,-0.31945375,-1.1133914,9.551172,8.82245,7.998346,1.4465691,2.2986388,-0.56709737,3.0216486
B-CPAP,1.4809695,-1.7751077,-4.3495502,-4.44915,-3.2935002,1.1990021,-4.1228986,3.0659447,-4.239692,4.64902,-0.08553398,4.847746,-5.9521523,4.449438,-1.86983,1.0269264,1.8530673,6.9394755,-4.207787,-1.0268805,6.3071866,1.5025133,2.494225,4.0366635,-4.61204,-2.3803039,-1.5981952,0.12332816,3.7809463,-0.8133849,-0.22453305,-3.8360007,2.4420898,2.051576,4.1968217,-0.20269477,0.70312965,3.9021604,2.2060254,-0.057761278,-3.4781542,-1.2671077,-6.1259594,-1.516934,-9.133951,1.3619378,-0.23517439,6.9713893,-1.4532846,2.9061697,-4.753481,5.9076777,3.1376655,7.487832,7.4502482,-6.888176,-1.1995324,2.0934196,4.971444,2.5477555,-2.3897421,3.2717793,-2.3544302,1.0712132,6.6555057,-1.7206208,-3.4863377,-1.2524285,3.4362116,-2.4125571,3.1478276,-4.5218225,-1.6350526,-4.9951525,-1.7988576,0.02708967,-3.4754357,-2.076823,1.2894791,-5.076425,-9.651781,0.4699323,-0.5440163,-2.1877298,-1.3430997,-0.32058072,1.6275613,3.5745306,2.2056012,-3.2547038,-2.4217741,3.755972,2.7669096,-0.6084017,-2.5177724,-2.1519341,0.0055279583,-0.7692475,-3.5944054,0.83291894,-1.6598077,-0.31002975,1.2209653,1.4940548,-1.1610938,-0.20687956,-5.527207,-1.1509849,-0.15440273,8.1915655,3.2861948,3.3485703,-2.5449138,0.9341216,1.7320793,-4.3872547,2.2865775,-4.301309,-0.601183,-1.0192227,5.7160997,5.777559,4.5079474,1.8213692,1.4171205,-0.053617712,1.4838943
Hs 274.T,-1.6945503,2.144167,2.0380812,-0.68261933,-1.168576,-4.277816,2.185725,-2.343529,0.33181128,1.5393815,-0.52862173,-5.15422,4.5329957,-2.4284317,3.9297159,-0.7936628,-2.2260234,-0.8548447,-3.742957,3.0780404,0.58604,-3.8968518,2.2999978,-0.94360965,-2.8138316,4.257522,1.0325142,0.82095826,-4.561824,0.7553476,-0.68968385,1.8692387,0.21395281,1.2836155,0.99643797,-1.9593714,0.08462316,-0.87406504,0.5175678,-0.86037576,-0.45264333,-4.612745,3.9217288,0.3976736,4.793653,0.8025082,1.894187,0.026474986,1.0917882,-1.9001333,1.4478093,0.90711254,-4.509009,-3.6373644,-0.39637804,3.6360297,-0.13896243,0.49999434,-1.7729586,-2.9102664,0.07504774,0.16450162,0.037186317,3.0001593,-5.398769,0.62962604,1.1079046,-1.8644044,4.0149136,-5.087279,-1.9316769,1.8955715,-1.6150326,3.191159,-2.0798612,2.594888,1.9302378,3.8944862,-1.0460488,1.214623,4.418049,0.6457702,-0.5683177,5.3592157,-2.0822036,6.2321005,2.08099,2.827585,-4.3040366,2.952377,-0.8652312,-1.4349611,-2.6485662,-4.275052,1.2567294,-3.582844,-0.95079637,-6.030927,-0.5525455,-3.9446435,3.473584,-1.0224319,-2.230848,-3.7523427,-0.7498003,1.2370616,1.7726214,1.329439,0.9401533,-2.0966802,1.0020281,-2.658693,-1.4621567,2.7725403,0.95040655,-1.0707308,-4.11864,2.613088,-4.3225803,0.89802617,-4.5397153,-1.6612703,-5.8560586,-0.4312048,1.0875137,1.0839843,-1.1941801
LN-18,0.97876143,-0.5627513,-1.5682212,-2.1201732,-1.8100682,0.35016546,-1.552024,0.6634601,-1.8669121,1.8376446,-0.17035827,1.4467437,-2.0733926,1.0070238,-0.32916144,0.6794101,0.6274661,2.416671,-1.9609146,-0.13608895,2.5443664,-0.09306159,0.46035182,1.115916,-2.5151234,0.008663926,-0.47129676,-0.00066980906,1.652944,-0.123056814,-0.44202584,-1.4384211,1.4099884,1.0726496,1.4300696,-0.9398354,0.5759721,1.5446316,1.039641,-0.5327437,-0.9307596,-1.4844812,-1.4838707,-0.65771174,-2.5276551,0.47108334,0.18220495,2.9857814,-0.24618673,0.9420807,-1.2969959,2.3653214,0.7808871,2.784151,2.7910705,-2.5108228,-0.97146696,1.3639876,1.5861325,1.0423235,-0.59715545,1.5402205,-0.87773335,0.76531804,2.0547898,-0.96583146,-1.284837,-0.7773847,1.843295,-1.6209508,0.92023593,-1.552478,-0.8283896,-1.9065303,-1.1550446,0.18775246,-0.9623201,-0.040784486,0.18482658,-2.2263484,-3.622687,0.41018513,-0.3811712,-0.7189827,-0.8734724,0.70656604,0.53133297,1.7846892,0.5416888,-0.74383175,-1.4003053,1.6035357,0.86839867,-0.7495165,-0.89813673,-1.3361057,0.07859541,-0.87031424,-1.9633124,0.62866765,-0.35427493,-0.79011095,0.6621824,0.6407639,-0.88965744,0.37134027,-2.3804152,-0.32276183,0.066727,2.915794,1.3908188,1.3127179,-1.2507287,0.3427904,0.65696025,-2.0045605,0.73637265,-1.089822,-0.35959798,-0.13680905,1.9845225,1.9712718,1.2071793,0.47991127,0.7018395,0.0794169,0.59875107
SU.86.86,3.8348248,-4.4520397,-8.030855,-9.251419,-6.269589,3.4270058,-8.924168,5.925307,-8.482593,7.5562763,-0.415408,9.908937,-12.569511,7.7741723,-4.6787395,2.5944984,5.235062,11.919551,-7.176653,-1.8852816,12.243488,3.1191802,3.857049,7.882448,-8.717423,-5.3137994,-3.116647,0.075501196,8.957948,-1.185403,-2.0335352,-7.277264,5.4997053,3.2768364,8.093982,-1.7006645,2.3636248,8.38386,3.4772012,-1.0825251,-6.6177497,-2.6406949,-11.529435,-4.043974,-17.357101,2.4374206,-0.76713675,13.2630205,-1.935024,5.2838807,-7.6899433,10.41913,5.692599,14.354117,13.186109,-13.9482975,-3.3460543,3.993799,8.778961,5.952723,-4.279668,5.177438,-4.655222,2.1504292,12.653656,-4.068408,-7.1071296,-2.2889113,5.8833814,-4.384019,5.7704268,-8.379406,-2.9852507,-10.844307,-4.20804,-0.29151106,-6.6251864,-3.7762547,3.1565878,-11.660026,-19.760015,0.5680305,-0.9669994,-5.6745925,-2.2265067,-2.5657768,3.010151,5.9698167,4.8002667,-6.032755,-5.4463286,6.9249706,4.895707,-0.20608145,-4.2603054,-3.1925666,0.7146641,-0.39110976,-7.268715,3.00598,-3.0917902,-1.1194196,3.5014892,4.5869713,-1.9218309,-0.93122214,-11.464006,-1.7195898,-0.03570916,15.271774,6.2159905,7.46715,-5.5234275,1.2583733,2.4339647,-7.9146113,4.830447,-8.352645,-0.6487214,-1.3671451,11.706603,10.866613,9.805772,2.2233324,2.667761,-1.1183544,3.8432813
PK-1,-1.4108955,0.784358,0.88804716,0.57743907,0.6956413,-1.1936125,1.1492192,-0.3378286,-0.22717662,0.12918863,0.16517705,-1.3398162,1.8089261,-0.8385419,1.3503212,-0.49473423,-0.7405883,-0.1667332,-0.74499774,0.63785356,-0.40343952,-1.036406,1.4172713,-0.3358282,-0.39021286,0.71977216,0.28940058,0.564776,-1.5843639,0.07076812,0.37187368,0.37410718,-0.14159021,0.44412142,0.12109321,0.48054835,-0.027442716,-0.27683365,-0.048273064,0.36946347,-0.28160587,-0.32397622,0.51249576,-0.023851361,0.9677091,-0.21800116,0.34084052,-0.21833986,0.2361969,-0.92423713,0.31840226,0.09737842,-0.9078418,-1.4119331,-0.91239643,1.3547592,0.5465928,-0.7337519,-0.9081361,-1.2093452,-0.7778928,0.29439217,0.3149726,-0.17109987,-1.8138578,0.5301983,-0.0068724137,-0.3993827,0.25740874,-1.0765151,-0.50312036,0.49638575,-0.6811358,1.2519097,0.12585223,0.7281184,0.4289954,1.1721152,-0.40094185,1.2342554,2.5159686,0.015420495,0.010713803,2.2363546,-0.39321202,1.9640548,0.8337167,0.62821484,-1.4884136,0.8618927,-0.19729185,-1.337683,-0.88115555,-0.72977114,-0.0061110295,-0.90269256,-0.21447936,-1.6646085,0.51439375,-1.7398542,1.4685985,0.56294984,-0.83747846,-1.5823611,0.2402846,-0.1299458,1.1400999,-0.18856664,0.015210939,-1.0847661,0.12934121,-0.527671,-0.29087532,1.4197743,0.011740135,0.46610203,-1.8650826,-0.055517633,-1.3467253,-0.04392907,-1.9714665,-0.89438653,-1.9294124,0.40388945,-0.11963408,-0.3538105,-0.6818107
RERF-LC-A1,-2.1841934,3.524865,1.8528293,-1.821147,1.2576368,-0.3447398,1.0598575,-0.514082,1.3169156,-0.21150976,-1.6614728,-2.4273403,2.4154475,0.066425875,2.4353502,-2.330576,-1.9340518,-1.7142106,0.21990821,0.91601664,-0.36978766,-0.10966617,-1.1948898,-2.898898,-1.2053449,2.6321063,-2.6223612,-1.5369269,-1.7145361,-0.6005224,1.2047031,0.6779253,-1.5633748,0.84308153,1.8543237,-1.4847795,0.62636864,-2.4355989,1.5172135,0.8425157,0.5823222,-0.22662473,2.751631,1.1375403,1.146569,-0.17400861,-0.74066573,1.9764957,0.113757215,-2.9885874,3.4980016,1.5265089,-0.61697435,-2.2738745,-1.5926181,2.427131,2.356466,2.6908514,-0.8984845,-0.94990253,1.101496,2.2996345,1.7856969,3.3580236,-4.7434716,-2.0496366,-0.5204627,-2.1803408,-0.5388868,-1.2757491,-3.9027314,-1.7881769,-0.841845,0.5906377,-0.9544135,-0.11497262,1.4717203,3.2682526,-1.5894101,1.6834954,2.9733722,-2.102985,-2.0974207,3.0111923,-2.3980837,5.4831743,-1.0566156,0.49436492,-1.8191416,0.041329764,-0.92126286,-1.8706555,-0.62140495,-2.2427576,1.1817219,-0.94674087,1.360554,-0.958828,0.43911794,-1.9416698,1.4350625,0.47481447,0.41009733,-1.5076922,1.0832341,-1.4384723,3.126519,-0.9879092,2.4825373,-2.8091903,-0.8701606,-1.354407,1.2132188,-0.8087115,-0.7217684,-2.3756995,-1.4013478,1.7500136,-1.3695002,-1.4902105,0.3316249,-3.377256,-2.3947625,0.81034046,-0.8228178,0.38808304,-0.77508235
SK-MEL-24,-2.17576,3.163885,4.297697,2.40602,-0.17898051,-6.14453,3.9655328,-4.2305965,1.3115989,-0.24889007,0.16143891,-8.236983,7.5771427,-4.720778,6.4997816,-1.3856368,-4.635526,-3.4173374,-3.4327593,3.8447244,-0.54404706,-5.5037436,2.364148,-3.117919,-2.4150653,6.3699756,1.3172486,0.4380151,-6.662651,0.41205505,0.20213842,3.3083572,-0.35613698,1.7030679,-2.5222433,-0.8011982,-0.68301713,-1.8175282,-0.45812157,-1.5093617,0.69075936,-4.939099,6.667222,1.6847913,9.759645,0.3010364,1.8041923,-2.9629085,1.776969,-3.9733949,1.7490627,-0.59807605,-7.582983,-6.6426325,-2.0815065,6.6272206,-0.5548262,-0.29668498,-3.098053,-5.0996337,0.38545656,-0.9213404,1.0138675,2.0527916,-7.142436,2.5407398,3.1354423,-1.9411888,3.7314425,-5.901865,-3.3955483,3.9725547,-2.5154314,6.4589396,-2.7979348,2.788284,4.021537,4.9479613,-1.8454409,4.720262,9.179529,1.2727864,-0.2157446,8.183417,-2.568674,8.847245,3.1984446,3.7855113,-5.8604097,4.915663,-0.9251899,-3.0305207,-4.742687,-5.066744,2.2541087,-5.2686367,-1.1264935,-7.0601487,0.7883944,-4.702914,5.3388944,-1.4099422,-3.6206656,-6.0256023,-1.5932536,1.4507328,4.035013,1.8571993,1.0695086,-4.590339,0.24934986,-4.4314303,-1.6993252,5.2136536,1.8483572,0.924188,-6.8156137,2.9885561,-4.908915,1.9985702,-8.211031,-3.2478468,-10.677423,-1.2378798,1.7099776,1.4904118,-0.7065739
L3.3,1.4778711,-3.749451,-11.60443,-12.274562,-5.438864,3.5898597,-9.344246,9.443631,-8.481405,10.859791,-1.3185954,11.237693,-13.573494,11.448738,-5.0476046,2.4016917,5.463286,16.141485,-7.691964,-2.7584195,12.467596,4.6269636,6.7575245,9.9033575,-8.525246,-7.447414,-1.9286355,0.9579085,7.4358015,-1.0399293,-1.1345303,-8.025031,4.4785805,2.590502,13.398205,-0.006780545,1.175161,7.0786133,4.7425885,0.6609913,-8.602098,-1.4043945,-16.062624,-4.871215,-23.484547,3.2745228,-0.8313536,16.62107,-3.233832,8.691306,-9.057019,13.822226,10.248123,15.62305,15.417715,-14.896587,0.21972342,4.375912,9.146905,5.4135976,-5.2024508,6.5275984,-5.9537725,2.7665086,12.531666,-4.9271836,-9.025343,-2.0444791,6.448179,-3.0898433,7.3071904,-9.503312,-0.8343081,-11.661001,-0.93903303,1.7962241,-8.880233,-5.882708,4.1399503,-13.47363,-21.005873,-0.1208538,-0.47855142,-5.584575,-1.663078,-3.4193804,1.9616165,4.216865,4.9395323,-8.400942,-3.4159815,7.716041,8.156536,0.6319686,-5.2698236,-1.5910662,-1.0296762,-0.4484927,-7.4742384,0.336838,-4.270346,1.4735767,2.7042286,4.342148,-0.50462276,-1.4295157,-12.42687,-2.851407,-0.19061424,17.966352,7.5822854,6.718066,-4.6027904,-1.3827174,1.6842525,-10.667169,7.3886786,-8.180901,-1.1185861,-3.713342,13.06437,12.07704,13.165648,4.9255137,1.7110429,-1.1722727,0.89099616
Hs 695T,-3.8392296,3.9551904,6.7019672,4.1762643,1.0510212,-8.0059395,5.723309,-5.479154,1.6335186,-1.0887247,0.82981825,-10.676748,10.200384,-6.729228,8.511846,-2.4102256,-5.711065,-4.9403286,-4.136429,5.053166,-1.1091331,-7.0196767,4.2936172,-3.8860097,-2.4397864,7.4244018,1.4580901,0.8052406,-8.966158,0.2935584,0.549796,4.329951,-0.6148965,2.0252314,-3.902962,0.08119558,-0.6507427,-1.9059503,-1.5873259,-1.5177078,0.6797343,-5.336919,8.355164,1.9540825,12.797903,-0.18829107,2.1506793,-4.8334403,2.4897666,-6.359452,2.3161268,-1.3043767,-10.533184,-9.303769,-3.8113353,9.175144,-0.4278077,-1.8027456,-4.210954,-6.9894686,-0.74328744,-1.7122657,1.7190394,1.7281966,-9.745633,3.9475534,3.915334,-2.2408488,4.029538,-7.481565,-4.535666,5.272054,-4.087327,8.847845,-3.414536,3.375518,5.233489,6.5169635,-2.3187037,7.2252374,13.402405,1.4110945,0.08892073,11.478276,-3.0545845,11.113642,4.855911,4.8491273,-7.893289,6.6934304,-1.4894423,-5.40753,-7.2776494,-6.296783,3.0814936,-6.8510685,-0.9656432,-9.153662,1.9846979,-6.830317,7.7440677,-0.8929249,-4.863413,-8.323754,-1.3856171,0.9683256,6.2167826,2.176001,0.92258203,-6.6889195,0.047695424,-5.3835235,-2.3054767,8.122542,2.1234167,2.684583,-10.361499,2.5996075,-6.861553,2.4574282,-11.450718,-4.5893435,-14.671994,-1.7557427,1.7401443,0.85336345,-0.7170216
Rh41,8.144725,-8.575828,-13.937063,-16.593025,-12.423219,6.1884475,-16.592169,9.844062,-15.39235,13.423824,-0.46858266,17.70828,-23.542217,13.401406,-8.569827,4.7237453,9.637772,20.959337,-13.486599,-3.1376498,23.162024,5.5984626,6.234232,13.828689,-16.463764,-9.103285,-6.06373,-0.3757628,16.975418,-2.2339149,-4.0006104,-13.19664,10.563241,6.326827,13.167853,-3.6242075,4.6988726,16.114714,6.0302353,-2.8065155,-11.6667385,-5.6803465,-19.686943,-6.9418325,-30.24171,4.3193245,-1.3829107,23.74096,-3.162139,9.070985,-14.016629,18.774357,8.67421,26.602844,24.764624,-25.762491,-7.6605186,7.7910857,16.831026,11.16071,-7.5091667,9.150712,-8.486042,4.1544967,23.559029,-7.0900817,-12.384148,-4.1559796,11.610755,-9.0015745,10.120134,-15.113714,-6.392368,-19.669304,-9.126659,-1.2665775,-11.553161,-6.4058375,5.5392494,-21.153212,-36.707825,1.4875604,-1.9420265,-10.618828,-4.541813,-4.173765,5.822881,11.898782,9.253019,-10.615857,-10.744766,13.148019,8.140672,-1.3392184,-7.404332,-6.765303,1.9384654,-0.9162189,-13.916596,6.675287,-5.5923104,-3.2687585,6.7942953,8.737628,-4.533987,-1.1520321,-21.266737,-2.6011643,0.0013984265,28.405117,11.460893,13.633713,-10.382281,3.1847637,5.0310726,-14.215697,8.363735,-15.259808,-0.9484996,-1.896594,21.719719,20.468863,17.112705,3.0036802,5.535442,-1.5800052,8.298709
Toledo,5.3539815,-5.2795773,-8.219528,-9.797732,-7.823374,3.8493817,-10.223877,5.3526745,-9.461012,7.8601627,-0.24676952,11.019708,-14.304409,7.7794237,-5.387702,2.6349874,5.8676686,12.190745,-8.058862,-1.8496336,13.991985,3.1146514,2.8270907,8.198597,-10.297768,-5.1504874,-3.975449,-0.27706283,10.729081,-1.4733024,-2.306736,-8.157028,6.7225018,4.2169323,7.476532,-2.9538233,3.216394,9.83078,3.7593102,-1.6360772,-6.6567583,-3.7491238,-11.320722,-4.084792,-17.771013,2.453789,-0.846761,14.234616,-1.8599888,5.0365877,-8.485523,10.861702,4.9768367,16.390444,14.844903,-15.721527,-5.039879,4.9299154,10.282651,7.161052,-4.2228374,5.9041715,-4.7009025,2.60641,14.772952,-4.506367,-7.4397264,-2.8888884,6.7736115,-5.7112226,5.934269,-9.570353,-4.2743506,-12.127388,-5.841298,-1.1106193,-6.805772,-3.5775573,2.669924,-12.65731,-22.408136,0.84127426,-1.6274486,-6.8035827,-2.6560714,-2.4025066,3.5462208,7.5549006,5.6484833,-6.3858128,-6.807628,7.9716887,4.6731343,-0.793421,-4.6150355,-4.3289757,1.6309048,-0.49698293,-8.377258,4.727115,-3.631504,-2.4052274,4.6729608,5.6839404,-2.7859466,-0.82493025,-12.755495,-1.6678818,-0.032808978,16.643915,6.4749265,8.926938,-6.058202,1.9406666,2.9815257,-8.639083,4.9725323,-9.35532,-0.43208665,-1.1582448,13.423605,12.201815,10.3451185,1.6445984,3.1980002,-1.0185561,5.1000094
MDA-MB-453,-4.3182306,2.5386813,2.264776,1.2387779,2.8793726,-2.923444,3.1456835,-0.50006324,0.70012176,-0.07537403,-0.014519885,-3.7112844,4.5789824,-1.7335626,3.5524259,-2.4947307,-2.3167062,-1.5441118,-1.0701046,1.367549,-1.2269436,-1.789478,2.9647312,-1.4926118,-0.48579884,1.8311435,0.500872,0.95570016,-4.376301,-0.11768016,1.7150575,1.3755205,-1.2628915,0.44198406,0.5132317,1.0743674,-0.29848668,-1.9138825,-0.6277433,1.5816511,-0.17734939,0.030483358,1.7010145,0.4311579,2.5239058,-0.90946954,0.16179186,-0.6651209,0.58153844,-3.0127103,1.1928426,0.6500569,-2.2218559,-4.159263,-2.601544,4.265831,2.2793357,-1.2949449,-2.1507845,-3.2788205,-1.3324032,0.81833977,1.5708644,0.02737423,-5.3446383,1.4039333,0.02082205,-1.196533,0.2112086,-2.0323298,-2.3295941,1.169247,-1.4681835,3.6094143,0.61176676,1.657337,1.7227756,2.8782508,-1.4945005,3.6794324,7.5288286,-0.7087817,-0.44951424,5.9267435,-0.9356854,5.4058924,1.6088805,0.99136335,-3.6540039,1.4786578,0.05669163,-4.1067643,-2.41566,-1.4554874,0.3555982,-1.9497772,0.08421036,-3.3525515,1.580181,-4.420553,3.1959033,2.0007775,-1.7081581,-3.9039407,1.2511073,-1.2208984,3.990844,-0.7342062,0.4660854,-3.1787016,-0.5255061,-1.7482427,0.09003491,2.9663713,-0.4159901,0.66092515,-4.688678,0.22079009,-2.9300919,-1.0453062,-4.394215,-3.0502982,-4.8844514,1.0402918,-0.53450066,-1.1294743,-1.994723
U2OS,-4.0880804,3.5122774,6.7080455,3.6197953,1.3672897,-7.52867,4.968616,-5.123244,0.99498534,-1.4483967,0.63521016,-9.775961,9.771019,-6.629592,8.0105095,-2.8004627,-4.6057763,-5.2249103,-4.2096844,5.325836,-0.61558735,-7.18742,4.450033,-3.0605876,-2.9553876,6.5434785,1.2559974,1.2266699,-8.169757,0.1850672,0.00011395663,3.894073,-0.1633925,2.218773,-2.4341576,-0.7855653,0.1179364,-1.3718845,-1.754629,-1.2183782,-0.16241032,-5.644344,7.5415287,0.93013465,11.577517,0.074955374,2.010202,-4.0805855,2.882743,-6.6888385,2.888303,-1.6615118,-10.437379,-9.140464,-4.3198843,8.337921,-0.54952556,-1.9509724,-4.5929418,-6.4194856,-0.97071934,-1.8611722,1.9274458,2.0061224,-9.479967,3.181985,2.9263737,-2.588552,3.4413228,-8.071244,-4.4613585,4.742967,-4.1713614,8.065293,-3.7022958,3.457339,5.081705,6.70182,-2.2043993,6.121936,12.665942,0.8371228,-0.30988678,11.108981,-2.912537,10.105468,5.5246253,4.89366,-8.282671,6.3361225,-1.7895908,-5.8076286,-7.3973494,-5.285296,2.8910735,-6.310773,-0.5215656,-8.999969,2.1502707,-6.638029,7.827309,-0.760569,-4.2591815,-7.5603304,-0.515845,-0.023254745,5.755295,2.244639,1.1209415,-7.0964465,-0.24779472,-4.1443086,-2.8696196,8.340191,1.4628117,2.3426542,-10.542676,1.9451913,-7.131194,2.5389671,-10.917632,-4.6483197,-13.98705,-1.8224958,1.3927598,-0.0003181845,-0.6359676
